"ID","year","month","intervention","Population","Population.u5","Population.over5","closest.csb","real.dist.csb","m1.fit.st","palu.pc.2nn_0.08","palu.und5.pc.3nn_0.19"
102,2014,5,0,850,153,697,"csb1.ambodiara.sud",4.714,NA,NA,NA
102,2014,6,0,850,153,697,"csb1.ambodiara.sud",4.714,NA,NA,NA
102,2014,7,0,850,153,697,"csb1.ambodiara.sud",4.714,NA,NA,NA
102,2014,8,0,850,153,697,"csb1.ambodiara.sud",4.714,NA,NA,NA
102,2014,9,0,850,153,697,"csb1.ambodiara.sud",4.714,NA,NA,NA
102,2015,1,0,874,157,717,"csb1.ambodiara.sud",4.714,0.0445403820002808,0.0520094660037963,0.0533752948230173
102,2015,10,0,874,157,717,"csb1.ambodiara.sud",4.714,0.0446147733044452,0.00433167165965733,0.00889351237835909
102,2015,11,0,874,157,717,"csb1.ambodiara.sud",4.714,0.0444481384701311,0.0260229875623435,0.0177976461723374
102,2015,12,0,874,157,717,"csb1.ambodiara.sud",4.714,0.0455235498154226,0.00430195801680445,0.0177293211420256
102,2015,2,0,874,157,717,"csb1.ambodiara.sud",4.714,0.0454755663096021,0.034428133624431,0.0354647170690822
102,2015,3,0,874,157,717,"csb1.ambodiara.sud",4.714,0.0450085465347823,0,0
102,2015,4,0,874,157,717,"csb1.ambodiara.sud",4.714,0.0451484903933575,0.00431417153376541,0
102,2015,5,0,874,157,717,"csb1.ambodiara.sud",4.714,0.0468308713970948,0.0127797643630763,0.0617643784110871
102,2015,6,0,874,157,717,"csb1.ambodiara.sud",4.714,0.047872656932996,0.0126810202969787,0.0703275315931748
102,2015,7,0,874,157,717,"csb1.ambodiara.sud",4.714,0.0458263568264129,0.00429214768261265,0.00885508860376116
102,2015,8,0,874,157,717,"csb1.ambodiara.sud",4.714,0.0447769917764079,0.00432633765499922,0.0177766970154454
