OBJEC,LIB_P,LIB_R,LIB_D,LIB_C,LIB_F,tmx_2014_0,tmx_2014_1,tmx_2014_2,tmx_2014_3,tmx_2014_4,tmx_2014_5,tmx_2014_6,tmx_2014_7,tmx_2014_8,tmx_2014_9,tmx_201410,tmx_201411,tmx_2015_0,tmx_2015_1,tmx_2015_2,tmx_2015_3,tmx_2015_4,tmx_2015_5,tmx_2015_6,tmx_2015_7,tmx_2015_8,tmx_2015_9,tmx_201510,tmx_201511,tmx_2016_0,tmx_2016_1,tmx_2016_2,tmx_2016_3,tmx_2016_4,tmx_2016_5,tmx_2016_6,tmx_2016_7,tmx_2016_8,tmx_2016_9,tmx_201610,tmx_201611,tmx_2017_0,tmx_2017_1,tmx_2017_2,tmx_2017_3,tmx_2017_4,tmx_2017_5,tmx_2017_6,tmx_2017_7,tmx_2017_8,tmx_2017_9,tmx_201710,tmx_201711
70,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,KELILALINA,FKT ANDRANOMAINTY,28.48083795,28.3179077,27.86375338,26.97070518,25.18580951,23.9355423,23.0400276,23.39372077,24.76111297,26.50826936,28.03842755,28.70495464,28.28083719,27.95490395,27.68147863,27.27070442,25.88581028,24.03067663,23.0400276,23.08885384,24.56111247,27.15354484,27.93842728,29.30495323,28.78083719,28.78091018,28.48147787,27.3707048,24.48580875,22.83554192,22.25317376,23.19372177,24.66111285,26.84526435,26.13842778,28.90495361,28.88083757,28.3179077,28.08147825,27.17070404,25.88581028,24.33554204,23.14002798,23.39372077,25.06111247,27.04526497,27.59315104,28.40495361
71,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,KELILALINA,FKT ANOSY,28.33603581,28.17881879,27.77010236,26.83396151,25.02173967,23.75356274,22.8673516,23.21561371,24.58633527,26.3663902,27.92555628,28.55131707,28.13603504,27.82208378,27.57396679,27.13396075,25.72174043,23.84621435,22.8673516,22.90826408,24.38633553,27.01926072,27.82555664,29.15131555,28.63603504,28.6355533,28.37396603,27.23396113,24.32173891,22.65356235,22.0843074,23.01561458,24.48633591,26.70965462,26.02555638,28.75131593,28.73603542,28.17881879,27.97396641,27.03396169,25.72174043,24.15356235,22.96735199,23.21561371,24.8863361,26.90965511,27.47268594,28.25131593
72,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,KELILALINA,FKT FOTSIALANANA,28.48850477,28.33175494,27.8940331,26.99544778,25.17927624,23.91397391,23.03710118,23.39533686,24.74555292,26.49465756,28.02837019,28.6907733,28.28850401,27.9721867,27.70059551,27.29544702,25.87927701,24.00541085,23.03710118,23.08677352,24.54555406,27.14766438,27.92837041,29.29077184,28.78850401,28.79132357,28.50059475,27.3954474,24.47927548,22.81397353,22.25824112,23.19533669,24.64555444,26.83508817,26.12836926,28.89077223,28.88850439,28.33175494,28.10059513,27.19544724,25.87927701,24.31397353,23.13710157,23.39533686,25.04555406,27.03508763,27.57536283,28.39077223
73,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,KELILALINA,FKT AMBALADINGANA,28.55264884,28.35802243,27.94391196,27.02786553,25.22587474,23.93026255,23.08006989,23.44207478,24.81619467,26.54781648,28.08396458,28.72588279,28.35264808,27.99974344,27.743764,27.32786477,25.9258755,24.01826989,23.08006989,23.13008153,24.61619581,27.2062438,27.9839642,29.32588223,28.85264808,28.8163018,28.54376324,27.42786515,24.52587398,22.83026217,22.30877181,23.24207485,24.71619619,26.88953635,26.18396389,28.92588261,28.95264846,28.35802243,28.14376362,27.22786522,25.9258755,24.33026217,23.18007027,23.44207478,25.11619581,27.08953604,27.62553695,28.42588261
74,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,IFANADIANA,FKT AMBODIARA,28.82276263,28.6907187,28.2130466,27.33675873,25.53337753,24.30447558,23.44317358,23.75154124,24.97590032,26.65656421,28.19403353,28.97254264,28.62276201,28.31048722,28.05168109,27.63675794,26.23337811,24.39905598,23.44317358,23.44612199,24.77590084,27.29816151,28.09403315,29.57254174,29.12276201,29.17095018,28.85168032,27.73675835,24.83337676,23.2044752,22.67042226,23.55154093,24.87590122,26.97633174,26.29403327,29.1725419,29.22276239,28.6907187,28.4516807,27.53675785,26.23337811,24.70447502,23.54317414,23.75154124,25.27590051,27.17633229,27.7524368,28.6725419
75,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,IFANADIANA,FKT SAHAFITOROKA,29.06003123,28.95173897,28.40289952,27.63061054,25.77149076,24.58201436,23.71904667,23.97479525,25.13311052,26.8259822,28.37348915,29.22231596,28.86003047,28.56099298,28.27731459,27.93060978,26.47144117,24.68122865,23.71909698,23.67406285,24.93311121,27.4423134,28.27348877,29.82231479,29.36008076,29.4424348,29.07731383,28.03061016,25.07143968,23.48201398,22.92690967,23.77479635,25.03311159,27.13523351,26.47353978,29.42231482,29.46008114,28.95173897,28.6773137,27.83060992,26.47144117,24.98201394,23.81909736,23.97479525,25.43311121,27.33523378,27.95715653,28.92231263
76,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,IFANADIANA,FKT MAROMENA,28.94536262,28.84170235,28.34454305,27.54014762,25.69993078,24.47004342,23.58293298,23.92663031,25.19782115,26.93819604,28.45398125,29.18209682,28.74536185,28.4668044,28.19173975,27.84014686,26.39953893,24.56860549,23.5833256,23.62571573,24.99782216,27.56589674,28.35398087,29.78209529,29.24575435,29.31620641,28.99173899,27.9401464,24.99953741,23.37004304,22.78696999,23.72663145,25.09782254,27.26316753,26.55437412,29.38209567,29.34575473,28.84170235,28.59173937,27.74014729,26.39953893,24.87004304,23.68332598,23.92663031,25.49782216,27.46316805,28.02615072,28.88196532
77,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,IFANADIANA,FKT ANDRANOFOLAHINA,28.66202747,28.52883863,28.06511576,27.20999317,25.40142923,24.15723799,23.26688044,23.61975096,24.95405931,26.68886244,28.21477842,28.89843204,28.46202671,28.16192154,27.89274714,27.50999241,26.10143,24.2541905,23.26688044,23.31670334,24.75405956,27.32814648,28.11477869,29.49843117,28.96202671,28.99575485,28.69274637,27.60999243,24.70142847,23.05723761,22.47613049,23.4197521,24.85405994,27.02194393,26.3147788,29.09843155,29.06202709,28.52883863,28.29274675,27.40999203,26.10143,24.55723825,23.36688082,23.61975096,25.25405956,27.22194469,27.77549463,28.59843155
78,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,IFANADIANA,FKT AMBORAKA,28.75556068,28.64444412,28.16643343,27.32318775,25.50206882,24.27761455,23.39432295,23.72292608,25.01413456,26.71041381,28.2330472,28.96063049,28.55555992,28.27413226,27.99659205,27.62318698,26.20206957,24.37314674,23.39432295,23.41845866,24.81413504,27.35056658,28.13304767,29.56062982,29.05555992,29.11475612,28.79659128,27.72318713,24.80206806,23.17761416,22.60925781,23.52292642,24.91413542,27.04009929,26.33304677,29.1606302,29.1555603,28.64444412,28.39659167,27.5231866,26.20206957,24.677615,23.49432333,23.72292608,25.31413504,27.24009991,27.79289439,28.6606302
79,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,IFANADIANA,FKT IFANADIANA,28.89184278,28.81246314,28.29883442,27.48159415,25.63929048,24.43482656,23.54984313,23.85836875,25.10428486,26.79838663,28.31812447,29.08245091,28.69184202,28.43410028,28.14579031,27.78159339,26.33929018,24.53209647,23.54984313,23.55563904,24.90428589,27.4297936,28.21812411,29.68244941,29.19184202,29.29082627,28.94578954,27.88159373,24.93928971,23.33482618,22.76234429,23.65836842,25.00428627,27.12002256,26.41812368,29.28244979,29.2918424,28.81246314,28.54578993,27.68159338,26.33929018,24.83482515,23.64984351,23.85836875,25.40428589,27.32002226,27.88671785,28.78244979
80,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,IFANADIANA,FKT ANTAFOTENINA,28.85720235,28.77364793,28.27093074,27.42944639,25.59714277,24.39250988,23.5078193,23.81456385,25.05453918,26.74094881,28.26285746,29.03440616,28.65720159,28.39448228,28.11677064,27.72944563,26.29714237,24.48922155,23.5078193,23.5112759,24.85454032,27.37427495,28.16285708,29.63440464,29.15720159,29.25281471,28.91676987,27.82944601,24.897142,23.2925095,22.72360057,23.61456309,24.9545407,27.06178127,26.36285669,29.23440502,29.25720197,28.77364793,28.51677025,27.62944524,26.29714237,24.79250835,23.60781968,23.81456385,25.35454032,27.26178087,27.82953134,28.73440502
81,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,IFANADIANA,FKT AMBODIRAFIA II,28.65470333,28.4987957,27.9890493,27.1706384,25.33598361,24.11494556,23.24506821,23.51356734,24.69426148,26.39933005,27.97417547,28.78722674,28.45470257,28.10875999,27.85134367,27.47063764,26.03598362,24.21305581,23.24506821,23.21167774,24.49426218,27.02707177,27.87417508,29.38722529,28.95470257,28.98883233,28.65134291,27.57063802,24.63598285,23.01494518,22.46473619,23.31356709,24.59426257,26.70929374,26.07417581,28.98722559,29.05470295,28.4987957,28.25134329,27.37063725,26.03598362,24.51494443,23.3450693,23.51356734,24.99426218,26.90929416,27.54643439,28.48722559
82,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,IFANADIANA,FKT FENOARIVO I,28.89580285,28.75986569,28.27902224,27.39837384,25.60253591,24.37733337,23.52376882,23.83522489,25.04689309,26.71425135,28.25665112,29.04073788,28.69580209,28.37827882,28.11652243,27.69837308,26.30253667,24.47148705,23.52376882,23.52937895,24.84689322,27.35833792,28.15665074,29.64073741,29.19580209,29.24145104,28.91652166,27.79837346,24.90253515,23.27733299,22.75528798,23.63522468,24.9468936,27.03266472,26.35665048,29.24073725,29.29580247,28.75986569,28.51652205,27.59837321,26.30253667,24.77733299,23.6237692,23.83522489,25.34689286,27.23266499,27.81256567,28.74073725
83,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,IFANADIANA,FKT AMBINANINDRANOTELO,28.71316125,28.54970407,28.09638212,27.21501022,25.41209456,24.13999709,23.30246618,23.6550275,24.96553723,26.62380865,28.16206106,28.85136775,28.51316152,28.18498294,27.90047917,27.51500895,26.112095,24.2263237,23.30246618,23.3413534,24.76553771,27.28443405,28.06206067,29.45136657,29.01316152,29.01442585,28.70047841,27.61500984,24.71209379,23.03999739,22.5414877,23.45502795,24.86553809,26.95908587,26.2620605,29.05136695,29.1131619,28.54970407,28.30047879,27.4150091,26.112095,24.53999739,23.40246683,23.6550275,25.26553771,27.15908652,27.70143607,28.55136695
84,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,IFANADIANA,FKT ANKABOKA,28.68512132,28.47468938,28.05007936,27.1584435,25.37535523,24.09219504,23.23135228,23.58993338,24.94185222,26.63974958,28.16801006,28.82792118,28.48512062,28.11189993,27.85734554,27.45844274,26.07535599,24.18134331,23.23135228,23.27908203,24.74185336,27.29527329,28.06800968,29.42791972,28.98512062,28.93747928,28.65734478,27.55844312,24.67535447,22.99219465,22.46052022,23.38993452,24.84185374,26.97695892,26.26801044,29.0279201,29.085121,28.47468938,28.25734516,27.35844419,26.07535599,24.49219465,23.33135266,23.58993338,25.24185336,27.17695969,27.71248711,28.5279201
85,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,IFANADIANA,FKT AMBIABE I,28.85572677,28.71654879,28.24718493,27.37796918,25.57083628,24.33375813,23.48069233,23.81258553,25.09166222,26.75544014,28.27162093,29.01188889,28.6557273,28.34675368,28.06566292,27.67796809,26.27083704,24.42460068,23.48069233,23.50342836,24.89166322,27.40675894,28.17162055,29.61188856,29.1557273,29.18634581,28.86566216,27.7779688,24.87083552,23.23375785,22.7109664,23.6125865,24.9916636,27.08564221,26.37162082,29.21188894,29.25572768,28.71654879,28.46566254,27.57796815,26.27083704,24.73375785,23.58069271,23.81258553,25.39166322,27.28564295,27.8203024,28.71188894
86,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT ANDRANOMAINTSO,28.24092553,28.24145526,27.7061577,26.91734585,25.17358228,23.81953035,22.66669925,23.00952902,24.41320137,26.52183143,28.19754495,28.68724621,28.04092477,27.8494684,27.59655551,27.21745757,25.79849957,23.83802106,22.74164183,22.70952821,24.21320061,27.12316712,28.09754457,29.28724659,28.61586768,28.65849851,28.39655475,27.31745865,24.39849886,22.71952997,21.94164102,22.80952865,24.31320099,26.82313827,26.37248692,28.88710635,28.71586806,28.2415666,27.99655513,27.11745788,25.79849957,24.21952997,22.84178126,23.00964036,24.71331188,27.02327802,27.78938954,28.38067896
87,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT FIADANANA NORD,25.65328273,25.86000861,25.20375625,24.33112829,22.54939981,21.18213142,19.69110545,20.01535623,21.51932382,24.14047315,25.92617958,26.1296694,25.41719851,25.47036545,25.12948449,24.6713599,23.19584033,21.18213142,19.7848959,19.71120857,21.31932306,24.70438982,25.79009432,26.76575391,26.00684336,26.26000887,25.92948353,24.77136005,21.79584071,20.08213104,18.98489476,19.81950227,21.41932344,24.40439059,24.08388531,26.32967015,26.10684279,25.90023906,25.52948411,24.57135952,23.19584033,21.58213104,19.88489519,20.01535623,21.85540755,24.60438944,25.48388493,25.81931453
88,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT MORARANO,25.75730591,25.98615445,25.33327199,24.459242,22.68249721,21.32336963,19.82412324,20.15568001,21.61831145,24.21511499,26.03255938,26.24294661,25.5221743,25.58993069,25.26438879,24.79614137,23.32140581,21.32360812,19.92148471,19.8543036,21.41831068,24.7794414,25.89742762,26.87807913,26.11800713,26.38639241,26.06438803,24.89614172,21.92125423,20.22336924,19.12148357,19.95705571,21.51831107,24.47944217,24.19463686,26.4425566,26.21800751,26.02305206,25.66438841,24.69614099,23.32140581,21.72336924,20.02172207,20.15607019,21.95383359,24.67983121,25.59463648,25.93917051
89,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT AMPASIMBOLA I,27.1537188,27.28258201,26.64567867,25.82701713,24.06188197,22.7348092,21.3637172,21.7393466,23.23201691,25.69374594,27.38917845,27.70834807,26.92788275,26.89124461,26.56285248,26.15530827,24.69638084,22.7348092,21.45750909,21.43689163,23.03201615,26.26791005,27.26334278,28.33418477,27.51922013,27.68258163,27.36285079,26.25530772,23.29638122,21.63480882,20.65750795,21.54179864,23.13201653,25.96791082,25.55713362,27.90834806,27.61922134,27.31087112,26.9628521,26.05530789,24.69638084,23.13480882,21.55750757,21.7393466,23.55785222,26.16790967,26.95713324,27.39968676
90,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT SAKAVANANA,27.82031348,27.87480372,27.26347562,26.45464518,24.72867463,23.38552024,22.08558111,22.48909898,23.99944528,26.32915271,27.98180554,28.38462427,27.60159445,27.48536893,27.17162959,26.7755795,25.35795999,23.38552024,22.17722969,22.18688337,23.79944452,26.91043294,27.86308689,29.00334338,28.19103,28.27480334,27.9716288,26.87557986,23.95796037,22.28551986,21.37722854,22.29131122,23.8994449,26.6104337,26.15473477,28.58462503,28.29102897,27.89573546,27.57162921,26.67557912,25.35795999,23.78551986,22.27722816,22.48909898,24.31816278,26.81043256,27.55473439,28.07405923
91,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT AMBODIARA NORD,27.20947581,27.34011129,26.7116254,25.88503033,24.13618927,22.79835296,21.42950242,21.79484265,23.26930022,25.6833675,27.40203462,27.75164099,26.98582286,26.94469734,26.63067379,26.20982967,24.7644294,22.79837247,21.52601707,21.49372193,23.06929946,26.25968402,27.27838206,28.37529444,27.58121202,27.74013043,27.43067302,26.30983005,23.36442464,21.69835258,20.72601593,21.59596135,23.16929984,25.95968478,25.57489133,27.9516162,27.6812123,27.36490849,27.03067341,26.10982929,24.7644294,23.19835258,21.62603507,21.7948673,23.5929772,26.15970829,26.97489095,27.44705596
92,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT AMBINANISERY,27.79651523,27.89114015,27.28209582,26.46230071,24.72486752,23.39044909,22.08597492,22.45493352,23.92401873,26.24658478,27.93052981,28.3539052,27.57657468,27.49540587,27.19775813,26.7831513,25.34907491,23.39046458,22.18258269,22.15404414,23.72401797,26.82661985,27.81058965,28.97384723,28.17229018,28.29115526,27.99775737,26.88315169,23.94907121,22.29044871,21.38258155,22.25582098,23.82401835,26.52662061,26.10719409,28.5538864,28.27229053,27.91198959,27.59775775,26.68315092,25.34907491,23.79044871,22.28259666,22.45495308,24.24397731,26.72663904,27.5071937,28.04964247
93,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT VOLOBE,26.86399109,26.97082793,26.34907359,25.52353099,23.74218392,22.41266574,21.02998851,21.38724432,22.93699955,25.45343189,27.11774974,27.41753993,26.6399543,26.59128635,26.25265288,25.85372177,24.38667975,22.41266574,21.1156856,21.0810912,22.73699892,26.02939473,26.99371179,28.04157771,27.21949659,27.3708286,27.05265189,25.9537218,22.98668014,21.31266571,20.31568459,21.19339714,22.83699917,25.72939549,25.27940689,27.61754034,27.31949715,27.00101892,26.6526525,25.75372139,24.38667975,22.81266571,21.21568426,21.38724432,23.26103632,25.92939434,26.67940651,27.09708383
94,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT ANTENIMBELONA,28.33905385,28.35467805,27.74048466,26.95533083,25.235623,23.87967402,22.65397182,23.01810727,24.4853519,26.70910623,28.37707833,28.88128912,28.12723694,27.96014065,27.64683821,27.26783244,25.85290337,23.87967402,22.74919268,22.71742503,24.28535114,27.29728856,28.2652615,29.49310566,28.72177378,28.75467767,28.44683745,27.36783282,24.45290375,22.77967364,21.94919154,22.81879111,24.38534991,26.99728932,26.56048152,29.08128988,28.82177387,28.36717881,28.04683783,27.16783206,25.85290337,24.27967364,22.84919116,23.01810727,24.79716759,27.19728817,27.96048114,28.57582605
95,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT AMBOHINIHAONANA,28.31958735,28.33720723,27.72799739,26.94098354,25.22266352,23.86684718,22.64723589,23.03261979,24.50405363,26.73265962,28.38111595,28.86181504,28.10818428,27.94598209,27.63062484,27.25348439,25.84284154,23.86684718,22.73955834,22.73152295,24.30405287,27.32125578,28.2697122,29.47321773,28.69941038,28.73720685,28.43062408,27.35348477,24.44284192,22.7668468,21.9395572,22.83371748,24.4040524,27.02125655,26.56203456,29.0618158,28.79940971,28.349708,28.03062446,27.15348401,25.84284154,24.2668468,22.83955682,23.03261979,24.81545623,27.2212554,27.96203418,28.55304047
96,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT MAROVORAKA,28.42957234,28.41507411,27.84430933,27.05477738,25.3302021,23.96724415,22.7915628,23.19177341,24.67950845,26.90119982,28.49450827,28.97177601,28.21928573,28.03278351,27.73688698,27.36727738,25.95819736,23.96724415,22.87606835,22.88955808,24.47950768,27.49091363,28.38422012,29.58206224,28.80157781,28.81507373,28.53688622,27.46727777,24.55819774,22.86724377,22.07606721,22.99398637,24.57950807,27.19091439,26.66872525,29.17177677,28.90157747,28.42757487,28.1368866,27.267277,25.95819736,24.36724377,22.97606683,23.19177341,24.98979425,27.39091325,28.06872487,28.65406775
97,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT TSARATANANA,28.51375209,28.46681323,27.90685336,27.14774948,25.40141402,24.03369335,22.88345754,23.27935028,24.76155906,26.96551807,28.5493518,29.04695603,28.30739911,28.08764656,27.79237313,27.45577424,26.02860059,24.03369335,22.96429726,22.97767685,24.5615583,27.55916521,28.4429973,29.65330862,28.88656553,28.86681285,28.59237236,27.55577462,24.62860097,22.93369297,22.16429611,23.08102092,24.66155868,27.25916598,26.72383587,29.24695679,28.98656591,28.47483773,28.19237275,27.35577386,26.02860059,24.43369297,23.06429573,23.27935028,25.06791154,27.45916483,28.12383549,28.72612282
98,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT TSARARIVOTRA,28.48316847,28.45030276,27.86901538,27.13175092,25.38332167,24.01492773,22.84764081,23.24876386,24.70406142,26.90789722,28.50725083,29.01653989,28.27973693,28.06796065,27.75478754,27.43591772,26.00441152,24.01492773,22.93071856,22.94802711,24.50406065,27.50446565,28.40381849,29.61997105,28.86207789,28.85030238,28.55478677,27.5359181,24.6044119,22.91492735,22.13071741,23.04949942,24.60406104,27.20446641,26.68689582,29.21654065,28.962079,28.45446841,28.15478715,27.33591734,26.00441152,24.41492735,23.03071703,23.24876386,25.00749261,27.40446527,28.08689544,28.69888197
99,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT BEFOTAKA,28.51810455,28.46097374,27.89334297,27.16069031,25.39963913,24.03158379,22.88410568,23.28097153,24.75242233,26.94749451,28.54032898,29.04355812,28.31480598,28.08180618,27.77580833,27.4648571,26.02377129,24.03158379,22.96414185,22.98010254,24.55242157,27.54419518,28.43702888,29.64685631,28.8939724,28.86097336,28.57580757,27.56485748,24.62377167,22.9315834,22.1641407,23.08183861,24.65242195,27.24419594,26.7170639,29.24355888,28.99397278,28.46513939,28.17580795,27.36485672,26.02377129,24.4315834,23.06414032,23.28097153,25.05572128,27.44419479,28.11706352,28.72272491
100,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT AMBOHITSARA,28.3633641,28.3811989,27.76919401,27.01016775,25.29369664,23.92015559,22.71755535,23.09983281,24.54082807,26.76105257,28.38739395,28.90310124,28.15779553,27.9898294,27.66613054,27.31626993,25.90789584,23.92015559,22.80945795,22.79929875,24.34082731,27.35548471,28.28182551,29.50867013,28.74916439,28.78119852,28.46612978,27.41627031,24.50789622,22.82015521,22.0094568,22.90036636,24.44082751,27.05548547,26.57372798,29.103102,28.84916529,28.38729949,28.06613016,27.21626954,25.90789584,24.32015521,22.90945642,23.09983281,24.84639607,27.25548433,27.9737276,28.59447169
101,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT FASINTSARA,28.3447616,28.35943571,27.75609312,26.98308899,25.26209697,23.90163627,22.6939915,23.10276172,24.56214042,26.79028736,28.41070203,28.88830812,28.1364611,27.97198637,27.65184152,27.29257699,25.88294737,23.90163627,22.78262873,22.80157278,24.36213966,27.38198678,28.30240068,29.49660824,28.72391173,28.75943533,28.45184076,27.39257737,24.48294775,22.80163589,21.98262758,22.90395065,24.46214004,27.08198754,26.59103866,29.08830889,28.82391157,28.36892378,28.05184114,27.1925766,25.88294737,24.30163589,22.8826272,23.10276172,24.87044062,27.2819864,27.99103828,28.5757586
102,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT AMBATOMANJAKA,28.39928324,28.40334263,27.79955559,27.05351334,25.32791364,23.94787693,22.76329854,23.14455383,24.57732405,26.78833314,28.40798168,28.93459062,28.19662565,28.01320893,27.69221416,27.35645117,25.94153635,23.94910694,22.85261315,22.84427245,24.37732372,27.38580747,28.30532447,29.53724831,28.78565966,28.80444104,28.49221339,27.45645155,24.54153673,22.84787655,22.05261213,22.94483418,24.47732366,27.08580823,26.59463892,29.13459138,28.88566091,28.40627884,28.09221378,27.25645079,25.94153635,24.34787655,22.95261175,23.14455383,24.87998103,27.28580709,27.99573777,28.62485593
103,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT TSARAKIANJA,28.51101033,28.46643985,27.88982567,27.15744313,25.39417225,24.0312339,22.87906543,23.26584411,24.72279851,26.91179266,28.52697918,29.03918098,28.30963745,28.08384322,27.77335776,27.45910518,26.01501754,24.03373912,22.95988226,22.96555387,24.52279822,27.51085635,28.4256069,29.64055348,28.89016473,28.86850901,28.573357,27.55910556,24.61501792,22.93123352,22.15988111,23.06613276,24.62279813,27.21085712,26.70642222,29.23918175,28.99016543,28.46810075,28.17335738,27.35910479,26.01501754,24.43123352,23.05988073,23.26584411,25.02417079,27.41085597,28.10849186,28.72221438
104,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT SAHAKONDRO,28.46361732,28.41322892,27.8443731,27.10408347,25.32687263,23.97968375,22.83605901,23.21056076,24.66658237,26.84188084,28.47414168,28.97752476,28.26361656,28.03131648,27.72530662,27.40408462,25.94994738,23.98564924,22.91298461,22.91056002,24.46658182,27.44285952,28.37414258,29.57752514,28.84054258,28.81821639,28.52530586,27.504085,24.54994735,22.87968336,22.11298388,23.0105604,24.56658199,27.14285987,26.65106617,29.17752552,28.94054296,28.41322892,28.12530624,27.30408424,25.94994738,24.37968336,23.0129835,23.21056076,24.96658182,27.34285914,28.05605386,28.6604173
105,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT MANAKANA SUD,28.15602303,28.16362572,27.58592796,26.80414581,25.05425072,23.71153069,22.55485535,22.91159248,24.32768822,26.50904274,28.14780426,28.65621758,27.95602226,27.77612495,27.4718647,27.10414696,25.6776886,23.72403145,22.63141632,22.61159325,24.12768745,27.11060524,28.04780388,29.25621796,28.53258514,28.57456207,28.27186394,27.20414734,24.27768707,22.6115303,21.83141708,22.71159363,24.22768784,26.8106041,26.32436562,28.85621834,28.63258553,28.16362572,27.87186432,27.00414658,25.6776886,24.1115303,22.7314167,22.91159248,24.62768745,27.01060486,27.73530197,28.34527969
106,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT AMBODIARA SUD,28.40399876,28.38674836,27.80266975,27.05951604,25.3092804,23.9374053,22.79045909,23.15837356,24.59310491,26.78042283,28.4013424,28.93218694,28.203998,27.99935584,27.68925565,27.35951718,25.9274873,23.94380945,22.87225244,22.85837292,24.39310552,27.38122794,28.30134204,29.53218733,28.78579185,28.79234554,28.48925489,27.45951757,24.52748717,22.83740492,22.0722518,22.95837331,24.49310453,27.08122819,26.58313473,29.13218771,28.88579223,28.38674836,28.08925527,27.2595168,25.9274873,24.33740492,22.97225142,23.15837356,24.89310552,27.28122756,27.98873328,28.62038347
107,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT AMPASINAMBO,26.01581651,26.18095133,25.54109449,24.67671113,22.89809774,21.53723003,20.07865758,20.4170221,21.93601967,24.54100272,26.2767057,26.5087352,25.7827342,25.79617098,25.45895791,25.0158956,23.54639949,21.53723003,20.16953982,20.1109198,21.7360189,25.10792093,26.14362236,27.14181763,26.36751571,26.58095136,26.25895665,25.11589509,22.14639987,20.43722982,19.36953906,20.22312279,21.83601928,24.80792169,24.43450475,26.70873578,26.46751582,26.22013483,25.85895753,24.91589522,23.54639949,21.93722982,20.26953911,20.4170221,22.26910105,25.00792055,25.83450437,26.19351722
108,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,FASINTSARA,FKT AMBODIVOANGY,28.15823704,28.15502295,27.60405937,26.78841126,25.033703,23.70424047,22.49259117,22.86655995,24.39669475,26.7060909,28.29475972,28.73162875,27.94453186,27.78158611,27.49120069,27.10716259,25.67397058,23.70424047,22.5710746,22.56151399,24.19669399,27.29238686,28.18105459,29.34533355,28.51796919,28.55502272,28.29119992,27.20716298,24.27397096,22.60424009,21.77107346,22.67160496,24.29669437,26.99238762,26.45953703,28.93162951,28.61796957,28.17377362,27.8912003,27.00716221,25.67397058,24.10424009,22.67107424,22.86655995,24.71039841,27.19238648,27.85953665,28.40506646
