OBJEC,LIB_P,LIB_R,LIB_D,LIB_C,LIB_F,tmx_2014_0,tmx_2014_1,tmx_2014_2,tmx_2014_3,tmx_2014_4,tmx_2014_5,tmx_2014_6,tmx_2014_7,tmx_2014_8,tmx_2014_9,tmx_201410,tmx_201411,tmx_2015_0,tmx_2015_1,tmx_2015_2,tmx_2015_3,tmx_2015_4,tmx_2015_5,tmx_2015_6,tmx_2015_7,tmx_2015_8,tmx_2015_9,tmx_201510,tmx_201511,tmx_2016_0,tmx_2016_1,tmx_2016_2,tmx_2016_3,tmx_2016_4,tmx_2016_5,tmx_2016_6,tmx_2016_7,tmx_2016_8,tmx_2016_9,tmx_201610,tmx_201611,tmx_2017_0,tmx_2017_1,tmx_2017_2,tmx_2017_3,tmx_2017_4,tmx_2017_5,tmx_2017_6,tmx_2017_7,tmx_2017_8,tmx_2017_9,tmx_201710,tmx_201711
148,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANALAMPASINA,FKT ANALAVORY,27.87948036,27.91000366,27.43909264,26.55133629,24.73526764,23.40615463,22.30286789,22.65673828,24.16238785,26.38986588,28.015625,28.43548393,27.6794796,27.55583763,27.28371048,26.85133553,25.39238548,23.42698669,22.34575081,22.35673904,23.96238708,26.99941635,27.91562462,29.03548431,28.22236061,28.32128906,28.08370972,26.95133591,23.99238586,22.30615425,21.54574966,22.45673752,24.06238747,26.69941521,26.15850639,28.6354847,28.32236099,27.91000366,27.6837101,26.75133514,25.39238548,23.80615425,22.44574928,22.65673828,24.46238708,26.89941597,27.56979179,28.0991993
149,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANALAMPASINA,FKT AMBARO,27.25619254,27.30594498,26.88580855,25.92886248,24.10422369,22.79969753,21.62938479,22.00865608,23.58177023,25.85181243,27.4523947,27.78603479,27.05619177,26.96056318,26.71981221,26.22886204,24.7682958,22.82052959,21.66531311,21.70865652,23.3817698,26.46319086,27.35239567,28.38603517,27.59211987,27.71540075,27.51981144,26.32886243,23.36829619,21.69969715,20.86531197,21.80865667,23.48176985,26.16319004,25.58832285,27.98603555,27.69212025,27.30594498,27.11981182,26.12886302,24.7682958,23.19969715,21.76531191,22.00865608,23.8817698,26.36319047,26.99777694,27.44279555
150,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANALAMPASINA,FKT AMBOHIMALAZA,28.56320953,28.55027988,28.08343928,27.25592125,25.43126022,24.1112305,23.07269429,23.42671005,24.91199758,27.07610149,28.64903227,29.11378363,28.36320877,28.18849109,27.9370737,27.55592223,26.08266618,24.13258108,23.12128753,23.12670923,24.71199856,27.68425643,28.54903189,29.71378387,28.91180169,28.96347586,28.73707294,27.65592261,24.68266656,23.0112301,22.32128639,23.22670945,24.81199734,27.38425689,26.79762396,29.31378425,29.01180207,28.55027988,28.33707332,27.45592185,26.08266618,24.5112301,23.221286,23.42671005,25.21199856,27.58425605,28.21081994,28.78372766
151,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANALAMPASINA,FKT MANJIRIANA SUD,28.05048773,28.07424804,27.62104448,26.74157356,24.92906441,23.62982886,22.55125895,22.91069679,24.40966693,26.58504979,28.1394024,28.57764949,27.85048696,27.72170917,27.46071995,27.0415728,25.59077039,23.65693621,22.58955373,22.61069755,24.20966644,27.19791278,28.03940212,29.17764871,28.3887811,28.48849209,28.26071919,27.14157318,24.19076961,22.52982848,21.78955375,22.71069612,24.30966655,26.89791279,26.27769664,28.77764909,28.48878148,28.07424804,27.86071957,26.94157252,25.59077039,24.02982848,22.68955337,22.91069679,24.70966644,27.09791239,27.69194059,28.24305056
152,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT MAROSATROKA,28.41710633,28.42105406,27.9437654,27.11438621,25.33108564,23.99892161,22.97992109,23.31225414,24.70593427,26.80025002,28.38601487,28.87738143,28.21710556,28.04399844,27.81139164,27.41438556,25.98585574,24.04017667,23.02515196,23.0122549,24.5059335,27.40967995,28.28601449,29.47738181,28.76233611,28.85287994,28.61139088,27.51438594,24.58585576,22.89892123,22.22515117,23.1122546,24.60593389,27.10967998,26.53124457,29.07738219,28.86233649,28.42105406,28.21139126,27.31438587,25.98585574,24.39892123,23.12515079,23.31225414,25.0059335,27.30967957,27.96307057,28.56386705
153,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT MAROLANANANA,28.6438607,28.57126513,28.08942703,27.32068289,25.55111563,24.23090741,23.10843735,23.4788545,24.97212144,27.13681414,28.71515116,29.17413926,28.44312029,28.2040495,27.95636144,27.62176898,26.18670048,24.23398878,23.17393837,23.17850789,24.77212135,27.73709592,28.61441238,29.77487928,29.00827569,28.97332599,28.75636068,27.72176936,24.78670086,23.13090703,22.37393723,23.2791992,24.87212106,27.43709585,26.87991243,29.37414002,29.10827623,28.57235008,28.35636106,27.5217686,26.18670048,24.63090703,23.27393685,23.4788545,25.27286117,27.63709553,28.28197255,28.84237641
154,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBODIMANGA NORD,28.59643085,28.50875432,28.00426715,27.22969103,25.45659706,24.12172454,23.01547337,23.38142545,24.87057011,27.03338426,28.64122248,29.11475188,28.39611394,28.13792167,27.87398379,27.53013849,26.0895586,24.1266346,23.0829589,23.08129413,24.67056962,27.63450071,28.54090745,29.71506841,28.9634693,28.91223322,28.67398303,27.63013887,24.68955898,23.02172416,22.28295776,23.18155486,24.77056973,27.33450147,26.80839205,29.31475265,29.06346968,28.50920064,28.27398341,27.43013811,26.0895586,24.52172416,23.18295738,23.38142545,25.17088597,27.53450033,28.21186951,28.78701769
155,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT VOHITRARIVO,28.5567181,28.48646304,27.92737822,27.1938109,25.41478077,24.06560187,22.92683213,23.31096478,24.78440195,26.96127663,28.57858632,29.07502044,28.35565383,28.10820585,27.80609292,27.49517534,26.03978414,24.06840422,23.00319337,23.01066383,24.58440118,27.56081888,28.47752309,29.67608433,28.93171473,28.88866038,28.60609216,27.59517573,24.63978452,22.96560149,22.20319223,23.11126381,24.68440156,27.26081964,26.75388211,29.27502121,29.03171512,28.48782635,28.20609254,27.39517496,26.03978414,24.46560149,23.10319184,23.31096478,25.08546531,27.4608185,28.15607933,28.75388523
156,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT SOANIHERENANA NORD,28.54920673,28.47908035,27.93500854,27.18810071,25.40378868,24.06418576,22.93690233,23.31152456,24.78426225,26.9519831,28.57809936,29.06507533,28.34920597,28.10220285,27.81069779,27.4881016,26.03096826,24.06943109,23.00972327,23.01152342,24.58426173,27.55317148,28.47810064,29.66507571,28.92202691,28.88313871,28.61069703,27.58810223,24.63096864,22.96418538,22.20972212,23.1115238,24.68426211,27.25317225,26.7509193,29.26507609,29.02202729,28.47908035,28.21069741,27.38810147,26.03096826,24.46418538,23.10972174,23.31152456,25.08426173,27.4531711,28.15497738,28.74314311
157,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBALAVARY,28.40134589,28.36660867,27.82043791,27.05824347,25.2625495,23.92693154,22.81875354,23.18319298,24.64024439,26.80719561,28.43598897,28.90185109,28.20134513,27.9900753,27.69410662,27.35824331,25.89557933,23.93936,22.88572346,22.88319198,24.44024524,27.4100601,28.3359892,29.50185133,28.76831491,28.77617164,28.49410586,27.45824485,24.49557972,22.82693116,22.08572232,22.98319236,24.54024516,27.11006072,26.60295782,29.10185172,28.86831529,28.36660867,28.09410624,27.25824409,25.89557933,24.32693116,22.98572193,23.18319298,24.94024524,27.31005972,28.0125218,28.58124958
158,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT FASINTSARA ANDAKANA,28.34231344,28.33155067,27.76903489,27.0086437,25.22375001,23.88605913,22.76523918,23.13017989,24.57005641,26.73858209,28.36943874,28.84648128,28.14231267,27.95118303,27.64686155,27.30864325,25.85375377,23.89897137,22.83523458,22.83017915,24.37005711,27.34112185,28.2694384,29.44648152,28.71230822,28.74192145,28.44686079,27.40864509,24.45375388,22.78605875,22.03523371,22.93017953,24.47005749,27.0411222,26.53943276,29.04648191,28.8123086,28.33155067,28.04686117,27.20864433,25.85375377,24.28605875,22.93523333,23.13017989,24.87005711,27.24112146,27.949805,28.52938907
159,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT NOSIMBOAHANGY,28.24796206,28.26541322,27.72520312,26.97028991,25.18309675,23.85260938,22.72649757,23.08628182,24.52633949,26.64846939,28.27876717,28.73833964,28.04796129,27.88425056,27.60223577,27.2702899,25.81959166,23.87439775,22.79000413,22.78628178,24.32633879,27.25260035,28.17876679,29.33833893,28.61146708,28.68307056,28.40223501,27.37029034,24.41959202,22.75260899,21.99000331,22.88628217,24.42633917,26.9526,26.44227157,28.93833901,28.71146746,28.26541322,28.00223539,27.17028958,25.81959166,24.25260899,22.89000293,23.08628182,24.82633879,27.15259997,27.85992867,28.42363278
160,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBALAHERANA,28.32493197,28.34840226,27.80417541,27.05609855,25.25746852,23.94096169,22.82596863,23.18985105,24.63313822,26.75458894,28.37136533,28.83266298,28.1249312,27.96923661,27.67877103,27.35609804,25.89567279,23.96290379,22.88776652,22.88985156,24.43313746,27.359161,28.27136495,29.43266171,28.6867277,28.7657723,28.47877027,27.45609842,24.49567317,22.8409613,22.08776563,22.98985194,24.53313784,27.05916011,26.53316005,29.03266183,28.78672808,28.34840226,28.07877065,27.25609766,25.89567279,24.3409613,22.98776525,23.18985105,24.93313746,27.25916062,27.95052984,28.51640005
161,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT ANDRORANGAVOLA NORD,28.5164299,28.44362632,27.9552957,27.17261935,25.35686424,24.0388864,22.93748002,23.29792583,24.78421445,26.95761378,28.57335176,29.02140832,28.31642914,28.07659499,27.81872472,27.4726205,25.99726749,24.0499245,22.99707816,22.99792531,24.58421552,27.5612183,28.47335267,29.6214087,28.87602666,28.8510606,28.61872395,27.57262088,24.59726787,22.9388854,22.19707701,23.09792569,24.68421407,27.26121881,26.73294904,29.22140908,28.97602704,28.44362632,28.21872433,27.37262011,25.99726749,24.4388854,23.09707663,23.29792583,25.08421552,27.46121791,28.14038324,28.69204431
162,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBOHIMIRANTY,28.54796801,28.51823929,28.03288143,27.23195345,25.40551913,24.09030907,23.02455506,23.38359245,24.86607743,27.03506256,28.62757299,29.08278515,28.34796725,28.15295215,27.89174102,27.53195411,26.05234368,24.10884837,23.07773027,23.08359168,24.66607857,27.64149052,28.52757276,29.68278553,28.90114257,28.93035149,28.69174026,27.63195449,24.65234406,22.99030832,22.27772912,23.18359206,24.76607705,27.34149128,26.78074693,29.28278591,29.00114295,28.51823929,28.29174064,27.43195421,26.05234368,24.49030832,23.17772874,23.38359245,25.16607857,27.54149014,28.19285913,28.75450015
163,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT MANDROALINA,28.38367656,28.35085791,27.81731673,27.05296491,25.22766475,23.90294878,22.81369092,23.18274173,24.65907834,26.83716083,28.45446426,28.89491376,28.1836758,27.97995909,27.68296255,27.35296477,25.8695481,23.92098205,22.87180705,22.88274059,24.45907949,27.44241355,28.3544645,29.49491414,28.7417932,28.7636397,28.48296179,27.45296517,24.46954848,22.8029484,22.07180591,22.98274097,24.55907798,27.14241432,26.61258076,29.09491453,28.84179358,28.35085791,28.08296217,27.25296567,25.8695481,24.3029484,22.97180553,23.18274173,24.95907949,27.34241317,28.02536257,28.57106481
164,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT MORARANO,28.33754015,28.34241082,27.80029125,27.044957,25.23005262,23.91226173,22.80824333,23.17750641,24.63967478,26.79718314,28.40931801,28.85675919,28.13753938,27.96783999,27.66958452,27.34495624,25.87093741,23.93299364,22.86735907,22.87750609,24.43967509,27.40246084,28.30931763,29.45675874,28.69665534,28.75786606,28.46958375,27.44495665,24.47093779,22.81226135,22.06735792,22.97750648,24.53967442,27.10246077,26.56843244,29.05675912,28.79665572,28.34241082,28.06958414,27.24495694,25.87093741,24.31226135,22.96735754,23.17750641,24.93967509,27.30246046,27.9838877,28.53660661
165,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBOHIMANGA SUD,28.44828712,28.46157772,27.95451658,27.18100346,25.35799386,24.02347382,22.9926472,23.36797296,24.80700246,26.94313173,28.50691678,28.97025515,28.24828636,28.09221537,27.81577618,27.48100424,26.00712148,24.05006714,23.04352096,23.06797193,24.6070024,27.5512357,28.40691639,29.57025421,28.79915916,28.88006743,28.61577421,27.58100462,24.60712065,22.92347344,22.24351981,23.16797231,24.70700219,27.25123635,26.65778937,29.1702558,28.89915954,28.46157772,28.2157758,27.38100422,26.00712148,24.42347344,23.14351943,23.36797296,25.1070024,27.45123532,28.07627908,28.64772166
166,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT SAHAMARANA,28.42662364,28.44629682,27.92880363,27.16646085,25.34763974,24.01441214,22.973757,23.34927925,24.7766458,26.89964806,28.47753179,28.93862407,28.22662288,28.07375317,27.79387149,27.46646157,25.99496485,24.04175774,23.02643295,23.04927811,24.57664545,27.50712491,28.37753141,29.53862336,28.77929853,28.86616598,28.59386963,27.56646195,24.59496413,22.91441176,22.22643219,23.14927849,24.67664542,27.20712567,26.63020662,29.13862444,28.87929891,28.44629682,28.19387111,27.36646161,25.99496485,24.41441176,23.12643181,23.34927925,25.07664545,27.40712453,28.05007539,28.61864531
167,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT MASOAROVANA,28.4299002,28.45769251,27.95046127,27.18082677,25.36426211,24.02408248,23.0059617,23.38322929,24.80121053,26.91679428,28.47358955,28.94146689,28.22989944,28.08631063,27.81336489,27.48082781,26.01402497,24.05370752,23.05620105,23.08322825,24.60120977,27.52527461,28.37358917,29.54146559,28.78013735,28.87883723,28.61336245,27.5808282,24.61402356,22.9240821,22.25620014,23.18322863,24.70121015,27.22527538,26.62382748,29.14146752,28.88013773,28.45769251,28.21336451,27.38082743,26.01402497,24.4240821,23.15619976,23.38322929,25.10120977,27.42527423,28.04497207,28.62132999
168,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBILANIBE,28.45800781,28.48991203,27.96467972,27.21528816,25.41017723,24.08310318,23.02195168,23.38714218,24.78809929,26.86343956,28.48489761,28.95014763,28.25800705,28.11074638,27.83777046,27.51528931,26.05410004,24.11227036,23.07802773,23.08714104,24.58809853,27.46951485,28.38489723,29.55014801,28.81408501,28.91300392,28.6377697,27.61528969,24.65410042,22.9831028,22.27802849,23.18714142,24.68809891,27.16951561,26.64097214,29.15014648,28.91408539,28.48991203,28.23777008,27.41528893,26.05410004,24.4831028,23.17802811,23.38714218,25.08809853,27.36951447,28.06406212,28.63539124
169,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBODIARA,28.42859576,28.44951834,27.94874602,27.17727288,25.35252257,24.00618172,22.99513927,23.37370654,24.80248775,26.92860481,28.4788462,28.95221746,28.228595,28.08209742,27.80660258,27.47727397,26.00491964,24.03556441,23.04274399,23.07370622,24.60248777,27.53817062,28.37884582,29.55221598,28.77619791,28.86933522,28.60660074,27.57727436,24.6049189,22.90618134,22.24274289,23.17370661,24.70248815,27.2381706,26.62644945,29.15221744,28.87619829,28.44951834,28.2066022,27.37727359,26.00491964,24.40618134,23.14274251,23.37370654,25.10248777,27.43817024,28.04626633,28.62920339
170,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBODIVOASARY,28.32939492,28.37175187,27.88511214,27.08030912,25.27161293,23.92246151,22.92517461,23.28190755,24.72122393,26.83998294,28.39863699,28.85612959,28.12939416,28.00679085,27.7376688,27.38030882,25.92970054,23.95791566,22.96708642,22.98190726,24.52122354,27.45238778,28.29863661,29.4561295,28.67130597,28.79480118,28.53766795,27.4803092,24.52970036,22.82246112,22.16708575,23.08190765,24.62122392,27.1523872,26.54054775,29.05612997,28.77130635,28.37175187,28.13766842,27.28030844,25.92970054,24.32246112,23.06708537,23.28190755,25.02122354,27.3523874,27.96359706,28.53349546
171,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBATOFANOKONANA,28.27846341,28.32438205,27.83714702,27.01095056,25.22967885,23.88224536,22.86924002,23.2175572,24.62945885,26.74410013,28.3238321,28.78127186,28.07846264,27.95339508,27.69725474,27.31094979,25.88531172,23.91974574,22.91360641,22.9175578,24.42945809,27.35497956,28.22383172,29.38127225,28.62283037,28.751003,28.49725397,27.41095018,24.48531056,22.78224497,22.11360681,23.01755797,24.52945847,27.05498015,26.4681985,28.98127263,28.72283075,28.32438205,28.09725436,27.21094962,25.88531172,24.28224497,23.01360642,23.2175572,24.92945809,27.25497918,27.89481945,28.46313882
172,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT AMBODIRAFIA,28.50232778,28.50784487,28.00903496,27.21291016,25.42063352,24.09467089,23.05431493,23.39504618,24.78572113,26.85193545,28.47898911,28.96591295,28.30232702,28.12749352,27.88245198,27.51291024,26.06882074,24.13014319,23.10612936,23.0950461,24.58572075,27.45886922,28.37898873,29.56591292,28.85414056,28.93638341,28.68245118,27.61291062,24.66882101,22.99467051,22.30612872,23.1950455,24.68572113,27.15886998,26.63080171,29.16591329,28.95414095,28.50784487,28.2824516,27.41291084,26.06882074,24.49467051,23.20612834,23.39504618,25.08572075,27.35886884,28.05933943,28.65319867
173,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT ANTANJONA,28.68823223,28.64249286,28.14635153,27.34318786,25.53794352,24.22717274,23.23454244,23.54805307,24.91325659,26.93071537,28.52589536,29.08433376,28.48823147,28.25630117,28.02621486,27.6431887,26.19125486,24.27300603,23.28123025,23.24805383,24.71325583,27.53704441,28.42589498,29.68433253,29.03491929,29.0819974,28.8262141,27.74318908,24.79125524,23.12717236,22.48123072,23.34805421,24.81325621,27.23704327,26.67258326,29.28433291,29.13491967,28.64249286,28.42621448,27.54318832,26.19125486,24.62717236,23.38123034,23.54805307,25.21325583,27.43704403,28.11208781,28.77685524
174,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMANGA DU SUD,FKT FALIARIVO,28.62704674,28.59791986,28.09849712,27.29629336,25.48894751,24.17835565,23.16451926,23.48291456,24.8577,26.88117866,28.49935831,29.03406472,28.42704597,28.21192084,27.97854845,27.59629416,26.13949942,24.22085575,23.21396793,23.18291471,24.65769985,27.48712679,28.39935793,29.63406354,28.97649388,29.03447204,28.77854769,27.69629455,24.7394998,23.07835526,22.41396773,23.28291494,24.75770023,27.18712641,26.64880578,29.23406454,29.07649426,28.59791986,28.37854807,27.49629393,26.13949942,24.57835526,23.31396735,23.48291456,25.15769985,27.38712641,28.08535733,28.72601312
175,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT AMBOHIMIERA,26.55172724,26.5623267,26.15638239,25.16581023,23.3525693,21.9975405,20.91741385,21.24610519,22.69286593,24.85860213,26.51672541,26.93032831,26.35172648,26.21237677,25.97559632,25.46580964,24.03348717,22.05914553,20.93649544,20.94610514,22.49286641,25.48933828,26.41672503,27.5303282,26.87080769,26.99319558,26.77559512,25.56580985,22.63348646,20.89754012,20.13649578,21.04610551,22.59286593,25.18933887,24.63580678,27.13032858,26.97080807,26.5623267,26.37559594,25.36581052,24.03348717,22.39754012,21.0364954,21.24610519,22.99286641,25.3893379,26.06667529,26.6110153
176,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT MAROMANANA,27.40775985,27.45293626,27.00355513,26.0483521,24.26090553,22.98521317,21.84044596,22.19490794,23.75229203,25.97614828,27.52503871,27.91135881,27.20775908,27.10710343,26.83399611,26.34835133,24.9280954,23.01362943,21.87325686,21.8949087,23.552293,26.5915405,27.4250385,28.51135919,27.74056825,27.86596047,27.63399535,26.44835171,23.52809578,21.88521279,21.07325571,21.99490734,23.65229165,26.29153936,25.65784652,28.11135957,27.84056863,27.45293626,27.23399573,26.24835112,24.9280954,23.38521279,21.97325533,22.19490794,24.052293,26.49154012,27.07087056,27.57258462
177,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT AMBOLO,27.52281673,27.56378069,27.11161133,26.16855399,24.38123002,23.10567817,21.97415592,22.32708971,23.87474586,26.08595079,27.6270478,28.02648122,27.32281597,27.2171038,26.94270715,26.46855324,25.04819047,23.13489809,22.00719622,22.02709046,23.6747468,26.70153205,27.52704742,28.62648141,27.85585458,27.97741915,27.74270638,26.56855362,23.64819064,22.00567779,21.20719528,22.12708895,23.77474548,26.4015311,25.76008508,28.22648179,27.95585496,27.56378069,27.34270676,26.36855286,25.04819047,23.50567779,22.1071949,22.32708971,24.1747468,26.60153167,27.17372356,27.68873993
178,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT AMBINANITOMAROSANA,27.68846478,27.71732957,27.2726448,26.36741986,24.55863448,23.26019858,22.17392817,22.5248586,24.0331489,26.23069409,27.77662048,28.18701528,27.48846402,27.36785467,27.1042517,26.6674205,25.22658509,23.29549248,22.20597692,22.22485848,23.83314884,26.84856216,27.67662061,28.78701535,28.02051347,28.13475509,27.90425094,26.76742088,23.82658426,22.1601982,21.40597698,22.32485835,23.93314852,26.54856133,25.90866923,28.38701573,28.12051385,27.71732957,27.50425132,26.56742012,25.22658509,23.6601982,22.3059766,22.5248586,24.33314884,26.74856178,27.32609564,27.8543587
179,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT AMBOHIDAZA,25.77063232,25.75264869,25.38833508,24.40300004,22.5723638,21.18589979,20.0143798,20.38448771,22.08583396,24.39168239,25.98261974,26.23862381,25.57063156,25.41945087,25.19106757,24.70299987,23.25439109,21.23159093,20.03235142,20.08448834,21.88583375,25.02214738,25.88261958,26.83862419,26.0886035,26.16787531,25.99106681,24.80300025,21.85439141,20.08589941,19.23235136,20.18448861,21.98583396,24.72214663,24.10059144,26.43862457,26.18860388,25.75264869,25.59106719,24.6029996,23.25439109,21.58589927,20.13235098,20.38448771,22.38583375,24.92214722,25.51581764,25.9022872
180,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT AMPANTSONA,25.27807081,25.23301302,24.8332582,23.83319051,22.01445856,20.58364847,19.39568635,19.83112542,21.68839874,23.96375043,25.55674498,25.75697616,25.07807005,24.9050495,24.6216555,24.13318975,22.7018481,20.63856655,19.40829702,19.53112579,21.48839863,24.60331571,25.4567449,26.35697651,25.5906812,25.64836495,25.42165474,24.23319013,21.30184769,19.48364809,18.60829654,19.63112568,21.58839883,24.30331528,23.66935458,25.95697689,25.69068158,25.23301302,25.02165512,24.03319073,22.7018481,20.98364816,19.50829662,19.83112542,21.98839863,24.50331532,25.08470689,25.42450532
181,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT AMBOHIMILANJA,25.62631221,25.617241,25.1865632,24.15750491,22.34429453,20.9215214,19.76816679,20.19222951,21.82874983,24.0137818,25.68963401,26.02082967,25.42631145,25.27642314,24.98669894,24.45750435,23.03201446,20.99074099,19.78044702,19.89223006,21.62875017,24.65446391,25.58963388,26.62082918,25.93859234,26.04577846,25.78669818,24.55750473,21.63201315,19.82152102,18.9804475,19.99222995,21.72874988,24.35446373,23.80191346,26.22082956,26.03859272,25.617241,25.38669856,24.35750507,23.03201446,21.32152101,19.88044712,20.19222951,22.12875017,24.55446352,25.2304514,25.70232905
182,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT AMBOHIMAHAVELONA,27.98819452,28.025435,27.54946588,26.70736654,24.87768033,23.56282114,22.53206454,22.86505207,24.35904423,26.52520481,28.08138898,28.50831283,27.78819375,27.66951461,27.38885689,27.00736728,25.54272903,23.60032152,22.56701469,22.56505243,24.15904497,27.14173457,27.9813901,29.10831321,28.32314391,28.44640561,28.18885612,27.10736767,24.14272941,22.46282076,21.76701355,22.66505282,24.25904384,26.84173343,26.21633911,28.70831359,28.42314429,28.025435,27.78885651,26.9073669,25.54272903,23.96282076,22.66701317,22.86505207,24.65904497,27.04173419,27.63730973,28.18076375
183,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT AMBOHIMAHATSINJO,27.50770007,27.54150589,27.10693085,26.20266345,24.38782463,23.0757259,21.99682918,22.33596773,23.82429319,26.01545474,27.58857012,27.99525622,27.30769931,27.19253018,26.93431358,26.50266381,25.05950174,23.11797321,22.02515122,22.03596808,23.62429284,26.63704733,27.48857124,28.5952563,27.83602177,27.96215952,27.73431281,26.6026642,23.65950172,21.97572552,21.22515127,22.13596846,23.72429281,26.33704728,25.71689255,28.19525668,27.93602215,27.54150589,27.33431319,26.40266343,25.05950174,23.47572552,22.12515089,22.33596773,24.12429284,26.53704773,27.1375466,27.66582606
184,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT FIADANANA NORD,28.22342971,28.26712936,27.79233156,26.95076527,25.16721559,23.82274302,22.81514155,23.17163903,24.60967195,26.73955543,28.29869735,28.74417573,28.02342895,27.90302842,27.64153145,27.25076474,25.82978103,23.8643126,22.85257497,22.87163895,24.40967119,27.35445711,28.19869697,29.34417611,28.56086249,28.69379727,28.44153068,27.35076512,24.42978129,22.72274264,22.05257465,22.97163933,24.50967157,27.05445702,26.43613006,28.94417649,28.66086288,28.26712936,28.04153106,27.15076436,25.82978103,24.22274264,22.95257427,23.17163903,24.90967119,27.25445673,27.86279752,28.42317911
185,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,AMBOHIMIERA,FKT AMBODIMANGA,28.13064994,28.1508519,27.69169293,26.82562612,25.06743973,23.72843481,22.70081131,23.04141802,24.45173544,26.58942845,28.14911387,28.59935913,27.93064918,27.78001945,27.54927329,27.12562718,25.72879199,23.77387533,22.7394579,22.74141878,24.25173468,27.20268273,28.04911349,29.19935952,28.46929586,28.58303813,28.34927253,27.22562756,24.32879228,22.62843443,21.93945685,22.84141917,24.35173506,26.90268349,26.28775903,28.7993599,28.56929624,28.1508519,27.94927291,27.02562679,25.72879199,24.12843443,22.83945647,23.04141802,24.75173468,27.10268235,27.71994708,28.28344662
