OBJEC,LIB_P,LIB_R,LIB_D,LIB_C,LIB_F,p_2014_01,p_2014_02,p_2014_03,p_2014_04,p_2014_05,p_2014_06,p_2014_07,p_2014_08,p_2014_09,p_2014_10,p_2014_11,p_2014_12,p_2015_01,p_2015_02,p_2015_03,p_2015_04,p_2015_05,p_2015_06,p_2015_07,p_2015_08,p_2015_09,p_2015_10,p_2015_11,p_2015_12,p_2016_01,p_2016_02,p_2016_03,p_2016_04,p_2016_05,p_2016_06,p_2016_07,p_2016_08,p_2016_09,p_2016_10,p_2016_11,p_2016_12,p_2017_01,p_2017_02,p_2017_03,p_2017_04,p_2017_05,p_2017_06,p_2017_07,p_2017_08,p_2017_09,p_2017_10,p_2017_11,p_2017_12
113,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTSINDRA,FKT AMBATOVORY,380.8862163,249.1943031,380.1077051,65.93893295,49.16901636,80.4271191,137.6808898,54.14865394,32.09840175,25.01933759,237.4520624,230.7880429,370.415335,374.0093945,287.6661546,69.0373738,107.1274732,64.71593374,53.50758834,110.2149045,36.68807341,56.01435382,156.143506,317.4460212,391.1442219,229.8550014,469.8930878,79.96870613,76.54401468,158.994629,55.87908683,50.14822569,30.056432,35.14143689,77.1233895,135.9339338,219.4867742,290.5410103,451.6601819,164.5907293,48.93943714,88.42896446,187.9415489,182.03701,104.0026793,56.25233777,251.093846,377.9477371
114,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTSINDRA,FKT ANTSINDRA,375.4537115,242.7945372,364.7312168,67.6467668,49.15133748,78.85566409,130.0407587,51.20236829,30.3753838,23.58672402,230.0705023,236.0665423,365.0226493,362.3493624,277.1745307,71.59485073,107.365033,62.99237419,51.03183265,103.1365557,34.53135095,51.02987811,154.7724931,326.0628115,385.9580137,225.3781386,452.176316,82.17321026,75.89515591,155.8040407,53.09594092,47.11379897,28.48682559,32.94738639,76.81646197,140.9483075,217.9615883,285.8350368,432.6989497,168.1542205,48.44291393,86.04136119,178.0975986,170.3842774,99.06291581,51.26805427,243.6412154,389.2016686
115,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTSINDRA,FKT BEFOTAKA,386.2848332,256.0798294,384.7611295,71.23041784,52.10729316,83.97490523,139.4908632,58.24209669,34.521561,27.09897535,240.171321,234.9661799,375.9588811,380.0030874,293.5922132,74.58577318,111.0879857,68.06701274,55.81025696,115.7252005,39.18059139,58.4926188,160.061316,320.4363777,396.4221924,236.8037068,473.708698,85.88220653,79.92042499,163.6525829,58.14317523,53.96963067,32.38657439,37.38991591,81.35545875,141.1160519,226.3971796,297.5121421,456.0066442,172.24416,51.79736467,92.01864503,189.6276529,189.7434406,108.4583253,58.74074824,253.6402995,380.1167696
116,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTSINDRA,FKT AMPITABE,386.049292,268.6800193,382.8331782,72.57292272,48.97195129,81.35778462,135.7600469,61.41446075,36.25483322,29.43544769,233.6022311,226.5598885,376.0245922,390.548154,296.4972046,76.83803156,101.8890826,66.09719668,56.8933206,117.1497578,40.5774233,58.68045731,162.1543701,306.7385825,396.212642,250.7284859,470.1455544,87.13323156,73.14757885,155.7483473,58.89105925,56.56846043,34.11520358,39.53154443,85.71361514,141.1602833,232.8551175,313.6323664,451.6228333,168.1010837,48.13383761,88.13988703,184.2613817,190.3551686,110.2957961,58.95409664,246.6009882,363.0219826
117,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT AMBOATROTROKA,384.4290231,319.038688,378.9196229,100.0596981,64.7272848,91.59558612,128.5377121,76.29460542,46.42347765,41.4901403,205.4083615,240.1721198,379.8523864,398.6695415,326.2429955,108.8669242,109.3313693,80.96856733,73.97197625,111.0912,46.62611343,55.38545009,171.336491,291.5702176,389.3389146,300.3420973,442.479348,121.8054986,84.90463103,153.0089508,74.90422413,67.93150842,42.97991403,46.94459392,111.5071003,171.4576836,277.8361152,355.5870514,446.7803614,172.2139436,62.02683707,95.54594199,168.6553222,169.0613816,101.5073071,55.72565888,211.0677384,324.3430886
118,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT AMBINANIVATOMENA,376.9811351,289.8467467,379.3865129,74.94245954,47.37968808,71.85301566,124.7801228,68.7466717,40.23508244,36.83959288,218.5978856,202.6614922,368.3271361,396.1486229,307.0485172,80.88145902,90.70711044,59.3549269,60.08646485,116.3885029,43.35556368,59.91553526,169.0542783,266.418914,386.4533058,276.1342946,460.0331971,88.71878713,65.61491909,129.4467899,61.26665893,62.65216148,38.13321973,46.09303759,99.7849577,139.0357359,246.9860074,339.2284375,441.5186593,152.4689309,45.48426741,75.64566998,167.5491374,183.0340385,109.2373152,60.25052968,229.9162827,311.6271718
119,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT AMBODIARA I,392.5367075,299.1956007,384.7628984,84.07174074,55.16255413,80.71341219,130.1757309,67.66879747,40.10820293,34.32340523,212.267911,222.5228474,383.8447362,404.9944045,313.4830351,91.35231148,105.0222885,66.79384048,63.68649639,112.8403165,42.83896675,54.07833251,167.162951,291.2676402,402.1949492,285.3639074,466.1822576,100.2271648,75.89389711,144.945128,64.80028469,61.23306942,37.89608759,42.51740206,99.1752554,153.5583838,259.637323,350.5575795,448.5962373,169.0479801,52.65515081,84.6130907,175.0198334,177.4792647,107.902917,54.39773362,222.9939368,339.8342059
120,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT MORAFENO,397.6586912,305.384103,383.8373251,90.02503138,60.57693653,87.95782251,130.0030171,67.55560738,40.40798407,33.82068196,207.5783666,233.740637,389.5527893,407.2899571,315.9315388,98.13006295,113.3148026,73.50165507,65.35555393,109.9422628,42.58554761,51.37168441,165.91345,302.3548654,406.6972597,290.7297128,462.7123702,108.0902694,82.64529788,156.3314587,66.4039302,60.76852138,37.99342129,41.16647669,99.78368536,162.1780146,267.1331541,355.4628544,448.8443821,176.4841998,57.71169376,91.96172169,174.33702,172.3369289,105.3041691,51.68527506,217.2999211,350.1844599
121,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT BETAMPONA,389.579785,301.4949859,385.2200567,84.91912541,55.8252634,80.95038582,128.8349101,68.97849019,40.83721924,35.54511851,211.5979457,220.3488904,381.4967614,403.5959833,316.2730796,92.24799509,104.4080811,67.66818977,64.49474647,112.8725528,43.22848938,54.70062869,167.8312433,285.3434753,398.5273058,286.9907199,464.3348518,101.5153476,76.26130699,143.878712,65.58032504,62.29735207,38.47102552,43.43157023,100.9820131,152.8371795,260.9473581,350.6172069,449.7528797,166.893225,53.3442169,84.82974821,172.6386409,176.7188147,106.6185797,55.02430898,221.6345964,330.7977563
122,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT ANDRANOMAITSO,391.5692288,307.7024278,382.7906782,90.73617959,60.48742942,86.83146837,128.3375049,69.84610478,41.80833828,36.15373595,208.0550137,230.2514478,384.3888039,403.991487,318.4897455,98.78762926,110.2509044,73.63531428,66.70019537,110.6650845,43.53459007,53.24876999,167.756562,293.1080707,399.509657,292.0454972,457.8407259,109.279169,81.7192874,152.00069,67.72144671,62.71255171,39.15784117,43.18661704,102.9899208,160.9079328,267.8172633,354.0935693,448.4362471,172.0946293,57.75397481,90.78253059,171.1812776,172.2161054,104.2117673,53.5721116,216.8323622,336.1784088
123,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT ANTARETRA,387.805479,313.6492137,384.6310733,93.75432466,60.75156414,87.83922998,129.1994495,73.66448749,44.16778692,39.22769593,209.2424813,229.0373197,381.5316588,405.0307343,323.7240894,101.8957182,107.6600546,75.66034172,69.5899239,113.4109377,45.4474066,55.98031891,170.2592637,286.6764933,394.6615128,296.7967671,456.0722622,113.1505922,81.21122554,151.1290345,70.60636162,66.04883164,41.22082629,45.9714517,106.8809074,161.3665968,270.3881807,356.583633,451.2992698,171.6642962,58.15899871,91.84078568,171.2571559,174.9861998,104.9468798,56.31719307,217.0346199,325.3759967
124,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT AMBODIROTRA,390.3151898,312.3418102,376.2645743,96.61573729,64.46008448,91.614986,128.2068062,71.12334003,43.34331519,37.82273902,205.3881713,242.4151211,384.3333544,400.5569886,318.1831876,105.3186371,113.6345242,79.1497431,69.81595188,108.3178409,44.3038711,52.98726029,168.6424825,302.0116386,396.888669,295.3231494,445.3848358,117.2012624,85.92273308,157.1687811,70.77646502,63.4934449,40.3393352,44.00141629,106.2092335,170.9697366,273.8707016,354.4613852,442.47446,175.3253669,61.5700246,95.59878286,169.8697932,167.1001542,101.8914096,53.31583174,212.6697109,341.6408566
125,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT ANDONABE,386.9299162,317.5282738,381.5153427,98.85242112,62.72812493,92.29560291,129.5648934,74.78544154,45.70238768,40.61929012,207.3659289,237.9762263,381.580518,402.6220967,325.1788431,107.4767941,108.219068,80.65312,72.3982582,111.622924,46.39650504,55.85493512,171.0276725,292.8619876,392.7223466,299.6118702,448.5401859,119.8429069,82.96172498,156.1796348,73.3757181,66.81141759,42.46775112,46.66884098,109.5979557,168.9403455,275.2568373,356.9875633,448.788812,174.8023477,60.08855557,96.36873689,170.7410732,170.888114,103.6278106,56.19430984,213.9862871,328.7572761
126,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANTARETRA,FKT AMPASIMBE,378.541469,321.5684747,381.1145502,101.2592987,64.2792742,89.46168828,126.6399931,79.54805311,48.38931756,44.15232912,205.5402795,233.0720748,374.6791023,396.6101218,331.1312735,110.086627,106.3360925,79.9401495,74.90474315,113.2172196,48.19097238,57.50196847,172.9430569,279.442244,382.6185943,302.1394979,442.0091543,123.4553129,83.64476726,147.3930661,75.80166056,70.73002574,44.69408614,49.28692535,114.3637493,167.4122442,277.6360326,355.3401275,449.9346994,169.7534976,61.67440087,93.26050719,165.2844579,171.0643778,102.0537848,57.85416391,210.3891042,308.276675
127,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT ANDRORANGAVOLA,382.0353149,325.4201128,377.6337695,106.5974248,68.84651752,91.59500332,122.0267413,78.87122333,48.8078248,43.52747136,197.1808848,241.1436425,379.1552591,393.5690281,332.5365086,116.5030971,111.7270452,82.7028068,74.52438563,108.8108243,47.80370058,54.18555199,169.5831,284.6994742,385.073508,304.8188434,435.0583345,131.4256225,88.87935828,149.0745905,75.28084842,69.44337983,44.78836181,47.69119908,113.406918,173.7033986,285.4057795,356.8957744,448.5681899,173.7130156,65.81207451,95.03672196,158.5390528,163.9796996,99.37654519,54.54121924,200.6502268,310.4173465
128,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT AMBODIFONTSINA,386.9604437,310.8083129,365.3450764,99.43115118,67.35773331,92.22026354,123.7457044,70.10415679,42.92055061,37.8143002,199.7540752,251.8714822,381.8448484,391.9555712,312.5384225,108.6656975,116.388837,80.46455183,69.40555571,103.8524581,43.27568535,50.99423047,166.7742048,309.6002253,392.5970732,293.2284444,429.7582192,121.4103133,88.99252223,156.1471827,70.26006249,62.19924221,39.76437165,43.235033,106.548157,178.5967291,276.2174698,350.0654668,431.1623092,175.4033094,64.22024092,95.87903536,163.1469067,159.4923727,97.34657186,51.32305129,205.9099557,347.0248394
129,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT AMBALATENINA,389.4236518,317.2778783,367.5540308,99.2072055,61.49510355,88.58098862,114.3274857,69.77182356,44.36272318,39.58598628,195.5879702,249.7440313,385.3595354,391.4947312,319.1599561,108.6189987,103.3593551,78.21395162,66.54043686,99.70648542,44.00082565,50.87807056,166.7984795,301.4780096,393.9128288,298.4784734,428.6601236,121.932253,80.28107571,147.0557284,67.24065459,61.48315782,40.90864191,44.28266357,108.6630271,178.3984836,284.2895626,353.726182,435.6459906,168.4681044,58.51802945,91.55189382,149.2787213,152.0739513,95.90819077,51.22203883,200.3846099,333.6748538
130,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT AMBALAFASINA,382.5272128,314.668286,358.1037061,98.96227855,61.31130498,86.64075313,108.4939423,68.30960014,44.82479226,40.60462156,191.4825936,252.3187272,379.3445157,382.2294442,314.3304962,108.39856,100.8830267,77.26387695,64.92109832,95.0848251,43.97702099,50.56196958,165.4859991,300.3438244,386.024113,295.2824032,414.7155154,122.1295276,79.382703,141.6737073,65.53437046,59.95301326,41.20418451,44.73307463,109.4225169,181.1411341,283.8626036,347.8072413,425.7436191,163.3395063,58.32403014,89.25670217,140.5653891,144.1777382,93.43438502,50.91171226,195.2421643,329.13416
131,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT AMBOHIMAHAVELONA BETOHO,378.2205809,318.6196966,358.2240348,99.66857168,63.38738061,85.49588258,106.5159592,70.33620225,46.21490651,42.86861335,190.1408989,251.4500725,376.1716423,379.2011084,318.916792,109.1098732,101.1415525,77.49748679,66.35631361,94.54610571,44.74606561,51.44240793,166.6153633,293.3279629,380.3903335,297.8481842,410.4440417,123.5315979,81.20700367,136.9765445,66.91914268,61.51864317,42.30320602,46.30003153,112.5842175,181.7515902,286.9057003,347.4660752,427.3797623,158.242994,60.39849574,87.96796797,136.7218728,141.9856784,91.3655284,51.80087893,192.566383,316.8509309
132,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT NOSIBE SUD,386.0525812,320.9803049,369.6191577,101.7053687,63.68523137,88.31364936,114.6239528,73.0578477,46.86219586,41.71005383,194.7354156,246.9562449,382.8469976,390.0623264,324.3655702,111.3065325,104.5415401,79.01783122,68.85811181,101.7073801,46.01024487,52.14754138,167.7028539,293.5991819,389.5306967,301.0925932,427.6311848,125.4136594,82.45821079,144.4511085,69.53578153,64.22623133,43.0660337,45.94862497,111.1305079,177.3851228,286.5728295,354.1570911,439.1381573,167.6892391,60.69613407,91.2586822,148.8048365,154.0005152,97.31198532,52.50048957,198.5352575,321.5576687
133,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT MANDRIAPOTSY,383.3700297,321.2449655,367.4455486,100.6710914,63.01908308,86.53430815,110.8974719,72.54533936,47.15307045,42.74027449,193.3401162,246.7576725,380.7633654,386.1609632,324.8930965,110.1818799,101.8529619,78.01549126,67.97660614,99.14741247,45.96044574,52.31946743,167.9173898,290.3988692,386.1620394,300.7844175,422.8817484,124.45611,81.13116511,140.0451952,68.6020454,63.62388572,43.23825965,46.58729693,112.4833863,177.8699581,287.8683436,352.1636949,437.4316038,162.7102311,60.07482944,89.28257594,143.2220836,149.4353092,95.3489096,52.67741837,196.4290242,315.7468091
134,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT AMBALAVAONA,380.7604825,322.6526087,367.6058983,101.7140874,64.31628036,86.45256144,110.3338503,74.09229081,47.99136327,44.10553719,192.5036406,245.5797048,378.7246077,383.9040256,327.3438697,111.2974588,102.3531179,78.61816257,69.07888629,99.49206666,46.47072736,53.02503961,168.3281557,286.0809069,382.8823485,301.5383251,420.759685,126.0107003,82.36259233,138.4952564,69.68378718,64.87792822,43.91093059,47.60941074,114.0086908,177.6596015,289.0987816,351.3027352,438.3347799,161.200709,61.36829765,89.18011983,141.9100829,149.1886227,94.45264902,53.38835876,194.916175,308.7853936
135,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT LAVAKIANJA SUD,376.8507794,325.9650403,369.2473,105.2679822,64.53910115,86.68997183,109.2472806,77.98049194,50.33170641,46.81881555,191.2894871,242.9167823,375.8110316,380.9025216,332.9467136,115.1428847,99.87775864,80.06729364,71.0678161,101.5080656,48.19418613,54.55818394,169.2637275,277.8821075,377.7991692,303.6490853,418.4589813,130.8697382,81.87044522,136.3971225,71.63904395,68.10816806,45.87820227,49.69655757,116.9014558,176.8745029,291.8001343,350.6336698,441.5107559,161.2276166,61.69016464,89.43459464,139.5500685,150.7695745,94.42594769,54.93207996,192.500837,295.9678265
136,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT AMBODIARA NORD,383.6677463,318.2066981,371.738841,104.1392614,69.56632068,93.9336938,125.3640278,74.88112555,45.80260021,40.33849246,198.8800333,247.0248318,379.5758777,393.8665767,322.1502151,113.7426565,116.7149104,83.35990007,73.17110051,107.4370736,45.58735028,52.5582318,167.9442715,297.9830431,388.0916234,299.157026,433.0149495,127.6620742,90.9516204,156.2738428,74.01376827,66.26493129,42.24571484,45.2212731,109.689991,176.4615233,279.6137633,353.7518363,439.8432275,177.088739,66.47095283,97.70382782,164.3059841,163.5131655,98.72903179,52.8959736,203.8234026,329.8480842
137,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT MAHASOA,373.7112135,324.8947323,383.2303629,103.4120533,64.81218392,88.70173381,123.4445261,82.19892931,50.34515901,46.17529931,202.2360918,227.6735959,370.8545945,393.1776277,337.3540836,112.6316358,104.5138838,80.38960892,75.81061586,113.3305821,49.45358152,57.89107857,172.9159627,268.307359,376.6568995,304.3656437,440.6444978,126.8720386,83.51757813,143.7936608,76.62553241,72.70627287,46.27298768,50.6048192,116.3830942,164.549042,279.593426,355.2903951,454.0802643,167.6908662,62.16563332,92.31441723,160.2425869,170.0101229,101.556415,58.25410599,205.8164352,292.392331
138,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT AMBODIRORANGA,381.1204283,325.6724794,374.3285054,105.8137147,67.66957967,89.92503748,116.7049695,78.67697832,49.89822239,45.46221915,193.9896802,241.3884259,379.1543214,387.0872892,333.5889319,115.7277519,107.2947894,82.0896305,73.53860436,105.4122579,48.29915703,54.68316567,169.3586217,280.5662135,383.1286509,304.2350099,427.8266453,131.0508237,86.59029612,143.9411748,74.20063819,68.96380894,45.629403,49.0105522,115.0778503,174.8290803,289.898899,353.830812,446.1623349,167.16155,64.66087379,92.99888722,150.3705169,157.7711077,97.57042154,55.05151832,196.3235131,302.4124614
139,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT AMBOHIMISAFY,378.2416942,326.7965571,372.7071905,107.0807879,66.05710451,88.68035978,113.4651627,80.35923143,50.9853686,47.00444186,192.6063764,240.4404959,376.9610635,383.5762035,335.0431651,117.1123613,102.8123186,81.74977793,73.33215124,105.3703429,48.9595546,55.26667021,169.7006276,276.0939311,379.4548576,304.6385803,423.1892274,132.9712612,83.97742148,140.1924731,73.94768891,70.28043235,46.5044912,50.08737984,116.8020906,174.8972831,291.5972514,352.2778444,445.1576866,165.2698426,63.16461492,91.64119672,145.4313173,156.7392901,96.55656747,55.64130697,194.1096662,294.9389518
140,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT AMBALATABAKA,375.3176698,328.6507111,377.9919875,108.298372,68.27104068,91.08001307,117.5057742,82.37039234,51.33308743,46.78940232,194.5587187,235.7924472,373.8555866,387.2012093,338.9305914,118.4077728,106.6359766,83.96281322,75.72433279,108.6613875,49.42020068,55.50884298,170.6086903,271.4608108,376.7164802,306.5209006,429.6801681,134.3165592,86.93380647,144.5780261,76.39421525,72.16858009,46.83857065,50.02045547,117.2112966,171.4449236,288.3788633,354.6591155,450.9064495,168.1456816,65.34771626,94.38487925,151.23035,161.722274,97.80134874,55.87825168,196.305529,290.6210232
141,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT ANIVORANO,373.6507713,327.418236,381.2761607,106.4287986,67.66119615,90.78306927,120.7643549,82.59045673,50.99395052,46.56610463,197.3866257,230.3295002,371.5764679,390.3448103,339.0910149,116.2467822,107.2804135,83.05107596,76.15915638,111.1452809,49.50698797,56.57033315,171.2706894,267.9682627,375.7382923,305.960957,435.7610885,131.4962464,86.63489589,145.6110462,76.89186357,72.61736258,46.65937083,50.32958385,116.4961883,166.952869,283.6718772,355.54262,453.6152085,168.6013352,64.79353357,94.25250491,156.1586675,166.133218,99.79804697,56.93893095,199.9302874,289.1757222
142,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANDRORANGAVOLA,FKT AMPASIMPOTSY,387.3741993,319.5494345,370.3866183,103.5075383,67.24810865,91.91317153,121.525621,74.25617539,45.74124726,40.43999885,196.7066225,249.3181809,383.5122749,393.2121021,322.2651186,113.204006,112.2090261,81.63854932,71.44650927,105.5326627,45.30673805,51.88672129,167.4647625,299.6679073,391.5806678,300.2961557,430.7994478,127.1996195,87.64765438,152.1510605,72.2162434,65.50986975,42.14031245,45.08621862,109.7232803,178.3593137,283.8535851,354.8146755,438.9512062,174.4856852,64.13446523,95.27011356,158.7403737,160.4909894,97.67274838,52.22987518,201.2976833,330.7863854
143,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANALAMPASINA,FKT AMBOHIMIARINA,353.4119829,214.6309411,326.5648972,51.78261662,35.26429321,59.38204232,98.99547418,37.36625752,24.09075904,20.71200732,227.4927559,230.6973963,342.4603084,328.9988081,243.5237047,55.58248287,82.09773884,45.8118958,36.31313516,79.41365509,27.75606653,47.57259008,152.464204,329.9532667,364.7945862,200.2834609,411.6386288,63.62202366,55.93962025,121.5448021,37.78830853,34.1215512,22.65721262,30.40706607,70.21542642,133.6414348,197.4366024,259.8404462,388.1672017,140.3418428,34.33592842,64.52669207,137.6494092,133.4761745,86.53820256,47.82390856,242.6560137,400.1513673
144,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANALAMPASINA,FKT MATSITSIRANO,334.9321555,191.9063368,311.1768194,43.55558595,29.95163459,52.11843262,87.9659471,31.15381448,20.41955944,17.19146056,237.8825405,224.4773655,323.7453674,307.7702574,224.6038302,45.98586895,74.45626251,39.61905269,29.05296939,72.66680859,24.3606773,47.48732547,148.4310846,328.9277258,346.1570759,176.5360847,395.7781337,54.22697257,50.35172232,111.3573985,30.61107243,28.75443802,19.13430474,27.46478363,61.15855068,119.8366317,175.1462767,232.6231077,372.5813293,132.7675799,29.70716572,57.85196753,123.3277762,124.3586003,80.5566885,47.70927178,254.4292193,402.521058
145,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANALAMPASINA,FKT BETAMPO NORD,321.0155781,184.9338487,290.664013,41.92288414,29.68417603,47.09522232,80.03558983,29.06661702,19.85206908,17.99457602,230.6064236,219.5311919,310.3323623,292.4534965,211.9732349,44.88593929,72.90808572,35.65065039,27.2857535,65.82362986,23.38490282,46.16710591,149.0621469,321.5374814,332.0311593,171.765554,369.9854978,52.00431301,48.87744628,99.60680864,28.55785259,26.627587,18.67200194,28.01598629,63.42713429,121.1277227,171.4843888,226.1962924,346.7742051,123.979031,29.03821869,51.66525523,112.3192521,112.1845468,77.14336817,46.40525051,246.9313717,393.7571749
146,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANALAMPASINA,FKT ANDRORANGAVOLA SUD,342.1021624,201.3693373,316.1751522,46.3135023,31.369153,53.52449169,90.42150864,32.99984876,21.58844581,18.67240989,230.9094364,226.1666324,330.9673994,316.1543188,231.7576279,49.48220171,75.87180441,40.80999376,31.36790739,73.63417628,25.30862329,46.83426987,149.8627633,328.6452734,353.5404861,186.9298448,401.0931158,57.2967211,51.24131274,112.2349707,32.81264304,30.24711912,20.28871376,28.62130741,65.12079687,125.9952781,184.6621309,244.9577048,377.0442003,133.8310845,30.73262632,58.68069721,126.4854522,125.0429007,81.97174257,47.0724243,246.8720333,401.0922322
147,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANALAMPASINA,FKT ANALAMPASINA,347.6360602,203.8366814,324.3546935,47.25605913,32.43381018,56.02605412,94.78602706,33.99718764,22.08964895,18.37700604,234.9871972,229.0253387,336.3442215,321.6928893,236.8381059,50.14412571,78.6522972,42.85675364,32.51769907,76.69955293,26.02461563,47.49690367,150.0976064,332.425364,359.077814,188.3792442,411.0493544,58.51109976,53.40588627,117.8536227,34.11475251,31.2779902,20.72376892,28.41665588,64.53853006,125.9308696,186.189674,246.6771058,387.3773738,137.8549313,31.98744477,61.75865394,132.4390615,130.4043167,84.08084878,47.72659833,251.0401461,405.338899
148,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANALAMPASINA,FKT ANALAVORY,336.9784546,199.6114349,309.1737061,46.21072388,31.41973686,53.29038239,88.4004364,33.11481857,21.45973969,19.44496536,229.3345184,225.3507843,326.1643066,310.7659302,228.0100098,49.51962662,75.08188629,40.74522781,31.26909447,72.63173676,24.9944725,47.17378235,150.8139191,325.9872131,348.1600647,185.7763672,391.5531006,57.03904343,50.77933502,110.8589172,32.63574982,30.29092216,20.17944717,29.35715485,66.85855865,127.4082642,184.127243,242.750885,368.217865,130.6540527,30.67722511,58.19467926,123.4659195,122.9349823,80.07563782,47.41918945,245.0626068,397.1786804
149,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANALAMPASINA,FKT AMBARO,322.4270791,188.2781234,290.3257533,42.70648691,30.57091092,46.80013436,79.19746478,29.71656318,20.06410153,18.96413395,225.8170465,220.7267484,311.8864405,293.5742088,213.9016418,46.06627994,73.75775321,35.50255454,27.88154436,65.35988601,23.36244362,45.74013061,149.8406876,321.4849185,333.4655988,175.8738823,368.9275665,52.79258731,49.40692134,97.75236265,29.04986287,27.09314374,18.90047424,28.77132302,65.89918577,125.0824385,175.807715,230.8022219,345.5238613,121.9761951,29.6647479,50.91813151,110.9694361,110.8382928,76.03378296,45.98964377,241.7287366,392.9685929
150,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANALAMPASINA,FKT AMBOHIMALAZA,354.4805107,212.8489352,330.619968,50.11690372,34.42624942,58.38622037,100.8856019,36.89516029,23.5513576,19.86949017,232.0580374,231.760492,343.3073287,330.6411416,244.1856393,53.41396494,81.47581485,44.96699487,35.90938264,80.57731865,27.41890581,48.28057406,151.6342127,333.1264303,365.9068947,197.5139133,417.3970287,61.76525205,55.57559692,120.9181026,37.52750577,33.84095729,22.11385104,29.82451976,67.82479433,130.9675531,194.2870559,257.0352865,393.9522685,140.1298897,33.77925954,63.943942,140.4732521,136.101258,86.53719487,48.52181804,247.5865087,404.6529373
151,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,ANALAMPASINA,FKT MANJIRIANA SUD,343.5779505,205.769193,314.1398214,48.36635489,32.75749105,55.42005631,91.6690391,34.52448178,22.40756529,20.09476125,225.5469162,227.0442243,332.7148993,317.0478784,233.4077531,52.07001682,77.22207019,42.47045171,33.20449165,74.13264904,25.88880538,46.72810905,151.0600807,326.9741157,354.930394,192.2408951,397.227904,59.55099994,52.23577116,114.1925246,34.54997624,31.48370405,21.09147256,29.81005768,68.524463,130.7685505,190.5335521,250.4881067,373.4805089,133.3463644,31.81434694,60.18044776,127.8404272,124.9835235,82.03456993,46.98039417,240.931779,397.7618214
