"","OBJEC","LIB_F","Date","Precipitation"
"8240",49,"FKT MAROHARATRA","p_2017_07",184.85199
"8241",50,"FKT SOANIERANA","p_2017_07",186.7341662
"8242",51,"FKT MALEMIAMBO","p_2017_07",180.5064662
"8243",52,"FKT AMPASIMADINIKAKELY","p_2017_07",171.4125196
"8244",53,"FKT AMBALAVOLO","p_2017_07",197.0550132
"8245",54,"FKT AMBOHITSARA EST","p_2017_07",201.3264249
"8246",55,"FKT ANIVORANO","p_2017_07",207.4001537
"8247",56,"FKT MAHATSARA","p_2017_07",190.8104886
"8248",57,"FKT SAHOMBY","p_2017_07",177.1317957
"8249",58,"FKT AMBODIMANGA","p_2017_07",205.5727584
"8250",59,"FKT AMPASIMADINIKA","p_2017_07",191.3112098
"8251",60,"FKT SAHAVATANA","p_2017_07",132.5211128
"8252",61,"FKT AMBODIVOANGY","p_2017_07",131.4214035
"8253",62,"FKT AMBOHINIHAONANA","p_2017_07",158.8953093
"8254",63,"FKT KIANJANOMBY","p_2017_07",143.358863
"8255",64,"FKT AMPITAMBE","p_2017_07",148.5086505
"8256",65,"FKT MANDRIVANY","p_2017_07",143.2890872
"8257",66,"FKT AMBODIPAISO NORD","p_2017_07",145.2860111
"8258",67,"FKT AMBODIPAISO SUD","p_2017_07",145.5002014
"8259",68,"FKT KELILALINA","p_2017_07",140.5325758
"8260",69,"FKT ANDRANOMAINTY","p_2017_07",143.4436924
"8261",70,"FKT ANOSY","p_2017_07",135.286667
"8262",71,"FKT FOTSIALANANA","p_2017_07",138.8376133
"8263",72,"FKT AMBALADINGANA","p_2017_07",134.4846666
"8264",73,"FKT AMBODIARA","p_2017_07",157.3247025
"8265",74,"FKT SAHAFITOROKA","p_2017_07",174.6586873
"8266",75,"FKT MAROMENA","p_2017_07",165.2651416
"8267",76,"FKT ANDRANOFOLAHINA","p_2017_07",151.6308063
"8268",77,"FKT AMBORAKA","p_2017_07",155.7903431
"8269",78,"FKT IFANADIANA","p_2017_07",166.7221753
"8270",79,"FKT ANTAFOTENINA","p_2017_07",165.6311998
"8271",80,"FKT AMBODIRAFIA II","p_2017_07",167.7050192
"8272",81,"FKT FENOARIVO I","p_2017_07",155.9727665
"8273",82,"FKT AMBINANINDRANOTELO","p_2017_07",136.6783289
"8274",83,"FKT ANKABOKA","p_2017_07",138.6224315
"8275",84,"FKT AMBIABE I","p_2017_07",146.8963729
"8276",85,"FKT ANDRANOMAINTSO","p_2017_07",170.0181346
"8277",86,"FKT FIADANANA NORD","p_2017_07",114.2600388
"8278",87,"FKT MORARANO","p_2017_07",122.8226634
"8279",88,"FKT AMPASIMBOLA I","p_2017_07",138.8161623
"8280",89,"FKT SAKAVANANA","p_2017_07",147.1015824
"8281",90,"FKT AMBODIARA NORD","p_2017_07",144.7849826
"8282",91,"FKT AMBINANISERY","p_2017_07",154.1788003
"8283",92,"FKT VOLOBE","p_2017_07",122.4733859
"8284",93,"FKT ANTENIMBELONA","p_2017_07",162.0878733
"8285",94,"FKT AMBOHINIHAONANA","p_2017_07",158.4523188
"8286",95,"FKT MAROVORAKA","p_2017_07",151.0498562
"8287",96,"FKT TSARATANANA","p_2017_07",149.8777014
"8288",97,"FKT TSARARIVOTRA","p_2017_07",153.3293573
"8289",98,"FKT BEFOTAKA","p_2017_07",150.5805664
"8290",99,"FKT AMBOHITSARA","p_2017_07",161.9378174
"8291",100,"FKT FASINTSARA","p_2017_07",155.5599933
"8292",101,"FKT AMBATOMANJAKA","p_2017_07",162.0161347
"8293",102,"FKT TSARAKIANJA","p_2017_07",154.6444706
"8294",103,"FKT SAHAKONDRO","p_2017_07",154.7251724
"8295",104,"FKT MANAKANA SUD","p_2017_07",161.2011719
"8296",105,"FKT AMBODIARA SUD","p_2017_07",160.7360292
"8297",106,"FKT AMPASINAMBO","p_2017_07",114.8856788
"8298",107,"FKT AMBODIVOANGY","p_2017_07",137.1911907
"8299",108,"FKT AMBALAPAISO","p_2017_07",145.4651707
"8300",109,"FKT AMPITOMITA","p_2017_07",181.9635091
"8301",110,"FKT ANIVORANO","p_2017_07",166.3966815
"8302",111,"FKT KIANJAVATO","p_2017_07",177.8933108
"8303",112,"FKT AMBATOVORY","p_2017_07",187.9415489
"8304",113,"FKT ANTSINDRA","p_2017_07",178.0975986
"8305",114,"FKT BEFOTAKA","p_2017_07",189.6276529
"8306",115,"FKT AMPITABE","p_2017_07",184.2613817
"8307",116,"FKT AMBOATROTROKA","p_2017_07",168.6553222
"8308",117,"FKT AMBINANIVATOMENA","p_2017_07",167.5491374
"8309",118,"FKT AMBODIARA I","p_2017_07",175.0198334
"8310",119,"FKT MORAFENO","p_2017_07",174.33702
"8311",120,"FKT BETAMPONA","p_2017_07",172.6386409
"8312",121,"FKT ANDRANOMAITSO","p_2017_07",171.1812776
"8313",122,"FKT ANTARETRA","p_2017_07",171.2571559
"8314",123,"FKT AMBODIROTRA","p_2017_07",169.8697932
"8315",124,"FKT ANDONABE","p_2017_07",170.7410732
"8316",125,"FKT AMPASIMBE","p_2017_07",165.2844579
"8317",126,"FKT ANDRORANGAVOLA","p_2017_07",158.5390528
"8318",127,"FKT AMBODIFONTSINA","p_2017_07",163.1469067
"8319",128,"FKT AMBALATENINA","p_2017_07",149.2787213
"8320",129,"FKT AMBALAFASINA","p_2017_07",140.5653891
"8321",130,"FKT AMBOHIMAHAVELONA BETOHO","p_2017_07",136.7218728
"8322",131,"FKT NOSIBE SUD","p_2017_07",148.8048365
"8323",132,"FKT MANDRIAPOTSY","p_2017_07",143.2220836
"8324",133,"FKT AMBALAVAONA","p_2017_07",141.9100829
"8325",134,"FKT LAVAKIANJA SUD","p_2017_07",139.5500685
"8326",135,"FKT AMBODIARA NORD","p_2017_07",164.3059841
"8327",136,"FKT MAHASOA","p_2017_07",160.2425869
"8328",137,"FKT AMBODIRORANGA","p_2017_07",150.3705169
"8329",138,"FKT AMBOHIMISAFY","p_2017_07",145.4313173
"8330",139,"FKT AMBALATABAKA","p_2017_07",151.23035
"8331",140,"FKT ANIVORANO","p_2017_07",156.1586675
"8332",141,"FKT AMPASIMPOTSY","p_2017_07",158.7403737
"8333",142,"FKT AMBOHIMIARINA","p_2017_07",137.6494092
"8334",143,"FKT MATSITSIRANO","p_2017_07",123.3277762
"8335",144,"FKT BETAMPO NORD","p_2017_07",112.3192521
"8336",145,"FKT ANDRORANGAVOLA SUD","p_2017_07",126.4854522
"8337",146,"FKT ANALAMPASINA","p_2017_07",132.4390615
"8338",147,"FKT ANALAVORY","p_2017_07",123.4659195
"8339",148,"FKT AMBARO","p_2017_07",110.9694361
"8340",149,"FKT AMBOHIMALAZA","p_2017_07",140.4732521
"8341",150,"FKT MANJIRIANA SUD","p_2017_07",127.8404272
"8342",151,"FKT MAROSATROKA","p_2017_07",158.415852
"8343",152,"FKT MAROLANANANA","p_2017_07",138.4647334
"8344",153,"FKT AMBODIMANGA NORD","p_2017_07",142.6909904
"8345",154,"FKT VOHITRARIVO","p_2017_07",150.277417
"8346",155,"FKT SOANIHERENANA NORD","p_2017_07",149.4222935
"8347",156,"FKT AMBALAVARY","p_2017_07",151.1888162
"8348",157,"FKT FASINTSARA ANDAKANA","p_2017_07",155.2367998
"8349",158,"FKT NOSIMBOAHANGY","p_2017_07",158.7471053
"8350",159,"FKT AMBALAHERANA","p_2017_07",157.0609658
"8351",160,"FKT ANDRORANGAVOLA NORD","p_2017_07",140.3595333
"8352",161,"FKT AMBOHIMIRANTY","p_2017_07",142.5497564
"8353",162,"FKT MANDROALINA","p_2017_07",146.7222651
"8354",163,"FKT MORARANO","p_2017_07",151.4992894
"8355",164,"FKT AMBOHIMANGA SUD","p_2017_07",149.2087001
"8356",165,"FKT SAHAMARANA","p_2017_07",152.6873797
"8357",166,"FKT MASOAROVANA","p_2017_07",152.3067716
"8358",167,"FKT AMBILANIBE","p_2017_07",160.722641
"8359",168,"FKT AMBODIARA","p_2017_07",147.2984255
"8360",169,"FKT AMBODIVOASARY","p_2017_07",144.9874204
"8361",170,"FKT AMBATOFANOKONANA","p_2017_07",150.8857337
"8362",171,"FKT AMBODIRAFIA","p_2017_07",162.1708165
"8363",172,"FKT ANTANJONA","p_2017_07",171.8984683
"8364",173,"FKT FALIARIVO","p_2017_07",170.2976612
"8365",174,"FKT AMBOHIMIERA","p_2017_07",116.435772
"8366",175,"FKT MAROMANANA","p_2017_07",114.6155998
"8367",176,"FKT AMBOLO","p_2017_07",116.9371783
"8368",177,"FKT AMBINANITOMAROSANA","p_2017_07",122.204051
"8369",178,"FKT AMBOHIDAZA","p_2017_07",91.60497619
"8370",179,"FKT AMPANTSONA","p_2017_07",82.53128889
"8371",180,"FKT AMBOHIMILANJA","p_2017_07",95.68093292
"8372",181,"FKT AMBOHIMAHAVELONA","p_2017_07",131.7557646
"8373",182,"FKT AMBOHIMAHATSINJO","p_2017_07",121.968082
"8374",183,"FKT FIADANANA NORD","p_2017_07",142.6379474
"8375",184,"FKT AMBODIMANGA","p_2017_07",148.9944252
"8376",185,"FKT FALIARIVO","p_2017_07",145.8479629
"8377",186,"FKT ANTARAMBAKANA","p_2017_07",136.4207412
"8378",187,"FKT SAHALALONA","p_2017_07",150.3474872
"8379",188,"FKT ANDRORANGAVOLA","p_2017_07",150.7209991
"8380",189,"FKT VOHIMENA","p_2017_07",158.7232943
"8381",190,"FKT MANARINONY","p_2017_07",134.4093142
"8382",191,"FKT ANDEMAKA NORD","p_2017_07",141.922197
"8383",192,"FKT TSINJORANO","p_2017_07",132.2493439
"8384",193,"FKT SAHASOMANGANA","p_2017_07",123.5346179
"8385",194,"FKT MAROFOTSY","p_2017_07",122.32542
"8386",0,"FKT ANTARALAVA","p_2017_08",145.2295781
"8387",1,"FKT SANDRASATY","p_2017_08",157.6726577
"8388",2,"FKT AMBOHIMITA","p_2017_08",158.5417952
"8389",3,"FKT ANALAMARINA","p_2017_08",163.3064004
"8390",4,"FKT AMBALAFATAKANA EST","p_2017_08",187.7985642
"8391",5,"FKT AMBALAFARY","p_2017_08",188.4996511
"8392",6,"FKT MAROFOTOTRA","p_2017_08",170.4870021
"8393",7,"FKT AMBOHIMASINA","p_2017_08",180.370383
"8394",8,"FKT BEFARY","p_2017_08",186.0248563
"8395",9,"FKT AMBATOHARANANAKELY","p_2017_08",180.4647394
"8396",10,"FKT AMBODIRAFIA EST","p_2017_08",177.1795756
"8397",11,"FKT AMBATOHARANANA","p_2017_08",173.5895728
"8398",12,"FKT SANDRAKELY","p_2017_08",162.4169137
"8399",13,"FKT AMBOHINIHAONANA","p_2017_08",167.6305776
"8400",14,"FKT AMBODIMANGA EST","p_2017_08",169.5038982
"8401",15,"FKT AMBOHITSARA I","p_2017_08",167.2892991
"8402",16,"FKT SAHOFIKA","p_2017_08",160.7694317
"8403",17,"FKT ANDRORANGAVOLA VATOFOTSY","p_2017_08",139.9629048
"8404",18,"FKT TSARATANANA","p_2017_08",162.0576995
"8405",19,"FKT AMBODIGOAVY","p_2017_08",156.5332986
"8406",20,"FKT AMBODIMANGA OUEST","p_2017_08",151.4729464
"8407",21,"FKT VOHITRARIVO","p_2017_08",153.4290077
"8408",22,"FKT AMBOHIPO","p_2017_08",138.4296932
"8409",23,"FKT RANOMAFANA","p_2017_08",97.11144565
"8410",24,"FKT AMBATOLAHY","p_2017_08",90.26764987
"8411",25,"FKT TSARAMANDROSO","p_2017_08",117.5896835
"8412",26,"FKT VOHIMARINA","p_2017_08",118.525361
"8413",27,"FKT MENARANO","p_2017_08",116.0908063
"8414",28,"FKT AMBODIAVIAVY","p_2017_08",122.6625504
"8415",29,"FKT AMPASIMPOTSY","p_2017_08",121.791404
"8416",30,"FKT SAHANDRAZANA","p_2017_08",120.113214
"8417",31,"FKT MAROTOKO","p_2017_08",158.081597
"8418",32,"FKT AMBALAVIA","p_2017_08",144.1975044
"8419",33,"FKT AMBATOMITRATRAKA","p_2017_08",136.7836686
"8420",34,"FKT AMBARIJATSY","p_2017_08",144.1178811
"8421",35,"FKT AMBOHIMAHAVELONA","p_2017_08",141.6959911
"8422",36,"FKT AMBOATROTROKA","p_2017_08",149.4671191
"8423",37,"FKT MANDIAFASINA","p_2017_08",161.108084
"8424",38,"FKT AMBODIARA SUD","p_2017_08",168.7950068
"8425",39,"FKT MANAMPANDRANA","p_2017_08",164.4146116
"8426",40,"FKT KIANJANOMBY","p_2017_08",153.3042318
"8427",41,"FKT MALAZAMASINA SUD","p_2017_08",195.1344155
"8428",42,"FKT MALAZAMASINA NORD","p_2017_08",143.6754535
"8429",43,"FKT ANTANJOMANGA","p_2017_08",163.5455691
"8430",44,"FKT BETAMPONA NORD","p_2017_08",162.1161109
"8431",45,"FKT AMBINANINDRANO","p_2017_08",176.688227
"8432",46,"FKT TANAMBAO OUEST","p_2017_08",165.4444346
"8433",47,"FKT MANAKANA","p_2017_08",156.0140488
"8434",48,"FKT AMPASIMPOTSY","p_2017_08",157.9911402
"8435",49,"FKT MAROHARATRA","p_2017_08",173.1413435
"8436",50,"FKT SOANIERANA","p_2017_08",175.9257701
"8437",51,"FKT MALEMIAMBO","p_2017_08",168.649266
"8438",52,"FKT AMPASIMADINIKAKELY","p_2017_08",160.826869
"8439",53,"FKT AMBALAVOLO","p_2017_08",188.7290678
"8440",54,"FKT AMBOHITSARA EST","p_2017_08",195.7460636
"8441",55,"FKT ANIVORANO","p_2017_08",201.1181011
"8442",56,"FKT MAHATSARA","p_2017_08",181.6299574
"8443",57,"FKT SAHOMBY","p_2017_08",167.2129804
"8444",58,"FKT AMBODIMANGA","p_2017_08",199.6805674
"8445",59,"FKT AMPASIMADINIKA","p_2017_08",183.2448361
"8446",60,"FKT SAHAVATANA","p_2017_08",129.6686664
"8447",61,"FKT AMBODIVOANGY","p_2017_08",126.5740992
"8448",62,"FKT AMBOHINIHAONANA","p_2017_08",150.3056894
"8449",63,"FKT KIANJANOMBY","p_2017_08",136.3508636
"8450",64,"FKT AMPITAMBE","p_2017_08",139.3194958
"8451",65,"FKT MANDRIVANY","p_2017_08",134.9953568
"8452",66,"FKT AMBODIPAISO NORD","p_2017_08",135.1557651
"8453",67,"FKT AMBODIPAISO SUD","p_2017_08",136.0096375
"8454",68,"FKT KELILALINA","p_2017_08",131.9683645
"8455",69,"FKT ANDRANOMAINTY","p_2017_08",133.9348772
"8456",70,"FKT ANOSY","p_2017_08",129.1961212
"8457",71,"FKT FOTSIALANANA","p_2017_08",132.5249324
"8458",72,"FKT AMBALADINGANA","p_2017_08",131.2350246
"8459",73,"FKT AMBODIARA","p_2017_08",153.9911093
"8460",74,"FKT SAHAFITOROKA","p_2017_08",169.8402026
"8461",75,"FKT MAROMENA","p_2017_08",157.33571
"8462",76,"FKT ANDRANOFOLAHINA","p_2017_08",142.5111937
"8463",77,"FKT AMBORAKA","p_2017_08",147.6792448
"8464",78,"FKT IFANADIANA","p_2017_08",159.6988606
"8465",79,"FKT ANTAFOTENINA","p_2017_08",159.1979808
"8466",80,"FKT AMBODIRAFIA II","p_2017_08",162.3233518
"8467",81,"FKT FENOARIVO I","p_2017_08",154.5472583
"8468",82,"FKT AMBINANINDRANOTELO","p_2017_08",135.0810464
"8469",83,"FKT ANKABOKA","p_2017_08",135.1314892
"8470",84,"FKT AMBIABE I","p_2017_08",144.1790723
"8471",85,"FKT ANDRANOMAINTSO","p_2017_08",160.2900251
"8472",86,"FKT FIADANANA NORD","p_2017_08",114.8953744
"8473",87,"FKT MORARANO","p_2017_08",120.8411542
"8474",88,"FKT AMPASIMBOLA I","p_2017_08",134.1632843
"8475",89,"FKT SAKAVANANA","p_2017_08",142.560061
"8476",90,"FKT AMBODIARA NORD","p_2017_08",138.9786803
"8477",91,"FKT AMBINANISERY","p_2017_08",147.2379132
"8478",92,"FKT VOLOBE","p_2017_08",121.9545915
"8479",93,"FKT ANTENIMBELONA","p_2017_08",154.4023661
"8480",94,"FKT AMBOHINIHAONANA","p_2017_08",152.0314773
"8481",95,"FKT MAROVORAKA","p_2017_08",145.6024208
"8482",96,"FKT TSARATANANA","p_2017_08",145.348409
"8483",97,"FKT TSARARIVOTRA","p_2017_08",149.3488537
"8484",98,"FKT BEFOTAKA","p_2017_08",147.0751953
"8485",99,"FKT AMBOHITSARA","p_2017_08",154.1437488
"8486",100,"FKT FASINTSARA","p_2017_08",150.6581485
"8487",101,"FKT AMBATOMANJAKA","p_2017_08",155.1624295
"8488",102,"FKT TSARAKIANJA","p_2017_08",150.6977026
"8489",103,"FKT SAHAKONDRO","p_2017_08",150.9169286
"8490",104,"FKT MANAKANA SUD","p_2017_08",156.7392731
"8491",105,"FKT AMBODIARA SUD","p_2017_08",156.2617586
"8492",106,"FKT AMPASINAMBO","p_2017_08",115.1402101
"8493",107,"FKT AMBODIVOANGY","p_2017_08",133.6019156
"8494",108,"FKT AMBALAPAISO","p_2017_08",141.5159973
"8495",109,"FKT AMPITOMITA","p_2017_08",179.6702963
"8496",110,"FKT ANIVORANO","p_2017_08",160.2917135
"8497",111,"FKT KIANJAVATO","p_2017_08",165.5130751
"8498",112,"FKT AMBATOVORY","p_2017_08",182.03701
"8499",113,"FKT ANTSINDRA","p_2017_08",170.3842774
"8500",114,"FKT BEFOTAKA","p_2017_08",189.7434406
"8501",115,"FKT AMPITABE","p_2017_08",190.3551686
"8502",116,"FKT AMBOATROTROKA","p_2017_08",169.0613816
"8503",117,"FKT AMBINANIVATOMENA","p_2017_08",183.0340385
"8504",118,"FKT AMBODIARA I","p_2017_08",177.4792647
"8505",119,"FKT MORAFENO","p_2017_08",172.3369289
"8506",120,"FKT BETAMPONA","p_2017_08",176.7188147
"8507",121,"FKT ANDRANOMAITSO","p_2017_08",172.2161054
"8508",122,"FKT ANTARETRA","p_2017_08",174.9861998
"8509",123,"FKT AMBODIROTRA","p_2017_08",167.1001542
"8510",124,"FKT ANDONABE","p_2017_08",170.888114
"8511",125,"FKT AMPASIMBE","p_2017_08",171.0643778
"8512",126,"FKT ANDRORANGAVOLA","p_2017_08",163.9796996
"8513",127,"FKT AMBODIFONTSINA","p_2017_08",159.4923727
"8514",128,"FKT AMBALATENINA","p_2017_08",152.0739513
"8515",129,"FKT AMBALAFASINA","p_2017_08",144.1777382
"8516",130,"FKT AMBOHIMAHAVELONA BETOHO","p_2017_08",141.9856784
"8517",131,"FKT NOSIBE SUD","p_2017_08",154.0005152
"8518",132,"FKT MANDRIAPOTSY","p_2017_08",149.4353092
"8519",133,"FKT AMBALAVAONA","p_2017_08",149.1886227
"8520",134,"FKT LAVAKIANJA SUD","p_2017_08",150.7695745
"8521",135,"FKT AMBODIARA NORD","p_2017_08",163.5131655
"8522",136,"FKT MAHASOA","p_2017_08",170.0101229
"8523",137,"FKT AMBODIRORANGA","p_2017_08",157.7711077
"8524",138,"FKT AMBOHIMISAFY","p_2017_08",156.7392901
"8525",139,"FKT AMBALATABAKA","p_2017_08",161.722274
"8526",140,"FKT ANIVORANO","p_2017_08",166.133218
"8527",141,"FKT AMPASIMPOTSY","p_2017_08",160.4909894
"8528",142,"FKT AMBOHIMIARINA","p_2017_08",133.4761745
"8529",143,"FKT MATSITSIRANO","p_2017_08",124.3586003
"8530",144,"FKT BETAMPO NORD","p_2017_08",112.1845468
"8531",145,"FKT ANDRORANGAVOLA SUD","p_2017_08",125.0429007
"8532",146,"FKT ANALAMPASINA","p_2017_08",130.4043167
"8533",147,"FKT ANALAVORY","p_2017_08",122.9349823
"8534",148,"FKT AMBARO","p_2017_08",110.8382928
"8535",149,"FKT AMBOHIMALAZA","p_2017_08",136.101258
"8536",150,"FKT MANJIRIANA SUD","p_2017_08",124.9835235
"8537",151,"FKT MAROSATROKA","p_2017_08",156.0745666
"8538",152,"FKT MAROLANANANA","p_2017_08",137.2503644
"8539",153,"FKT AMBODIMANGA NORD","p_2017_08",139.3391789
"8540",154,"FKT VOHITRARIVO","p_2017_08",146.8994143
"8541",155,"FKT SOANIHERENANA NORD","p_2017_08",145.6980458
"8542",156,"FKT AMBALAVARY","p_2017_08",143.825896
"8543",157,"FKT FASINTSARA ANDAKANA","p_2017_08",148.2594374
"8544",158,"FKT NOSIMBOAHANGY","p_2017_08",151.9922841
"8545",159,"FKT AMBALAHERANA","p_2017_08",150.4603065
"8546",160,"FKT ANDRORANGAVOLA NORD","p_2017_08",134.935055
"8547",161,"FKT AMBOHIMIRANTY","p_2017_08",137.3994071
"8548",162,"FKT MANDROALINA","p_2017_08",139.6935991
"8549",163,"FKT MORARANO","p_2017_08",144.8299878
"8550",164,"FKT AMBOHIMANGA SUD","p_2017_08",144.9051397
"8551",165,"FKT SAHAMARANA","p_2017_08",148.7443725
"8552",166,"FKT MASOAROVANA","p_2017_08",148.8900799
"8553",167,"FKT AMBILANIBE","p_2017_08",158.2062531
"8554",168,"FKT AMBODIARA","p_2017_08",143.2200117
"8555",169,"FKT AMBODIVOASARY","p_2017_08",142.1422477
"8556",170,"FKT AMBATOFANOKONANA","p_2017_08",149.0271212
"8557",171,"FKT AMBODIRAFIA","p_2017_08",159.4519244
"8558",172,"FKT ANTANJONA","p_2017_08",167.0757766
"8559",173,"FKT FALIARIVO","p_2017_08",166.0823978
"8560",174,"FKT AMBOHIMIERA","p_2017_08",115.1515826
"8561",175,"FKT MAROMANANA","p_2017_08",111.2311984
"8562",176,"FKT AMBOLO","p_2017_08",113.2343295
"8563",177,"FKT AMBINANITOMAROSANA","p_2017_08",119.9444375
"8564",178,"FKT AMBOHIDAZA","p_2017_08",91.47806977
"8565",179,"FKT AMPANTSONA","p_2017_08",83.27836832
"8566",180,"FKT AMBOHIMILANJA","p_2017_08",95.04948241
"8567",181,"FKT AMBOHIMAHAVELONA","p_2017_08",129.5358939
"8568",182,"FKT AMBOHIMAHATSINJO","p_2017_08",120.0025109
"8569",183,"FKT FIADANANA NORD","p_2017_08",141.5239167
"8570",184,"FKT AMBODIMANGA","p_2017_08",147.0866921
"8571",185,"FKT FALIARIVO","p_2017_08",144.4658523
"8572",186,"FKT ANTARAMBAKANA","p_2017_08",134.8750826
"8573",187,"FKT SAHALALONA","p_2017_08",149.4285935
"8574",188,"FKT ANDRORANGAVOLA","p_2017_08",150.3347606
"8575",189,"FKT VOHIMENA","p_2017_08",154.6069143
"8576",190,"FKT MANARINONY","p_2017_08",133.4365789
"8577",191,"FKT ANDEMAKA NORD","p_2017_08",139.0321899
"8578",192,"FKT TSINJORANO","p_2017_08",130.3755341
"8579",193,"FKT SAHASOMANGANA","p_2017_08",123.0905033
"8580",194,"FKT MAROFOTSY","p_2017_08",120.2491614
"8581",0,"FKT ANTARALAVA","p_2017_09",94.1805373
"8582",1,"FKT SANDRASATY","p_2017_09",96.26564273
"8583",2,"FKT AMBOHIMITA","p_2017_09",97.98532729
"8584",3,"FKT ANALAMARINA","p_2017_09",100.11039
"8585",4,"FKT AMBALAFATAKANA EST","p_2017_09",108.5533439
"8586",5,"FKT AMBALAFARY","p_2017_09",110.4580397
"8587",6,"FKT MAROFOTOTRA","p_2017_09",102.3008078
"8588",7,"FKT AMBOHIMASINA","p_2017_09",106.8601173
"8589",8,"FKT BEFARY","p_2017_09",109.7690947
"8590",9,"FKT AMBATOHARANANAKELY","p_2017_09",108.7919137
"8591",10,"FKT AMBODIRAFIA EST","p_2017_09",105.817207
"8592",11,"FKT AMBATOHARANANA","p_2017_09",105.9294636
"8593",12,"FKT SANDRAKELY","p_2017_09",102.1922828
"8594",13,"FKT AMBOHINIHAONANA","p_2017_09",102.4758804
"8595",14,"FKT AMBODIMANGA EST","p_2017_09",106.0915204
"8596",15,"FKT AMBOHITSARA I","p_2017_09",104.6252451
"8597",16,"FKT SAHOFIKA","p_2017_09",103.9398045
"8598",17,"FKT ANDRORANGAVOLA VATOFOTSY","p_2017_09",91.76150392
"8599",18,"FKT TSARATANANA","p_2017_09",103.1361587
"8600",19,"FKT AMBODIGOAVY","p_2017_09",100.9608075
"8601",20,"FKT AMBODIMANGA OUEST","p_2017_09",98.5865805
"8602",21,"FKT VOHITRARIVO","p_2017_09",99.56055471
"8603",22,"FKT AMBOHIPO","p_2017_09",90.74717974
"8604",23,"FKT RANOMAFANA","p_2017_09",69.28838904
"8605",24,"FKT AMBATOLAHY","p_2017_09",64.78942238
"8606",25,"FKT TSARAMANDROSO","p_2017_09",80.55192462
"8607",26,"FKT VOHIMARINA","p_2017_09",82.06072845
"8608",27,"FKT MENARANO","p_2017_09",80.15049808
"8609",28,"FKT AMBODIAVIAVY","p_2017_09",83.97629709
"8610",29,"FKT AMPASIMPOTSY","p_2017_09",82.76503682
"8611",30,"FKT SAHANDRAZANA","p_2017_09",82.37644784
"8612",31,"FKT MAROTOKO","p_2017_09",97.31794769
"8613",32,"FKT AMBALAVIA","p_2017_09",92.30788402
"8614",33,"FKT AMBATOMITRATRAKA","p_2017_09",89.7241182
"8615",34,"FKT AMBARIJATSY","p_2017_09",92.44542649
"8616",35,"FKT AMBOHIMAHAVELONA","p_2017_09",92.10426384
"8617",36,"FKT AMBOATROTROKA","p_2017_09",94.50012666
"8618",37,"FKT MANDIAFASINA","p_2017_09",97.78665126
"8619",38,"FKT AMBODIARA SUD","p_2017_09",101.3175251
"8620",39,"FKT MANAMPANDRANA","p_2017_09",99.87015682
"8621",40,"FKT KIANJANOMBY","p_2017_09",95.17052451
"8622",41,"FKT MALAZAMASINA SUD","p_2017_09",106.2993254
"8623",42,"FKT MALAZAMASINA NORD","p_2017_09",84.50239519
"8624",43,"FKT ANTANJOMANGA","p_2017_09",89.25381612
"8625",44,"FKT BETAMPONA NORD","p_2017_09",90.09851241
"8626",45,"FKT AMBINANINDRANO","p_2017_09",95.7353416
"8627",46,"FKT TANAMBAO OUEST","p_2017_09",92.99646282
"8628",47,"FKT MANAKANA","p_2017_09",88.70535265
"8629",48,"FKT AMPASIMPOTSY","p_2017_09",90.40918377
"8630",49,"FKT MAROHARATRA","p_2017_09",95.68273017
"8631",50,"FKT SOANIERANA","p_2017_09",96.37798925
"8632",51,"FKT MALEMIAMBO","p_2017_09",94.08554465
"8633",52,"FKT AMPASIMADINIKAKELY","p_2017_09",92.29359528
"8634",53,"FKT AMBALAVOLO","p_2017_09",100.3817183
"8635",54,"FKT AMBOHITSARA EST","p_2017_09",105.9948984
"8636",55,"FKT ANIVORANO","p_2017_09",108.3464358
"8637",56,"FKT MAHATSARA","p_2017_09",99.79088664
"8638",57,"FKT SAHOMBY","p_2017_09",96.89696869
"8639",58,"FKT AMBODIMANGA","p_2017_09",105.8398384
"8640",59,"FKT AMPASIMADINIKA","p_2017_09",98.92972197
"8641",60,"FKT SAHAVATANA","p_2017_09",86.40575533
"8642",61,"FKT AMBODIVOANGY","p_2017_09",84.76165263
"8643",62,"FKT AMBOHINIHAONANA","p_2017_09",99.16680439
"8644",63,"FKT KIANJANOMBY","p_2017_09",89.95573143
"8645",64,"FKT AMPITAMBE","p_2017_09",92.52207726
"8646",65,"FKT MANDRIVANY","p_2017_09",89.53784807
"8647",66,"FKT AMBODIPAISO NORD","p_2017_09",90.00787789
"8648",67,"FKT AMBODIPAISO SUD","p_2017_09",91.89646912
"8649",68,"FKT KELILALINA","p_2017_09",88.28430527
"8650",69,"FKT ANDRANOMAINTY","p_2017_09",90.77458329
"8651",70,"FKT ANOSY","p_2017_09",87.63613752
"8652",71,"FKT FOTSIALANANA","p_2017_09",90.28974944
"8653",72,"FKT AMBALADINGANA","p_2017_09",87.91920907
"8654",73,"FKT AMBODIARA","p_2017_09",98.09629943
"8655",74,"FKT SAHAFITOROKA","p_2017_09",105.9021136
"8656",75,"FKT MAROMENA","p_2017_09",103.5162174
"8657",76,"FKT ANDRANOFOLAHINA","p_2017_09",95.34524635
"8658",77,"FKT AMBORAKA","p_2017_09",98.71999274
"8659",78,"FKT IFANADIANA","p_2017_09",103.0928646
