"","OBJEC","LIB_F","Date","Precipitation"
"4134",38,"FKT AMBODIARA SUD","p_2015_10",58.86891715
"4135",39,"FKT MANAMPANDRANA","p_2015_10",58.45165582
"4136",40,"FKT KIANJANOMBY","p_2015_10",55.73365076
"4137",41,"FKT MALAZAMASINA SUD","p_2015_10",58.65630012
"4138",42,"FKT MALAZAMASINA NORD","p_2015_10",53.91169315
"4139",43,"FKT ANTANJOMANGA","p_2015_10",52.53336849
"4140",44,"FKT BETAMPONA NORD","p_2015_10",51.60397313
"4141",45,"FKT AMBINANINDRANO","p_2015_10",54.73298733
"4142",46,"FKT TANAMBAO OUEST","p_2015_10",52.34322993
"4143",47,"FKT MANAKANA","p_2015_10",50.67544146
"4144",48,"FKT AMPASIMPOTSY","p_2015_10",51.22165078
"4145",49,"FKT MAROHARATRA","p_2015_10",53.72188837
"4146",50,"FKT SOANIERANA","p_2015_10",54.39775688
"4147",51,"FKT MALEMIAMBO","p_2015_10",53.22105342
"4148",52,"FKT AMPASIMADINIKAKELY","p_2015_10",51.22217893
"4149",53,"FKT AMBALAVOLO","p_2015_10",56.77250499
"4150",54,"FKT AMBOHITSARA EST","p_2015_10",59.30297887
"4151",55,"FKT ANIVORANO","p_2015_10",59.94317596
"4152",56,"FKT MAHATSARA","p_2015_10",54.98709771
"4153",57,"FKT SAHOMBY","p_2015_10",52.88577005
"4154",58,"FKT AMBODIMANGA","p_2015_10",59.06774844
"4155",59,"FKT AMPASIMADINIKA","p_2015_10",56.64181089
"4156",60,"FKT SAHAVATANA","p_2015_10",46.05646534
"4157",61,"FKT AMBODIVOANGY","p_2015_10",45.45751269
"4158",62,"FKT AMBOHINIHAONANA","p_2015_10",45.84647351
"4159",63,"FKT KIANJANOMBY","p_2015_10",44.27703697
"4160",64,"FKT AMPITAMBE","p_2015_10",44.5802531
"4161",65,"FKT MANDRIVANY","p_2015_10",44.24364405
"4162",66,"FKT AMBODIPAISO NORD","p_2015_10",44.17905963
"4163",67,"FKT AMBODIPAISO SUD","p_2015_10",45.29358673
"4164",68,"FKT KELILALINA","p_2015_10",44.30149976
"4165",69,"FKT ANDRANOMAINTY","p_2015_10",45.21936864
"4166",70,"FKT ANOSY","p_2015_10",44.55735755
"4167",71,"FKT FOTSIALANANA","p_2015_10",45.46264628
"4168",72,"FKT AMBALADINGANA","p_2015_10",46.08974738
"4169",73,"FKT AMBODIARA","p_2015_10",49.09579863
"4170",74,"FKT SAHAFITOROKA","p_2015_10",49.7360691
"4171",75,"FKT MAROMENA","p_2015_10",46.95793191
"4172",76,"FKT ANDRANOFOLAHINA","p_2015_10",45.42840557
"4173",77,"FKT AMBORAKA","p_2015_10",46.18313694
"4174",78,"FKT IFANADIANA","p_2015_10",47.8574882
"4175",79,"FKT ANTAFOTENINA","p_2015_10",48.08340908
"4176",80,"FKT AMBODIRAFIA II","p_2015_10",49.53011339
"4177",81,"FKT FENOARIVO I","p_2015_10",50.00835136
"4178",82,"FKT AMBINANINDRANOTELO","p_2015_10",47.77592377
"4179",83,"FKT ANKABOKA","p_2015_10",46.24148751
"4180",84,"FKT AMBIABE I","p_2015_10",47.24170872
"4181",85,"FKT ANDRANOMAINTSO","p_2015_10",51.50185443
"4182",86,"FKT FIADANANA NORD","p_2015_10",53.71571376
"4183",87,"FKT MORARANO","p_2015_10",54.15472213
"4184",88,"FKT AMPASIMBOLA I","p_2015_10",52.25875533
"4185",89,"FKT SAKAVANANA","p_2015_10",51.27779936
"4186",90,"FKT AMBODIARA NORD","p_2015_10",51.99400357
"4187",91,"FKT AMBINANISERY","p_2015_10",50.92399006
"4188",92,"FKT VOLOBE","p_2015_10",51.55117237
"4189",93,"FKT ANTENIMBELONA","p_2015_10",50.45917545
"4190",94,"FKT AMBOHINIHAONANA","p_2015_10",50.29048848
"4191",95,"FKT MAROVORAKA","p_2015_10",49.28098488
"4192",96,"FKT TSARATANANA","p_2015_10",49.06414682
"4193",97,"FKT TSARARIVOTRA","p_2015_10",49.79907699
"4194",98,"FKT BEFOTAKA","p_2015_10",49.30121613
"4195",99,"FKT AMBOHITSARA","p_2015_10",50.68813787
"4196",100,"FKT FASINTSARA","p_2015_10",50.2762351
"4197",101,"FKT AMBATOMANJAKA","p_2015_10",50.63765028
"4198",102,"FKT TSARAKIANJA","p_2015_10",49.93998272
"4199",103,"FKT SAHAKONDRO","p_2015_10",50.2814123
"4200",104,"FKT MANAKANA SUD","p_2015_10",51.68315887
"4201",105,"FKT AMBODIARA SUD","p_2015_10",50.63168787
"4202",106,"FKT AMPASINAMBO","p_2015_10",52.91117677
"4203",107,"FKT AMBODIVOANGY","p_2015_10",49.63553047
"4204",108,"FKT AMBALAPAISO","p_2015_10",51.17463377
"4205",109,"FKT AMPITOMITA","p_2015_10",55.07433379
"4206",110,"FKT ANIVORANO","p_2015_10",50.17153116
"4207",111,"FKT KIANJAVATO","p_2015_10",51.38631895
"4208",112,"FKT AMBATOVORY","p_2015_10",56.01435382
"4209",113,"FKT ANTSINDRA","p_2015_10",51.02987811
"4210",114,"FKT BEFOTAKA","p_2015_10",58.4926188
"4211",115,"FKT AMPITABE","p_2015_10",58.68045731
"4212",116,"FKT AMBOATROTROKA","p_2015_10",55.38545009
"4213",117,"FKT AMBINANIVATOMENA","p_2015_10",59.91553526
"4214",118,"FKT AMBODIARA I","p_2015_10",54.07833251
"4215",119,"FKT MORAFENO","p_2015_10",51.37168441
"4216",120,"FKT BETAMPONA","p_2015_10",54.70062869
"4217",121,"FKT ANDRANOMAITSO","p_2015_10",53.24876999
"4218",122,"FKT ANTARETRA","p_2015_10",55.98031891
"4219",123,"FKT AMBODIROTRA","p_2015_10",52.98726029
"4220",124,"FKT ANDONABE","p_2015_10",55.85493512
"4221",125,"FKT AMPASIMBE","p_2015_10",57.50196847
"4222",126,"FKT ANDRORANGAVOLA","p_2015_10",54.18555199
"4223",127,"FKT AMBODIFONTSINA","p_2015_10",50.99423047
"4224",128,"FKT AMBALATENINA","p_2015_10",50.87807056
"4225",129,"FKT AMBALAFASINA","p_2015_10",50.56196958
"4226",130,"FKT AMBOHIMAHAVELONA BETOHO","p_2015_10",51.44240793
"4227",131,"FKT NOSIBE SUD","p_2015_10",52.14754138
"4228",132,"FKT MANDRIAPOTSY","p_2015_10",52.31946743
"4229",133,"FKT AMBALAVAONA","p_2015_10",53.02503961
"4230",134,"FKT LAVAKIANJA SUD","p_2015_10",54.55818394
"4231",135,"FKT AMBODIARA NORD","p_2015_10",52.5582318
"4232",136,"FKT MAHASOA","p_2015_10",57.89107857
"4233",137,"FKT AMBODIRORANGA","p_2015_10",54.68316567
"4234",138,"FKT AMBOHIMISAFY","p_2015_10",55.26667021
"4235",139,"FKT AMBALATABAKA","p_2015_10",55.50884298
"4236",140,"FKT ANIVORANO","p_2015_10",56.57033315
"4237",141,"FKT AMPASIMPOTSY","p_2015_10",51.88672129
"4238",142,"FKT AMBOHIMIARINA","p_2015_10",47.57259008
"4239",143,"FKT MATSITSIRANO","p_2015_10",47.48732547
"4240",144,"FKT BETAMPO NORD","p_2015_10",46.16710591
"4241",145,"FKT ANDRORANGAVOLA SUD","p_2015_10",46.83426987
"4242",146,"FKT ANALAMPASINA","p_2015_10",47.49690367
"4243",147,"FKT ANALAVORY","p_2015_10",47.17378235
"4244",148,"FKT AMBARO","p_2015_10",45.74013061
"4245",149,"FKT AMBOHIMALAZA","p_2015_10",48.28057406
"4246",150,"FKT MANJIRIANA SUD","p_2015_10",46.72810905
"4247",151,"FKT MAROSATROKA","p_2015_10",49.50508438
"4248",152,"FKT MAROLANANANA","p_2015_10",48.08311666
"4249",153,"FKT AMBODIMANGA NORD","p_2015_10",48.66560527
"4250",154,"FKT VOHITRARIVO","p_2015_10",49.55928692
"4251",155,"FKT SOANIHERENANA NORD","p_2015_10",49.55385265
"4252",156,"FKT AMBALAVARY","p_2015_10",49.91815382
"4253",157,"FKT FASINTSARA ANDAKANA","p_2015_10",50.54395567
"4254",158,"FKT NOSIMBOAHANGY","p_2015_10",50.14407841
"4255",159,"FKT AMBALAHERANA","p_2015_10",50.03192816
"4256",160,"FKT ANDRORANGAVOLA NORD","p_2015_10",48.43809593
"4257",161,"FKT AMBOHIMIRANTY","p_2015_10",48.67974315
"4258",162,"FKT MANDROALINA","p_2015_10",49.4926205
"4259",163,"FKT MORARANO","p_2015_10",49.85452009
"4260",164,"FKT AMBOHIMANGA SUD","p_2015_10",48.69805358
"4261",165,"FKT SAHAMARANA","p_2015_10",49.01969283
"4262",166,"FKT MASOAROVANA","p_2015_10",48.62285061
"4263",167,"FKT AMBILANIBE","p_2015_10",49.75669098
"4264",168,"FKT AMBODIARA","p_2015_10",48.36600263
"4265",169,"FKT AMBODIVOASARY","p_2015_10",48.22559439
"4266",170,"FKT AMBATOFANOKONANA","p_2015_10",49.07888665
"4267",171,"FKT AMBODIRAFIA","p_2015_10",49.99617081
"4268",172,"FKT ANTANJONA","p_2015_10",50.15666842
"4269",173,"FKT FALIARIVO","p_2015_10",50.04520672
"4270",174,"FKT AMBOHIMIERA","p_2015_10",46.42985488
"4271",175,"FKT MAROMANANA","p_2015_10",45.70909122
"4272",176,"FKT AMBOLO","p_2015_10",45.81180908
"4273",177,"FKT AMBINANITOMAROSANA","p_2015_10",46.6277568
"4274",178,"FKT AMBOHIDAZA","p_2015_10",42.98677878
"4275",179,"FKT AMPANTSONA","p_2015_10",41.32662255
"4276",180,"FKT AMBOHIMILANJA","p_2015_10",43.35691131
"4277",181,"FKT AMBOHIMAHAVELONA","p_2015_10",47.53298529
"4278",182,"FKT AMBOHIMAHATSINJO","p_2015_10",46.68296939
"4279",183,"FKT FIADANANA NORD","p_2015_10",48.22540035
"4280",184,"FKT AMBODIMANGA","p_2015_10",48.76223366
"4281",185,"FKT FALIARIVO","p_2015_10",48.54149322
"4282",186,"FKT ANTARAMBAKANA","p_2015_10",48.13635686
"4283",187,"FKT SAHALALONA","p_2015_10",48.9414464
"4284",188,"FKT ANDRORANGAVOLA","p_2015_10",48.41796208
"4285",189,"FKT VOHIMENA","p_2015_10",47.93191344
"4286",190,"FKT MANARINONY","p_2015_10",47.52081726
"4287",191,"FKT ANDEMAKA NORD","p_2015_10",47.87247708
"4288",192,"FKT TSINJORANO","p_2015_10",47.42707062
"4289",193,"FKT SAHASOMANGANA","p_2015_10",47.09271829
"4290",194,"FKT MAROFOTSY","p_2015_10",46.75570637
"4291",0,"FKT ANTARALAVA","p_2015_11",157.6376142
"4292",1,"FKT SANDRASATY","p_2015_11",156.2441412
"4293",2,"FKT AMBOHIMITA","p_2015_11",158.0978151
"4294",3,"FKT ANALAMARINA","p_2015_11",158.4930997
"4295",4,"FKT AMBALAFATAKANA EST","p_2015_11",161.1547947
"4296",5,"FKT AMBALAFARY","p_2015_11",165.1102414
"4297",6,"FKT MAROFOTOTRA","p_2015_11",158.9895061
"4298",7,"FKT AMBOHIMASINA","p_2015_11",162.4574097
"4299",8,"FKT BEFARY","p_2015_11",166.3919836
"4300",9,"FKT AMBATOHARANANAKELY","p_2015_11",167.3450912
"4301",10,"FKT AMBODIRAFIA EST","p_2015_11",162.9084491
"4302",11,"FKT AMBATOHARANANA","p_2015_11",164.1314995
"4303",12,"FKT SANDRAKELY","p_2015_11",160.5579036
"4304",13,"FKT AMBOHINIHAONANA","p_2015_11",161.4442225
"4305",14,"FKT AMBODIMANGA EST","p_2015_11",164.8080472
"4306",15,"FKT AMBOHITSARA I","p_2015_11",162.8899435
"4307",16,"FKT SAHOFIKA","p_2015_11",162.958668
"4308",17,"FKT ANDRORANGAVOLA VATOFOTSY","p_2015_11",157.3443898
"4309",18,"FKT TSARATANANA","p_2015_11",161.0103106
"4310",19,"FKT AMBODIGOAVY","p_2015_11",159.7185624
"4311",20,"FKT AMBODIMANGA OUEST","p_2015_11",159.1971037
"4312",21,"FKT VOHITRARIVO","p_2015_11",159.3536429
"4313",22,"FKT AMBOHIPO","p_2015_11",156.4049964
"4314",23,"FKT RANOMAFANA","p_2015_11",149.8198796
"4315",24,"FKT AMBATOLAHY","p_2015_11",146.6167656
"4316",25,"FKT TSARAMANDROSO","p_2015_11",153.892602
"4317",26,"FKT VOHIMARINA","p_2015_11",156.3950894
"4318",27,"FKT MENARANO","p_2015_11",154.347496
"4319",28,"FKT AMBODIAVIAVY","p_2015_11",155.2629258
"4320",29,"FKT AMPASIMPOTSY","p_2015_11",155.4436177
"4321",30,"FKT SAHANDRAZANA","p_2015_11",157.4917187
"4322",31,"FKT MAROTOKO","p_2015_11",172.0266499
"4323",32,"FKT AMBALAVIA","p_2015_11",168.3444836
"4324",33,"FKT AMBATOMITRATRAKA","p_2015_11",166.9377771
"4325",34,"FKT AMBARIJATSY","p_2015_11",168.7897969
"4326",35,"FKT AMBOHIMAHAVELONA","p_2015_11",169.1540748
"4327",36,"FKT AMBOATROTROKA","p_2015_11",171.2721185
"4328",37,"FKT MANDIAFASINA","p_2015_11",171.3946072
"4329",38,"FKT AMBODIARA SUD","p_2015_11",173.1403123
"4330",39,"FKT MANAMPANDRANA","p_2015_11",173.2050914
"4331",40,"FKT KIANJANOMBY","p_2015_11",170.8457175
"4332",41,"FKT MALAZAMASINA SUD","p_2015_11",152.4206265
"4333",42,"FKT MALAZAMASINA NORD","p_2015_11",144.2403188
"4334",43,"FKT ANTANJOMANGA","p_2015_11",145.2287672
"4335",44,"FKT BETAMPONA NORD","p_2015_11",146.6111513
"4336",45,"FKT AMBINANINDRANO","p_2015_11",147.5133319
"4337",46,"FKT TANAMBAO OUEST","p_2015_11",147.2671897
"4338",47,"FKT MANAKANA","p_2015_11",146.4210295
"4339",48,"FKT AMPASIMPOTSY","p_2015_11",147.3332158
"4340",49,"FKT MAROHARATRA","p_2015_11",147.1369468
"4341",50,"FKT SOANIERANA","p_2015_11",147.0280394
"4342",51,"FKT MALEMIAMBO","p_2015_11",148.7025008
"4343",52,"FKT AMPASIMADINIKAKELY","p_2015_11",149.5536123
"4344",53,"FKT AMBALAVOLO","p_2015_11",147.3598064
"4345",54,"FKT AMBOHITSARA EST","p_2015_11",150.6001771
"4346",55,"FKT ANIVORANO","p_2015_11",152.8110238
"4347",56,"FKT MAHATSARA","p_2015_11",149.8457187
"4348",57,"FKT SAHOMBY","p_2015_11",151.1573629
"4349",58,"FKT AMBODIMANGA","p_2015_11",148.6131642
"4350",59,"FKT AMPASIMADINIKA","p_2015_11",148.6943716
"4351",60,"FKT SAHAVATANA","p_2015_11",158.9616142
"4352",61,"FKT AMBODIVOANGY","p_2015_11",155.0931972
"4353",62,"FKT AMBOHINIHAONANA","p_2015_11",160.6715089
"4354",63,"FKT KIANJANOMBY","p_2015_11",156.6565216
"4355",64,"FKT AMPITAMBE","p_2015_11",158.7834196
"4356",65,"FKT MANDRIVANY","p_2015_11",157.2313303
"4357",66,"FKT AMBODIPAISO NORD","p_2015_11",157.9436888
"4358",67,"FKT AMBODIPAISO SUD","p_2015_11",159.0150421
"4359",68,"FKT KELILALINA","p_2015_11",157.2886891
"4360",69,"FKT ANDRANOMAINTY","p_2015_11",158.7198968
"4361",70,"FKT ANOSY","p_2015_11",157.8574978
"4362",71,"FKT FOTSIALANANA","p_2015_11",159.2358909
"4363",72,"FKT AMBALADINGANA","p_2015_11",159.3494072
"4364",73,"FKT AMBODIARA","p_2015_11",165.751182
"4365",74,"FKT SAHAFITOROKA","p_2015_11",165.3760234
"4366",75,"FKT MAROMENA","p_2015_11",163.5485234
"4367",76,"FKT ANDRANOFOLAHINA","p_2015_11",160.149015
"4368",77,"FKT AMBORAKA","p_2015_11",162.0061072
"4369",78,"FKT IFANADIANA","p_2015_11",164.4763312
"4370",79,"FKT ANTAFOTENINA","p_2015_11",164.9414771
"4371",80,"FKT AMBODIRAFIA II","p_2015_11",165.7715902
"4372",81,"FKT FENOARIVO I","p_2015_11",166.3901784
"4373",82,"FKT AMBINANINDRANOTELO","p_2015_11",162.108583
"4374",83,"FKT ANKABOKA","p_2015_11",160.5483137
"4375",84,"FKT AMBIABE I","p_2015_11",163.7699252
"4376",85,"FKT ANDRANOMAINTSO","p_2015_11",151.4610647
"4377",86,"FKT FIADANANA NORD","p_2015_11",142.8144842
"4378",87,"FKT MORARANO","p_2015_11",143.4395814
"4379",88,"FKT AMPASIMBOLA I","p_2015_11",144.8451731
"4380",89,"FKT SAKAVANANA","p_2015_11",146.3556438
"4381",90,"FKT AMBODIARA NORD","p_2015_11",144.9254328
"4382",91,"FKT AMBINANISERY","p_2015_11",145.0144165
"4383",92,"FKT VOLOBE","p_2015_11",145.4044341
"4384",93,"FKT ANTENIMBELONA","p_2015_11",146.3154961
"4385",94,"FKT AMBOHINIHAONANA","p_2015_11",146.7014943
"4386",95,"FKT MAROVORAKA","p_2015_11",146.6796951
"4387",96,"FKT TSARATANANA","p_2015_11",147.0375705
"4388",97,"FKT TSARARIVOTRA","p_2015_11",147.5350662
"4389",98,"FKT BEFOTAKA","p_2015_11",147.5819702
"4390",99,"FKT AMBOHITSARA","p_2015_11",147.2433688
"4391",100,"FKT FASINTSARA","p_2015_11",147.2532688
"4392",101,"FKT AMBATOMANJAKA","p_2015_11",148.0904067
"4393",102,"FKT TSARAKIANJA","p_2015_11",148.8968979
"4394",103,"FKT SAHAKONDRO","p_2015_11",150.357223
"4395",104,"FKT MANAKANA SUD","p_2015_11",152.253418
"4396",105,"FKT AMBODIARA SUD","p_2015_11",150.4091473
"4397",106,"FKT AMPASINAMBO","p_2015_11",143.280978
"4398",107,"FKT AMBODIVOANGY","p_2015_11",146.1729732
"4399",108,"FKT AMBALAPAISO","p_2015_11",146.6884024
"4400",109,"FKT AMPITOMITA","p_2015_11",158.7672843
"4401",110,"FKT ANIVORANO","p_2015_11",152.9210431
"4402",111,"FKT KIANJAVATO","p_2015_11",152.2545106
"4403",112,"FKT AMBATOVORY","p_2015_11",156.143506
"4404",113,"FKT ANTSINDRA","p_2015_11",154.7724931
"4405",114,"FKT BEFOTAKA","p_2015_11",160.061316
"4406",115,"FKT AMPITABE","p_2015_11",162.1543701
"4407",116,"FKT AMBOATROTROKA","p_2015_11",171.336491
"4408",117,"FKT AMBINANIVATOMENA","p_2015_11",169.0542783
"4409",118,"FKT AMBODIARA I","p_2015_11",167.162951
"4410",119,"FKT MORAFENO","p_2015_11",165.91345
"4411",120,"FKT BETAMPONA","p_2015_11",167.8312433
"4412",121,"FKT ANDRANOMAITSO","p_2015_11",167.756562
"4413",122,"FKT ANTARETRA","p_2015_11",170.2592637
"4414",123,"FKT AMBODIROTRA","p_2015_11",168.6424825
"4415",124,"FKT ANDONABE","p_2015_11",171.0276725
"4416",125,"FKT AMPASIMBE","p_2015_11",172.9430569
"4417",126,"FKT ANDRORANGAVOLA","p_2015_11",169.5831
"4418",127,"FKT AMBODIFONTSINA","p_2015_11",166.7742048
"4419",128,"FKT AMBALATENINA","p_2015_11",166.7984795
"4420",129,"FKT AMBALAFASINA","p_2015_11",165.4859991
"4421",130,"FKT AMBOHIMAHAVELONA BETOHO","p_2015_11",166.6153633
"4422",131,"FKT NOSIBE SUD","p_2015_11",167.7028539
"4423",132,"FKT MANDRIAPOTSY","p_2015_11",167.9173898
"4424",133,"FKT AMBALAVAONA","p_2015_11",168.3281557
"4425",134,"FKT LAVAKIANJA SUD","p_2015_11",169.2637275
"4426",135,"FKT AMBODIARA NORD","p_2015_11",167.9442715
"4427",136,"FKT MAHASOA","p_2015_11",172.9159627
"4428",137,"FKT AMBODIRORANGA","p_2015_11",169.3586217
"4429",138,"FKT AMBOHIMISAFY","p_2015_11",169.7006276
"4430",139,"FKT AMBALATABAKA","p_2015_11",170.6086903
"4431",140,"FKT ANIVORANO","p_2015_11",171.2706894
"4432",141,"FKT AMPASIMPOTSY","p_2015_11",167.4647625
"4433",142,"FKT AMBOHIMIARINA","p_2015_11",152.464204
"4434",143,"FKT MATSITSIRANO","p_2015_11",148.4310846
"4435",144,"FKT BETAMPO NORD","p_2015_11",149.0621469
"4436",145,"FKT ANDRORANGAVOLA SUD","p_2015_11",149.8627633
"4437",146,"FKT ANALAMPASINA","p_2015_11",150.0976064
"4438",147,"FKT ANALAVORY","p_2015_11",150.8139191
"4439",148,"FKT AMBARO","p_2015_11",149.8406876
"4440",149,"FKT AMBOHIMALAZA","p_2015_11",151.6342127
"4441",150,"FKT MANJIRIANA SUD","p_2015_11",151.0600807
"4442",151,"FKT MAROSATROKA","p_2015_11",154.2043365
"4443",152,"FKT MAROLANANANA","p_2015_11",148.1961545
"4444",153,"FKT AMBODIMANGA NORD","p_2015_11",149.2237979
"4445",154,"FKT VOHITRARIVO","p_2015_11",149.0288239
"4446",155,"FKT SOANIHERENANA NORD","p_2015_11",149.9746267
"4447",156,"FKT AMBALAVARY","p_2015_11",151.9821586
"4448",157,"FKT FASINTSARA ANDAKANA","p_2015_11",152.3562821
"4449",158,"FKT NOSIMBOAHANGY","p_2015_11",152.7912207
"4450",159,"FKT AMBALAHERANA","p_2015_11",153.23814
"4451",160,"FKT ANDRORANGAVOLA NORD","p_2015_11",150.8289164
"4452",161,"FKT AMBOHIMIRANTY","p_2015_11",151.8706155
"4453",162,"FKT MANDROALINA","p_2015_11",152.7065953
"4454",163,"FKT MORARANO","p_2015_11",153.1912375
"4455",164,"FKT AMBOHIMANGA SUD","p_2015_11",152.9561133
"4456",165,"FKT SAHAMARANA","p_2015_11",153.2934104
"4457",166,"FKT MASOAROVANA","p_2015_11",153.1396149
"4458",167,"FKT AMBILANIBE","p_2015_11",153.8868713
"4459",168,"FKT AMBODIARA","p_2015_11",153.1365086
"4460",169,"FKT AMBODIVOASARY","p_2015_11",153.025698
"4461",170,"FKT AMBATOFANOKONANA","p_2015_11",153.0981213
"4462",171,"FKT AMBODIRAFIA","p_2015_11",154.3351565
"4463",172,"FKT ANTANJONA","p_2015_11",155.1027123
"4464",173,"FKT FALIARIVO","p_2015_11",154.8663828
"4465",174,"FKT AMBOHIMIERA","p_2015_11",152.0778025
"4466",175,"FKT MAROMANANA","p_2015_11",149.8459451
"4467",176,"FKT AMBOLO","p_2015_11",150.0081058
"4468",177,"FKT AMBINANITOMAROSANA","p_2015_11",151.7234383
"4469",178,"FKT AMBOHIDAZA","p_2015_11",145.5064574
"4470",179,"FKT AMPANTSONA","p_2015_11",143.3358618
"4471",180,"FKT AMBOHIMILANJA","p_2015_11",146.8718979
"4472",181,"FKT AMBOHIMAHAVELONA","p_2015_11",153.0857552
"4473",182,"FKT AMBOHIMAHATSINJO","p_2015_11",152.039797
"4474",183,"FKT FIADANANA NORD","p_2015_11",154.1000365
"4475",184,"FKT AMBODIMANGA","p_2015_11",154.4318711
"4476",185,"FKT FALIARIVO","p_2015_11",155.3600057
"4477",186,"FKT ANTARAMBAKANA","p_2015_11",154.6359389
"4478",187,"FKT SAHALALONA","p_2015_11",156.8002068
"4479",188,"FKT ANDRORANGAVOLA","p_2015_11",157.1335526
"4480",189,"FKT VOHIMENA","p_2015_11",158.7369486
"4481",190,"FKT MANARINONY","p_2015_11",155.2864187
"4482",191,"FKT ANDEMAKA NORD","p_2015_11",155.8983486
"4483",192,"FKT TSINJORANO","p_2015_11",155.0741577
"4484",193,"FKT SAHASOMANGANA","p_2015_11",153.7189558
"4485",194,"FKT MAROFOTSY","p_2015_11",152.9012969
"4486",0,"FKT ANTARALAVA","p_2015_12",324.8347986
"4487",1,"FKT SANDRASATY","p_2015_12",330.3788109
"4488",2,"FKT AMBOHIMITA","p_2015_12",330.5405773
"4489",3,"FKT ANALAMARINA","p_2015_12",329.643275
"4490",4,"FKT AMBALAFATAKANA EST","p_2015_12",298.2768263
"4491",5,"FKT AMBALAFARY","p_2015_12",293.4606534
"4492",6,"FKT MAROFOTOTRA","p_2015_12",324.4173593
"4493",7,"FKT AMBOHIMASINA","p_2015_12",310.7704221
"4494",8,"FKT BEFARY","p_2015_12",291.8637957
"4495",9,"FKT AMBATOHARANANAKELY","p_2015_12",293.8329753
"4496",10,"FKT AMBODIRAFIA EST","p_2015_12",317.1892268
"4497",11,"FKT AMBATOHARANANA","p_2015_12",323.2298679
"4498",12,"FKT SANDRAKELY","p_2015_12",330.9008912
"4499",13,"FKT AMBOHINIHAONANA","p_2015_12",328.7447153
"4500",14,"FKT AMBODIMANGA EST","p_2015_12",323.0847654
"4501",15,"FKT AMBOHITSARA I","p_2015_12",328.1629184
"4502",16,"FKT SAHOFIKA","p_2015_12",329.5607091
"4503",17,"FKT ANDRORANGAVOLA VATOFOTSY","p_2015_12",323.5366072
"4504",18,"FKT TSARATANANA","p_2015_12",329.6701539
"4505",19,"FKT AMBODIGOAVY","p_2015_12",328.5619419
"4506",20,"FKT AMBODIMANGA OUEST","p_2015_12",329.8810462
"4507",21,"FKT VOHITRARIVO","p_2015_12",329.1528115
"4508",22,"FKT AMBOHIPO","p_2015_12",321.2072019
"4509",23,"FKT RANOMAFANA","p_2015_12",298.3898567
"4510",24,"FKT AMBATOLAHY","p_2015_12",293.3169369
"4511",25,"FKT TSARAMANDROSO","p_2015_12",313.8871324
"4512",26,"FKT VOHIMARINA","p_2015_12",311.1301091
"4513",27,"FKT MENARANO","p_2015_12",313.5633121
"4514",28,"FKT AMBODIAVIAVY","p_2015_12",319.1621091
"4515",29,"FKT AMPASIMPOTSY","p_2015_12",315.2391225
"4516",30,"FKT SAHANDRAZANA","p_2015_12",310.4032912
"4517",31,"FKT MAROTOKO","p_2015_12",265.2716911
"4518",32,"FKT AMBALAVIA","p_2015_12",282.7041243
"4519",33,"FKT AMBATOMITRATRAKA","p_2015_12",277.266685
"4520",34,"FKT AMBARIJATSY","p_2015_12",279.0122206
"4521",35,"FKT AMBOHIMAHAVELONA","p_2015_12",272.6844221
"4522",36,"FKT AMBOATROTROKA","p_2015_12",268.8889942
"4523",37,"FKT MANDIAFASINA","p_2015_12",266.7817084
"4524",38,"FKT AMBODIARA SUD","p_2015_12",257.7411453
"4525",39,"FKT MANAMPANDRANA","p_2015_12",260.0068257
"4526",40,"FKT KIANJANOMBY","p_2015_12",269.763138
"4527",41,"FKT MALAZAMASINA SUD","p_2015_12",325.4178512
"4528",42,"FKT MALAZAMASINA NORD","p_2015_12",331.552774
"4529",43,"FKT ANTANJOMANGA","p_2015_12",337.2681744
"4530",44,"FKT BETAMPONA NORD","p_2015_12",337.9901058
"4531",45,"FKT AMBINANINDRANO","p_2015_12",338.913052
"4532",46,"FKT TANAMBAO OUEST","p_2015_12",337.4080076
"4533",47,"FKT MANAKANA","p_2015_12",337.8467183
"4534",48,"FKT AMPASIMPOTSY","p_2015_12",336.5695221
"4535",49,"FKT MAROHARATRA","p_2015_12",336.7755802
"4536",50,"FKT SOANIERANA","p_2015_12",335.2718852
"4537",51,"FKT MALEMIAMBO","p_2015_12",333.0019826
"4538",52,"FKT AMPASIMADINIKAKELY","p_2015_12",335.8302537
"4539",53,"FKT AMBALAVOLO","p_2015_12",335.6567278
"4540",54,"FKT AMBOHITSARA EST","p_2015_12",330.4883557
"4541",55,"FKT ANIVORANO","p_2015_12",336.3617843
"4542",56,"FKT MAHATSARA","p_2015_12",327.0596564
"4543",57,"FKT SAHOMBY","p_2015_12",330.4978726
"4544",58,"FKT AMBODIMANGA","p_2015_12",332.6505806
"4545",59,"FKT AMPASIMADINIKA","p_2015_12",330.7870107
"4546",60,"FKT SAHAVATANA","p_2015_12",312.8034575
"4547",61,"FKT AMBODIVOANGY","p_2015_12",317.1946382
"4548",62,"FKT AMBOHINIHAONANA","p_2015_12",328.9268795
"4549",63,"FKT KIANJANOMBY","p_2015_12",323.8863831
"4550",64,"FKT AMPITAMBE","p_2015_12",325.7531313
"4551",65,"FKT MANDRIVANY","p_2015_12",324.005841
"4552",66,"FKT AMBODIPAISO NORD","p_2015_12",323.9876584
