OBJEC,LIB_P,LIB_R,LIB_D,LIB_C,LIB_F,p_2014_01,p_2014_02,p_2014_03,p_2014_04,p_2014_05,p_2014_06,p_2014_07,p_2014_08,p_2014_09,p_2014_10,p_2014_11,p_2014_12,p_2015_01,p_2015_02,p_2015_03,p_2015_04,p_2015_05,p_2015_06,p_2015_07,p_2015_08,p_2015_09,p_2015_10,p_2015_11,p_2015_12,p_2016_01,p_2016_02,p_2016_03,p_2016_04,p_2016_05,p_2016_06,p_2016_07,p_2016_08,p_2016_09,p_2016_10,p_2016_11,p_2016_12,p_2017_01,p_2017_02,p_2017_03,p_2017_04,p_2017_05,p_2017_06,p_2017_07,p_2017_08,p_2017_09,p_2017_10,p_2017_11,p_2017_12,tmx_2014_0,tmx_2014_1,tmx_2014_2,tmx_2014_3,tmx_2014_4,tmx_2014_5,tmx_2014_6,tmx_2014_7,tmx_2014_8,tmx_2014_9,tmx_201410,tmx_201411,tmx_2015_0,tmx_2015_1,tmx_2015_2,tmx_2015_3,tmx_2015_4,tmx_2015_5,tmx_2015_6,tmx_2015_7,tmx_2015_8,tmx_2015_9,tmx_201510,tmx_201511,tmx_2016_0,tmx_2016_1,tmx_2016_2,tmx_2016_3,tmx_2016_4,tmx_2016_5,tmx_2016_6,tmx_2016_7,tmx_2016_8,tmx_2016_9,tmx_201610,tmx_201611,tmx_2017_0,tmx_2017_1,tmx_2017_2,tmx_2017_3,tmx_2017_4,tmx_2017_5,tmx_2017_6,tmx_2017_7,tmx_2017_8,tmx_2017_9,tmx_201710,tmx_201711,tmn_2014_0,tmn_2014_1,tmn_2014_2,tmn_2014_3,tmn_2014_4,tmn_2014_5,tmn_2014_6,tmn_2014_7,tmn_2014_8,tmn_2014_9,tmn_201410,tmn_201411,tmn_2015_0,tmn_2015_1,tmn_2015_2,tmn_2015_3,tmn_2015_4,tmn_2015_5,tmn_2015_6,tmn_2015_7,tmn_2015_8,tmn_2015_9,tmn_201510,tmn_201511,tmn_2016_0,tmn_2016_1,tmn_2016_2,tmn_2016_3,tmn_2016_4,tmn_2016_5,tmn_2016_6,tmn_2016_7,tmn_2016_8,tmn_2016_9,tmn_201610,tmn_201611,tmn_2017_0,tmn_2017_1,tmn_2017_2,tmn_2017_3,tmn_2017_4,tmn_2017_5,tmn_2017_6,tmn_2017_7,tmn_2017_8,tmn_2017_9,tmn_201710,tmn_201711
43,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT MALAZAMASINA NORD,323.5843016,189.0044274,321.5740273,46.09731291,38.93721057,60.83539585,108.2286883,34.62391254,22.91039119,16.38300322,260.0165855,236.2820631,314.152709,307.5653495,229.197981,45.43367763,93.92745972,49.00302081,34.46057501,83.76011997,27.84456499,53.91169315,144.2403188,331.552774,331.5646954,166.0857728,400.3295259,58.3860447,68.32548086,129.3655382,37.18353234,32.68653761,20.96314714,26.58975141,57.25865949,114.190379,163.817489,213.9204346,391.9940135,140.8692247,40.8376517,70.46293082,148.2804765,143.6754535,84.50239519,54.07210677,274.5309952,396.3958575,26.98305057,27.14456429,26.50423575,25.6503853,23.8847174,22.55565713,21.14195293,21.48621097,22.87792956,25.33484055,27.13357028,27.47382513,26.75517234,26.7450368,26.42893619,25.98220182,24.51306758,22.55836212,21.23891986,21.18606692,22.6779288,25.90207954,27.00569201,28.1017027,27.35090641,27.5472681,27.22893542,26.0822022,23.11197777,21.45565675,20.43891874,21.28635479,22.77792918,25.60208031,25.3015693,27.67003142,27.45090679,27.17637998,26.8289358,25.88220144,24.51306758,22.95565675,21.34162378,21.49000532,23.20960044,25.80587314,26.70156891,27.1733536,18.39979196,18.34291639,17.62319029,16.22518544,13.54520339,12.46049377,11.93108878,11.98121941,12.82362004,14.67689932,16.55660401,17.87614593,18.17191373,17.9433875,17.54789072,16.55700187,14.17355263,12.46319838,12.0280554,11.68107616,12.6236196,15.24413705,16.42872586,18.50402347,18.76764781,18.74562021,18.34788996,16.65700223,12.77246279,11.36049379,11.22805515,11.78136336,12.72361966,14.94413755,14.72460229,18.07235146,18.86764775,18.37473165,17.94789034,16.45700147,14.17355263,12.86049379,12.13075971,11.9850138,13.15529138,15.14793085,16.12460255,17.57567396
44,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT ANTANJOMANGA,344.4405992,200.5987692,351.7983866,50.47804631,41.87344041,69.57649199,125.159367,40.40356767,24.46966651,16.8340173,255.7902504,240.2081224,334.3320174,323.6530515,252.3993128,50.22230683,99.94679552,55.84335914,40.79866457,95.82471327,29.53599278,52.53336849,145.2287672,337.2681744,353.2199385,177.7279723,438.0492939,63.28659191,72.32164065,146.7574842,43.81747441,38.11518986,22.49948289,26.8187908,59.60182527,119.7886015,177.2218472,228.5588707,426.8397136,150.4675005,43.58846497,79.97519627,171.5527807,163.5455691,89.25381612,52.69423106,270.3405468,403.6459571,28.27326674,28.32809402,27.71656871,26.90412895,25.18435923,23.83768585,22.58597904,22.93062984,24.3373005,26.59799087,28.34151859,28.79919544,28.05607399,27.9280944,27.62939676,27.22663002,25.80155105,23.84204851,22.68161547,22.6306287,24.13729974,27.17454762,28.22432561,29.41638842,28.65076692,28.73245781,28.42939613,27.32662978,24.40060663,22.73768547,21.88161446,22.73062908,24.2373006,26.87454839,26.51901801,28.99388936,28.7507673,28.35059462,28.02939637,27.12662964,25.80155105,24.23768547,22.7859779,22.93593655,24.65979966,27.07985573,27.91901763,28.49919621,19.43786426,19.42228442,18.70030328,17.35345766,14.51501456,13.50634859,12.94735608,13.07491156,13.86891943,15.75863959,17.6076918,18.90694816,19.22067152,19.02228406,18.61313146,17.67595811,15.13220635,13.510712,13.04299234,12.77491232,13.66891897,16.33519526,17.4904993,19.52413985,19.81536458,19.82664821,19.41313069,17.77595837,13.7312619,12.4063482,12.24299215,12.87491175,13.76891905,16.03519603,15.78519088,19.10164079,19.91536366,19.44478386,19.01313107,17.5759576,15.13220635,13.9063482,13.14735596,13.08021922,14.191419,16.24050185,17.18519132,18.60694892
45,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT BETAMPONA NORD,347.3047024,202.5825107,351.8381677,50.63067434,40.69149108,69.02371342,124.4272077,40.32303045,24.55526721,16.93872969,254.494876,239.676041,336.9505986,326.002971,252.9731491,50.78502001,97.27916601,55.04210899,40.82930486,95.07581454,29.5676895,51.60397313,146.6111513,337.9901058,356.5067825,180.5062882,439.0445597,63.26375449,69.83502986,145.5300728,43.72759981,37.96211424,22.63932575,26.88500859,60.67322667,121.2516039,179.6790202,232.6028988,425.7931827,150.3656101,42.09562113,78.9276303,170.9691453,162.1161109,90.09851241,51.77076244,269.3398573,405.5131676,28.40974043,28.42617885,27.81780962,27.02850802,25.31110625,23.95766528,22.72859286,23.07872226,24.49759654,26.73426397,28.4340728,28.9434579,28.19752877,28.02739582,27.72619042,27.34386956,25.92453594,23.96027881,22.82494299,22.77854175,24.29759578,27.31873155,28.32186022,29.55567049,28.79334414,28.82879305,28.52618966,27.44386878,24.52418181,22.8576649,22.02494185,22.87890167,24.39759692,27.01873231,26.61785593,29.14049181,28.89334452,28.44153813,28.12619004,27.24386918,25.92453594,24.3576649,22.9275549,23.08168912,24.812776,27.22169909,28.01785568,28.64224182,19.49056327,19.50337215,18.80164985,17.42713922,14.5740644,13.56247941,12.99732352,13.1387123,13.92543856,15.82915602,17.67617193,18.97122514,19.27835162,19.10458766,18.71003066,17.7424996,15.1874923,13.56509346,13.09367272,12.8385333,13.72543873,16.41362299,17.56396066,19.58343753,19.87416698,19.90598635,19.51002989,17.84249998,13.78713932,12.46247902,12.29367253,12.93889233,13.82543818,16.11362376,15.85995548,19.16825859,19.97416731,19.51873139,19.11003027,17.64249921,15.1874923,13.96247902,13.19628658,13.14167969,14.24061794,16.31658933,17.25995612,18.67000891
46,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT AMBINANINDRANO,354.4368177,207.8074384,364.5755526,54.2652402,44.98911126,74.56989772,136.2220364,44.79682137,26.79836119,18.25832198,256.144394,242.2830041,344.1144509,332.5095078,263.239079,54.16679473,105.7010842,59.98724832,45.5062772,104.1315935,32.14254922,54.73298733,147.5133319,338.913052,363.4762382,184.9585314,453.0678818,67.40519407,76.5986056,155.6462158,48.71542156,42.30862333,24.72717301,28.56251366,62.47219994,123.7662255,185.0941696,236.8862659,440.8049913,157.3199721,46.6771279,85.31786062,186.3584701,176.688227,95.7353416,54.89695404,270.6798888,405.1091773,28.70149234,28.68652845,28.12184301,27.31411046,25.60660809,24.26499741,23.09529501,23.41799958,24.79446619,26.95410818,28.66918029,29.20618812,28.49247201,28.28652883,28.02072324,27.6344501,26.21562918,24.27513776,23.18515519,23.11799844,24.59446543,27.53259148,28.56015881,29.81520781,29.08115358,29.09666715,28.82072373,27.7344491,24.81444947,23.16499703,22.38515404,23.21799882,24.69446594,27.23259224,26.84884063,29.39486982,29.18115397,28.70686682,28.42072286,27.53444972,26.21562918,24.66499703,23.29529386,23.42931739,25.11480407,27.44391014,28.24884039,28.9061885,19.94197017,19.94112513,19.23611087,17.87064794,15.10493662,14.05672893,13.50836902,13.63071598,14.41145236,16.24554246,18.09571697,19.37266731,19.73295022,19.54112399,19.13499236,18.19098621,15.71395611,14.06686783,13.59822961,13.33071674,14.21145193,16.82402444,17.98669577,19.98168739,20.32163267,20.35126383,19.93499159,18.29098659,14.31277778,12.95672855,12.79822942,13.43071617,14.31145198,16.52402521,16.27537714,19.5613494,20.4216318,19.9614635,19.53499198,18.09098582,15.71395611,14.45672855,13.70836945,13.6420344,14.7317903,16.7353426,17.67537735,19.07266808
47,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT TANAMBAO OUEST,350.8905856,206.5332845,355.1969938,52.76897868,41.19946456,71.23300346,128.9442406,41.79639586,25.41336463,17.8120359,250.9711747,238.6952845,340.3169832,330.5450837,256.4950194,53.35800203,98.05825686,56.52356998,42.94219812,97.31908639,30.46393621,52.34322993,147.2671897,337.4080076,360.499897,185.254484,443.7408549,65.51256919,69.93478942,149.5526578,45.82500438,39.29782712,23.51539361,27.98778844,62.12657793,123.3997468,183.4406811,238.767379,428.3136838,154.573959,42.33510494,80.93869511,177.422955,165.4444346,92.99646282,52.51893254,265.9253165,405.495341,28.5034492,28.52775194,27.92866325,27.16243142,25.45929648,24.06447808,22.89688106,23.23877196,24.64014645,26.82546479,28.48051389,29.02564692,28.29887404,28.12931444,27.82919457,27.46968842,26.06543529,24.06695978,22.99291468,22.93869493,24.44014569,27.41816304,28.37593792,29.63022244,28.89470687,28.93023223,28.6291938,27.56968872,24.66531265,22.9644777,22.19291353,23.03884719,24.54014609,27.1181638,26.67184633,29.22304304,28.99470725,28.53500706,28.22919418,27.36968803,26.06543529,24.4644777,23.09539374,23.2413766,24.94732666,27.32076627,28.07184706,28.72408551,19.62457405,19.62129382,18.96095504,17.57297369,14.72896382,13.70977023,13.13171559,13.30056274,14.09473148,16.00029828,17.84834522,19.13381543,19.41999888,19.22285448,18.86148636,17.88023061,15.33510052,13.71225141,13.22774736,13.00048757,13.89473167,16.59299584,17.74377044,19.73839094,20.01583171,20.02377411,19.66148559,17.98023099,13.93497796,12.60976985,12.42774717,13.10063919,13.9947311,16.29299661,16.03967845,19.33121149,20.11583209,19.62854894,19.26148597,17.78023022,15.33510052,14.10976985,13.33022889,13.30316687,14.40191082,16.49559899,17.43967958,18.83225401
48,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT MANAKANA,344.8747467,201.047527,345.8831858,49.90749031,38.66565826,66.57372703,119.6982145,38.69664678,23.87575043,16.76735608,252.0011179,238.2887452,334.4164886,323.7149175,248.6202693,50.37768533,93.09158757,52.73049409,39.17993138,91.38962132,28.74582503,50.67544146,146.4210295,337.8467183,354.3332643,179.797002,432.7836196,62.37197113,66.29785341,140.8255393,41.89642689,36.34521229,22.04526331,26.69505513,60.38375021,121.1210265,178.3803581,232.4655727,418.1119411,149.1879554,39.81013566,75.88190156,164.9644642,156.0140488,88.70535265,50.84818826,267.0568698,406.453493,28.34825084,28.36556955,27.74836865,26.96905372,25.25232958,23.89014964,22.66827968,23.02289701,24.47999158,26.70159022,28.37018442,28.88787651,28.13779528,27.96956703,27.65467849,27.28011362,25.86678376,23.89029712,22.7645689,22.72246392,24.27999082,27.29094465,28.25972916,29.49833213,28.7336281,28.76571673,28.45467773,27.38011392,24.46676299,22.79014926,21.96456776,22.82333114,24.37998981,26.99094541,26.55599617,29.08770872,28.83362848,28.37662786,28.05467811,27.18011324,25.86678376,24.29014926,22.86471486,23.02306557,24.79061468,27.19111289,27.95599579,28.58387871,19.34117533,19.35088884,18.64728166,17.25980554,14.36763454,13.34633359,12.77685732,12.92835379,13.71321757,15.67261952,17.51291223,18.82720805,19.13071977,18.95488588,18.55359149,17.57086536,14.98208773,13.34648111,12.87314541,12.62792113,13.51321776,16.26197354,17.40245706,19.43766367,19.7265526,19.75103602,19.35359073,17.67086574,13.58206704,12.24633321,12.07314522,12.72878758,13.61321719,15.9619743,15.69872311,19.02703879,19.82655298,19.36194715,18.95359111,17.47086497,14.98208773,13.74633321,12.97329327,12.92852238,14.02384192,16.16214171,17.09872368,18.52321025
49,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT AMPASIMPOTSY,347.2021682,203.5270684,347.3147609,51.63671408,39.72256819,68.87780568,123.3175055,39.75531817,24.44541773,17.47350421,249.8358021,237.1121717,336.6060855,326.0830998,250.6247844,52.43445936,95.14110468,54.38027331,40.91619954,92.8142005,29.31524513,51.22165078,147.3332158,336.5695221,356.9416822,182.9726459,434.8079176,64.16170529,67.4585927,145.0624061,43.62440061,37.31128096,22.63849272,27.55632022,61.84616675,122.7613954,181.2665418,236.4682435,418.5826867,152.3011844,40.68778895,78.10876691,170.0682618,157.9911402,90.40918377,51.40035506,264.9811762,405.3231171,28.34770281,28.37733551,27.75739874,26.99948845,25.29680599,23.90585373,22.71476284,23.06462857,24.49451495,26.70684656,28.34068828,28.87739944,28.14370996,27.98114951,27.65723946,27.30399451,25.90461398,23.90619125,22.81077114,22.76446853,24.29451419,27.302488,28.23669565,29.48139365,28.73954279,28.77767249,28.45723869,27.4039949,24.50459969,22.80585335,22.01076999,22.86478671,24.39451457,27.00248877,26.53268798,29.07704802,28.83954317,28.38183868,28.05723908,27.20399413,25.90461398,24.30585335,22.91110697,23.06498076,24.79886036,27.20283965,27.93268776,28.57358658,19.38556209,19.38685691,18.74517301,17.30439003,14.43742571,13.42281098,12.83301687,13.01454326,13.79885463,15.75580586,17.59961738,18.90359776,19.18156925,18.99066901,18.64501373,17.60889609,15.04523258,13.42314842,12.92902326,12.71438513,13.59885482,16.35144556,17.49562492,19.50759197,19.77740207,19.78719389,19.44501297,17.70889648,13.6452183,12.3228106,12.12902307,12.81470323,13.69885424,16.05144632,15.79161637,19.10324634,19.87740245,19.39136008,19.04501335,17.50889571,15.04523258,13.8228106,13.02936108,13.01489537,14.10319909,16.25179721,17.19161703,18.5997849
50,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT MAROHARATRA,353.8797316,209.6364514,362.0075446,54.33711532,43.29028898,73.8784468,134.6481295,44.07111676,26.47724326,18.35206251,251.2885247,239.2647423,343.3483705,334.7647353,261.8351333,54.76329372,102.2051673,58.90283809,45.15611508,102.0559746,31.69655132,53.72188837,147.1369468,336.7755802,363.3642093,187.7950704,451.2810581,67.31419288,73.28715448,154.4246619,48.19913452,41.50770207,24.49680195,28.66556705,62.64698054,123.9941465,185.6501856,241.3095121,436.4934603,157.5350833,44.58420406,84.02721422,184.85199,173.1413435,95.68273017,53.89540594,266.0275129,403.9193524,28.64594502,28.66732559,28.09519604,27.31902685,25.61265222,24.2237109,23.08176129,23.40692781,24.78394182,26.93129852,28.60399513,29.15185338,28.44202579,28.26732598,27.99341872,27.62889054,26.21657216,24.2294078,23.17606627,23.10692667,24.58394105,27.52118876,28.50007478,29.75577182,29.03608209,29.07302061,28.79341796,27.72889092,24.81632495,23.12371052,22.37606513,23.20692705,24.68394143,27.22118953,26.79412993,29.34590965,29.13608247,28.67718814,28.39341834,27.52889016,26.21657216,24.62371052,23.28176015,23.4128723,25.0938051,27.42713137,28.19413105,28.85185374,19.86294508,19.85573718,19.1816963,17.82238036,15.02271182,13.98306453,13.41738042,13.5731036,14.37582561,16.23885697,18.08675739,19.36085512,19.65902626,19.45573606,19.07991899,18.13224405,15.62662951,13.98876047,13.51168391,13.27310437,14.1758258,16.82874722,17.98283855,19.96477396,20.25308215,20.2614322,19.87991822,18.23224444,14.2263823,12.88306414,12.71168372,13.37310379,14.27582523,16.52874798,16.27689329,19.5549118,20.35308253,19.86559973,19.47991861,18.03224367,15.62662951,14.38306414,13.61738023,13.57904734,14.68568835,16.73468942,17.67689482,19.06085588
51,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT SOANIERANA,354.4125743,210.8027805,363.6655768,55.02182233,44.49817282,74.80508429,136.1761049,45.00158665,26.85677679,18.6539187,251.1695826,238.7011002,343.9323166,336.1359202,263.3164974,55.38197508,104.5843496,59.78636182,45.87842012,103.8254899,32.117899,54.39775688,147.0280394,335.2718852,363.8147578,188.7687452,452.8591182,68.07806018,75.18776924,155.9566741,48.96552706,42.41478439,24.85143918,29.03122661,62.9384164,123.9534968,186.3576648,242.1838492,438.4282468,158.571955,45.8661112,85.10074594,186.7341662,175.9257701,96.37798925,54.5704111,265.7924212,401.7235258,28.70778121,28.72545605,28.16926645,27.3859082,25.67222041,24.30140783,23.16652213,23.47958974,24.85169035,26.9769673,28.65834228,29.20194222,28.50413334,28.32545643,28.06506591,27.69769936,26.27604738,24.30943541,23.25849591,23.17958859,24.65168958,27.56485984,28.55469375,29.80558893,29.09578924,29.13348228,28.86506514,27.79769974,24.87573001,23.20140745,22.45849476,23.27958898,24.75168996,27.2648382,26.8463485,29.39377683,29.19578962,28.73724607,28.46506553,27.59769898,26.27604738,24.70140745,23.36634181,23.4877334,25.16348064,27.47300223,28.24652836,28.90194213,19.96252363,19.95732654,19.27615356,17.91003749,15.14325289,14.08105287,13.52386182,13.67078282,14.47433657,16.3314353,18.17166325,19.44958857,19.75887652,19.55732585,19.17195302,18.22182866,15.74707829,14.08907954,13.61583458,13.37078358,14.2743368,16.91932784,18.06801568,20.05323613,20.35053159,20.36535275,19.97195226,18.32182904,14.34676093,12.98105249,12.81583439,13.47078301,14.37433619,16.61930621,16.3596696,19.64142411,20.45053197,19.96911654,19.57195264,18.12182828,15.74707829,14.48105249,13.72368242,13.67892604,14.78612682,16.82746939,17.75985029,19.14958933
52,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT MALEMIAMBO,351.7170619,211.9759784,355.2451538,54.96320255,44.77216577,72.79400868,131.511971,44.01498087,26.42395187,19.06181644,248.8268432,237.0244697,341.3003004,335.3198179,258.7673322,55.82761389,104.4884844,58.00171223,45.1671476,99.85023379,31.39845561,53.22105342,148.7025008,333.0019826,361.2651687,191.0513253,442.5642536,67.70845164,74.71146765,150.8801152,48.01355149,41.36046651,24.52095221,29.24148274,65.03555531,125.8793905,187.4114116,244.9699804,426.964876,155.5316245,45.80648312,82.26555372,180.5064662,168.649266,94.08554465,53.40082996,263.5094625,399.3001727,28.44557634,28.42760998,27.8899724,27.09814226,25.37801117,24.0099886,22.86493867,23.16336508,24.53505409,26.66993687,28.36595179,28.90839484,28.24550999,28.02761036,27.78411905,27.40388886,25.98193238,24.0197624,22.95516528,22.86336394,24.33505333,27.26418853,28.26588539,29.50845973,28.83573371,28.83738484,28.58411829,27.50388924,24.58192989,22.90998822,22.15516414,22.96336432,24.43505371,26.96394544,26.55610796,29.10247187,28.93573409,28.43335543,28.18411867,27.30388848,25.98193238,24.40998822,23.06108458,23.16904308,24.84079774,27.16986799,27.95996243,28.60839413,19.71674935,19.72157764,19.07577381,17.66510064,14.936739,13.85964065,13.28209648,13.42032204,14.2278159,16.10666523,17.90019889,19.22889104,19.5166826,19.32157612,18.96992047,17.97084724,15.54065829,13.86941444,13.37232213,13.1203228,14.02781629,16.70091689,17.80013252,19.82895741,20.10690632,20.13135103,19.7699197,18.07084762,14.1406558,12.75964027,12.57232194,13.22032223,14.12781552,16.4006738,16.09035509,19.42296995,20.2069067,19.72732162,19.36992008,17.87084686,15.54065829,14.25964027,13.47824241,13.42600096,14.53356101,16.60659487,17.49420956,18.9288918
53,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT AMPASIMADINIKAKELY,348.6393555,208.4163497,346.9441153,54.15444365,42.68543476,70.04474208,124.4066368,41.69109455,25.46630974,18.44309206,248.1218383,237.4322087,338.1069717,330.1854353,252.4501108,55.41709745,100.6745052,55.35343456,42.46437609,94.97263354,30.26819473,51.22217893,149.5536123,335.8302537,358.4766055,188.5221851,433.7674649,66.8814278,71.2890587,145.9873901,45.07349265,39.02943733,23.6544596,28.44477548,64.81234544,126.2859475,185.3440941,242.8656756,416.7722981,155.0279955,43.42965926,78.89903151,171.4125196,160.826869,92.29359528,51.4084259,263.1749236,404.0414816,28.1949202,28.19180948,27.60799555,26.82791449,25.11421518,23.71752568,22.53933943,22.87330067,24.289471,26.48553715,28.15359376,28.66374126,27.99446594,27.79531676,27.50391753,27.12919165,25.72309984,23.72347542,22.63006814,22.57327981,24.08947029,27.08444669,28.05313988,29.26419508,28.58517575,28.59759362,28.30391676,27.22919203,24.32310022,22.6175253,21.83006803,22.67331963,24.18947062,26.78438997,26.34386848,28.86288196,28.68517613,28.19308528,27.90391714,27.02919127,25.72309984,24.1175253,22.73092784,22.87410298,24.59072631,26.98524889,27.74879247,28.36040087,19.33189925,19.35268651,18.7277393,17.27097395,14.47306911,13.44331711,12.82715396,12.9915018,13.78920273,15.70850213,17.50392942,18.8693357,19.13144498,18.95619193,18.62366153,17.5722511,15.08195308,13.4492662,12.9178827,12.69148284,13.58920292,16.30741079,17.40347554,19.4697898,19.72215479,19.75847037,19.42366077,17.67225149,13.68195294,12.34331673,12.11788245,12.79152181,13.68920235,16.00735396,15.69420394,19.06847668,19.82215517,19.35396204,19.02366115,17.47225072,15.08195308,13.84331673,13.01874301,12.9923043,14.09045892,16.20821283,17.09912813,18.56599559
54,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT AMBALAVOLO,360.2800986,214.0756822,376.5933803,57.48541664,47.78580553,79.15740562,144.4226053,48.57687246,28.60041652,19.23590545,255.2020276,241.0910773,349.9280178,341.0089002,272.838195,57.27877192,110.9579181,63.99526257,48.92692097,111.6458281,34.19380307,56.77250499,147.3598064,335.6567278,369.2898665,190.6041217,466.8426092,71.07378659,80.81296893,164.0186518,52.3313386,45.96177513,26.42017264,29.7778949,63.48458213,124.3072444,189.5725552,243.1770608,454.8131382,163.7907454,49.61673109,90.51246055,197.0550132,188.7290678,100.3817183,56.93536253,269.4782274,400.3776485,29.08479268,29.1021378,28.5561744,27.74453398,26.03010781,24.69624941,23.60223644,23.89702842,25.24716824,27.31464009,29.00848829,29.58022905,28.87856527,28.70213818,28.44662112,28.06786137,26.63634219,24.7120364,23.68644929,23.59702727,25.04716748,27.88999386,28.90226044,30.18645599,29.46145786,29.51792462,29.24662063,28.16786099,25.23502145,23.59624903,22.88644815,23.69702765,25.14716786,27.5899936,27.18515271,29.76312909,29.56145824,29.12546405,28.84662074,27.96786099,26.63634219,25.09624903,23.80222814,23.91412832,25.57049374,27.80709264,28.58515949,29.28022923,20.3632209,20.35882057,19.66347446,18.30707186,15.57826471,14.48449185,13.93760783,14.08359854,14.8697378,16.71793355,18.54047209,19.81508297,20.15699407,19.95881963,19.55392146,18.63039898,16.18449831,14.50027851,14.02182033,13.78359903,14.66973786,17.29328704,18.43424425,20.42131,20.73988739,20.77460793,20.35392069,18.73039887,14.78317782,13.38449119,13.22182014,13.88359898,14.76973742,16.99328574,16.71713593,19.9979831,20.83988646,20.38214682,19.95392108,18.5303981,16.18449831,14.88449147,14.13760037,14.10069833,15.19306411,17.21038523,18.1171433,19.51508373
55,FIANARANTSOA,VATOVAVY FITOVINANY,IFANADIANA,MAROHARATRA,FKT AMBOHITSARA EST,369.6905083,227.4688071,385.9458134,61.54348753,50.39664205,82.26606079,147.7071251,52.70428314,31.06835072,21.79433581,251.8818541,238.368744,359.1760775,356.3134842,283.1417135,62.1057985,114.4151314,66.49098837,52.22630693,116.7875866,36.67293432,59.30297887,150.6001771,330.4883557,379.1257601,204.6707852,477.6733099,75.27655078,83.06336666,167.745442,55.4685774,49.70502006,28.85800173,32.70131073,68.10244953,128.3626329,200.0114477,259.9839547,463.3707492,167.7735976,51.77716413,93.03677453,201.3264249,195.7460636,105.9948984,59.48651023,266.0714714,393.8748049,29.36368968,29.39860581,28.89922833,28.11220624,26.37852317,25.0376224,24.04610663,24.33438178,25.61039847,27.58227475,29.2092023,29.86998734,29.16368945,28.9986062,28.78065503,28.42955694,26.98423739,25.06190914,24.12182028,24.03438172,25.41039771,28.1649254,29.109203,30.46998737,29.7394031,29.82289218,29.58065427,28.52955733,25.58423667,23.93762202,23.32182051,24.13438102,25.51039809,27.86370309,27.3849155,30.05141357,29.83940376,29.41595645,29.18065465,28.32955656,26.98423739,25.43762202,24.24039328,24.35173242,25.92774881,28.08227475,28.79062786,29.56998775,20.8056138,20.78070479,20.10500303,18.78412449,16.09926935,14.9725956,14.4173488,14.56773532,15.36227097,17.20825915,19.01631706,20.30037877,20.60561332,20.38070326,19.9864283,19.10147553,16.7049818,14.99688233,14.49306149,14.26773594,15.16227107,17.79090809,18.91631667,20.90037915,21.18132696,21.20499114,20.78642754,19.20147557,15.30498218,13.87259521,13.6930613,14.36773551,15.26227059,17.48968577,17.19202809,20.48180581,21.28132706,20.79805542,20.38642792,19.0014748,16.7049818,15.37259521,14.61163545,14.58508568,15.67962134,17.70825772,18.59774153,20.00037953
