"","OBJEC","LIB_F","Date","maxT"
"2285",139,"FKT AMBALATABAKA","tmx_201411",29.6417438
"2286",140,"FKT ANIVORANO","tmx_201411",29.76934976
"2287",141,"FKT AMPASIMPOTSY","tmx_201411",29.07060845
"2288",142,"FKT AMBOHIMIARINA","tmx_201411",28.8972757
"2289",143,"FKT MATSITSIRANO","tmx_201411",28.50284528
"2290",144,"FKT BETAMPO NORD","tmx_201411",27.69252373
"2291",145,"FKT ANDRORANGAVOLA SUD","tmx_201411",28.68313331
"2292",146,"FKT ANALAMPASINA","tmx_201411",28.96639344
"2293",147,"FKT ANALAVORY","tmx_201411",28.43548393
"2294",148,"FKT AMBARO","tmx_201411",27.78603479
"2295",149,"FKT AMBOHIMALAZA","tmx_201411",29.11378363
"2296",150,"FKT MANJIRIANA SUD","tmx_201411",28.57764949
"2297",151,"FKT MAROSATROKA","tmx_201411",28.87738143
"2298",152,"FKT MAROLANANANA","tmx_201411",29.17413926
"2299",153,"FKT AMBODIMANGA NORD","tmx_201411",29.11475188
"2300",154,"FKT VOHITRARIVO","tmx_201411",29.07502044
"2301",155,"FKT SOANIHERENANA NORD","tmx_201411",29.06507533
"2302",156,"FKT AMBALAVARY","tmx_201411",28.90185109
"2303",157,"FKT FASINTSARA ANDAKANA","tmx_201411",28.84648128
"2304",158,"FKT NOSIMBOAHANGY","tmx_201411",28.73833964
"2305",159,"FKT AMBALAHERANA","tmx_201411",28.83266298
"2306",160,"FKT ANDRORANGAVOLA NORD","tmx_201411",29.02140832
"2307",161,"FKT AMBOHIMIRANTY","tmx_201411",29.08278515
"2308",162,"FKT MANDROALINA","tmx_201411",28.89491376
"2309",163,"FKT MORARANO","tmx_201411",28.85675919
"2310",164,"FKT AMBOHIMANGA SUD","tmx_201411",28.97025515
"2311",165,"FKT SAHAMARANA","tmx_201411",28.93862407
"2312",166,"FKT MASOAROVANA","tmx_201411",28.94146689
"2313",167,"FKT AMBILANIBE","tmx_201411",28.95014763
"2314",168,"FKT AMBODIARA","tmx_201411",28.95221746
"2315",169,"FKT AMBODIVOASARY","tmx_201411",28.85612959
"2316",170,"FKT AMBATOFANOKONANA","tmx_201411",28.78127186
"2317",171,"FKT AMBODIRAFIA","tmx_201411",28.96591295
"2318",172,"FKT ANTANJONA","tmx_201411",29.08433376
"2319",173,"FKT FALIARIVO","tmx_201411",29.03406472
"2320",174,"FKT AMBOHIMIERA","tmx_201411",26.93032831
"2321",175,"FKT MAROMANANA","tmx_201411",27.91135881
"2322",176,"FKT AMBOLO","tmx_201411",28.02648122
"2323",177,"FKT AMBINANITOMAROSANA","tmx_201411",28.18701528
"2324",178,"FKT AMBOHIDAZA","tmx_201411",26.23862381
"2325",179,"FKT AMPANTSONA","tmx_201411",25.75697616
"2326",180,"FKT AMBOHIMILANJA","tmx_201411",26.02082967
"2327",181,"FKT AMBOHIMAHAVELONA","tmx_201411",28.50831283
"2328",182,"FKT AMBOHIMAHATSINJO","tmx_201411",27.99525622
"2329",183,"FKT FIADANANA NORD","tmx_201411",28.74417573
"2330",184,"FKT AMBODIMANGA","tmx_201411",28.59935913
"2331",185,"FKT FALIARIVO","tmx_201411",28.69458323
"2332",186,"FKT ANTARAMBAKANA","tmx_201411",28.65621692
"2333",187,"FKT SAHALALONA","tmx_201411",28.83784876
"2334",188,"FKT ANDRORANGAVOLA","tmx_201411",28.91938223
"2335",189,"FKT VOHIMENA","tmx_201411",28.91000233
"2336",190,"FKT MANARINONY","tmx_201411",27.46418201
"2337",191,"FKT ANDEMAKA NORD","tmx_201411",28.60738122
"2338",192,"FKT TSINJORANO","tmx_201411",27.88134384
"2339",193,"FKT SAHASOMANGANA","tmx_201411",27.01312445
"2340",194,"FKT MAROFOTSY","tmx_201411",27.67617507
"2341",0,"FKT ANTARALAVA","tmx_2015_0",28.12570899
"2342",1,"FKT SANDRASATY","tmx_2015_0",28.22107129
"2343",2,"FKT AMBOHIMITA","tmx_2015_0",28.56415991
"2344",3,"FKT ANALAMARINA","tmx_2015_0",28.4831791
"2345",4,"FKT AMBALAFATAKANA EST","tmx_2015_0",29.81376094
"2346",5,"FKT AMBALAFARY","tmx_2015_0",29.76133261
"2347",6,"FKT MAROFOTOTRA","tmx_2015_0",28.6352981
"2348",7,"FKT AMBOHIMASINA","tmx_2015_0",29.27632912
"2349",8,"FKT BEFARY","tmx_2015_0",29.59738733
"2350",9,"FKT AMBATOHARANANAKELY","tmx_2015_0",29.4333979
"2351",10,"FKT AMBODIRAFIA EST","tmx_2015_0",28.98850093
"2352",11,"FKT AMBATOHARANANA","tmx_2015_0",28.77749624
"2353",12,"FKT SANDRAKELY","tmx_2015_0",28.63903487
"2354",13,"FKT AMBOHINIHAONANA","tmx_2015_0",28.53629149
"2355",14,"FKT AMBODIMANGA EST","tmx_2015_0",28.78648494
"2356",15,"FKT AMBOHITSARA I","tmx_2015_0",28.62618848
"2357",16,"FKT SAHOFIKA","tmx_2015_0",28.7344195
"2358",17,"FKT ANDRORANGAVOLA VATOFOTSY","tmx_2015_0",27.90186404
"2359",18,"FKT TSARATANANA","tmx_2015_0",28.67298057
"2360",19,"FKT AMBODIGOAVY","tmx_2015_0",28.74794744
"2361",20,"FKT AMBODIMANGA OUEST","tmx_2015_0",28.2029307
"2362",21,"FKT VOHITRARIVO","tmx_2015_0",28.44770228
"2363",22,"FKT AMBOHIPO","tmx_2015_0",27.61578496
"2364",23,"FKT RANOMAFANA","tmx_2015_0",25.82026958
"2365",24,"FKT AMBATOLAHY","tmx_2015_0",25.45648088
"2366",25,"FKT TSARAMANDROSO","tmx_2015_0",26.77288633
"2367",26,"FKT VOHIMARINA","tmx_2015_0",27.61313667
"2368",27,"FKT MENARANO","tmx_2015_0",27.28891588
"2369",28,"FKT AMBODIAVIAVY","tmx_2015_0",27.7503559
"2370",29,"FKT AMPASIMPOTSY","tmx_2015_0",27.66024619
"2371",30,"FKT SAHANDRAZANA","tmx_2015_0",28.04194877
"2372",31,"FKT MAROTOKO","tmx_2015_0",29.37589456
"2373",32,"FKT AMBALAVIA","tmx_2015_0",29.23456121
"2374",33,"FKT AMBATOMITRATRAKA","tmx_2015_0",29.21459891
"2375",34,"FKT AMBARIJATSY","tmx_2015_0",29.32505723
"2376",35,"FKT AMBOHIMAHAVELONA","tmx_2015_0",29.46922801
"2377",36,"FKT AMBOATROTROKA","tmx_2015_0",29.49716101
"2378",37,"FKT MANDIAFASINA","tmx_2015_0",29.46215796
"2379",38,"FKT AMBODIARA SUD","tmx_2015_0",29.67917946
"2380",39,"FKT MANAMPANDRANA","tmx_2015_0",29.5787093
"2381",40,"FKT KIANJANOMBY","tmx_2015_0",29.27394134
"2382",41,"FKT MALAZAMASINA SUD","tmx_2015_0",29.19488833
"2383",42,"FKT MALAZAMASINA NORD","tmx_2015_0",26.75517234
"2384",43,"FKT ANTANJOMANGA","tmx_2015_0",28.05607399
"2385",44,"FKT BETAMPONA NORD","tmx_2015_0",28.19752877
"2386",45,"FKT AMBINANINDRANO","tmx_2015_0",28.49247201
"2387",46,"FKT TANAMBAO OUEST","tmx_2015_0",28.29887404
"2388",47,"FKT MANAKANA","tmx_2015_0",28.13779528
"2389",48,"FKT AMPASIMPOTSY","tmx_2015_0",28.14370996
"2390",49,"FKT MAROHARATRA","tmx_2015_0",28.44202579
"2391",50,"FKT SOANIERANA","tmx_2015_0",28.50413334
"2392",51,"FKT MALEMIAMBO","tmx_2015_0",28.24550999
"2393",52,"FKT AMPASIMADINIKAKELY","tmx_2015_0",27.99446594
"2394",53,"FKT AMBALAVOLO","tmx_2015_0",28.87856527
"2395",54,"FKT AMBOHITSARA EST","tmx_2015_0",29.16368945
"2396",55,"FKT ANIVORANO","tmx_2015_0",28.7731297
"2397",56,"FKT MAHATSARA","tmx_2015_0",28.90789509
"2398",57,"FKT SAHOMBY","tmx_2015_0",28.31444314
"2399",58,"FKT AMBODIMANGA","tmx_2015_0",29.18748253
"2400",59,"FKT AMPASIMADINIKA","tmx_2015_0",29.02411449
"2401",60,"FKT SAHAVATANA","tmx_2015_0",28.31177497
"2402",61,"FKT AMBODIVOANGY","tmx_2015_0",27.20678905
"2403",62,"FKT AMBOHINIHAONANA","tmx_2015_0",28.60683097
"2404",63,"FKT KIANJANOMBY","tmx_2015_0",28.11203446
"2405",64,"FKT AMPITAMBE","tmx_2015_0",28.40851463
"2406",65,"FKT MANDRIVANY","tmx_2015_0",28.20597854
"2407",66,"FKT AMBODIPAISO NORD","tmx_2015_0",28.37977705
"2408",67,"FKT AMBODIPAISO SUD","tmx_2015_0",28.30816917
"2409",68,"FKT KELILALINA","tmx_2015_0",28.24321144
"2410",69,"FKT ANDRANOMAINTY","tmx_2015_0",28.28083719
"2411",70,"FKT ANOSY","tmx_2015_0",28.13603504
"2412",71,"FKT FOTSIALANANA","tmx_2015_0",28.28850401
"2413",72,"FKT AMBALADINGANA","tmx_2015_0",28.35264808
"2414",73,"FKT AMBODIARA","tmx_2015_0",28.62276201
"2415",74,"FKT SAHAFITOROKA","tmx_2015_0",28.86003047
"2416",75,"FKT MAROMENA","tmx_2015_0",28.74536185
"2417",76,"FKT ANDRANOFOLAHINA","tmx_2015_0",28.46202671
"2418",77,"FKT AMBORAKA","tmx_2015_0",28.55555992
"2419",78,"FKT IFANADIANA","tmx_2015_0",28.69184202
"2420",79,"FKT ANTAFOTENINA","tmx_2015_0",28.65720159
"2421",80,"FKT AMBODIRAFIA II","tmx_2015_0",28.45470257
"2422",81,"FKT FENOARIVO I","tmx_2015_0",28.69580209
"2423",82,"FKT AMBINANINDRANOTELO","tmx_2015_0",28.51316152
"2424",83,"FKT ANKABOKA","tmx_2015_0",28.48512062
"2425",84,"FKT AMBIABE I","tmx_2015_0",28.6557273
"2426",85,"FKT ANDRANOMAINTSO","tmx_2015_0",28.04092477
"2427",86,"FKT FIADANANA NORD","tmx_2015_0",25.41719851
"2428",87,"FKT MORARANO","tmx_2015_0",25.5221743
"2429",88,"FKT AMPASIMBOLA I","tmx_2015_0",26.92788275
"2430",89,"FKT SAKAVANANA","tmx_2015_0",27.60159445
"2431",90,"FKT AMBODIARA NORD","tmx_2015_0",26.98582286
"2432",91,"FKT AMBINANISERY","tmx_2015_0",27.57657468
"2433",92,"FKT VOLOBE","tmx_2015_0",26.6399543
"2434",93,"FKT ANTENIMBELONA","tmx_2015_0",28.12723694
"2435",94,"FKT AMBOHINIHAONANA","tmx_2015_0",28.10818428
"2436",95,"FKT MAROVORAKA","tmx_2015_0",28.21928573
"2437",96,"FKT TSARATANANA","tmx_2015_0",28.30739911
"2438",97,"FKT TSARARIVOTRA","tmx_2015_0",28.27973693
"2439",98,"FKT BEFOTAKA","tmx_2015_0",28.31480598
"2440",99,"FKT AMBOHITSARA","tmx_2015_0",28.15779553
"2441",100,"FKT FASINTSARA","tmx_2015_0",28.1364611
"2442",101,"FKT AMBATOMANJAKA","tmx_2015_0",28.19662565
"2443",102,"FKT TSARAKIANJA","tmx_2015_0",28.30963745
"2444",103,"FKT SAHAKONDRO","tmx_2015_0",28.26361656
"2445",104,"FKT MANAKANA SUD","tmx_2015_0",27.95602226
"2446",105,"FKT AMBODIARA SUD","tmx_2015_0",28.203998
"2447",106,"FKT AMPASINAMBO","tmx_2015_0",25.7827342
"2448",107,"FKT AMBODIVOANGY","tmx_2015_0",27.94453186
"2449",108,"FKT AMBALAPAISO","tmx_2015_0",27.73034973
"2450",109,"FKT AMPITOMITA","tmx_2015_0",29.16525238
"2451",110,"FKT ANIVORANO","tmx_2015_0",28.02136979
"2452",111,"FKT KIANJAVATO","tmx_2015_0",28.27514788
"2453",112,"FKT AMBATOVORY","tmx_2015_0",29.28009791
"2454",113,"FKT ANTSINDRA","tmx_2015_0",28.51053276
"2455",114,"FKT BEFOTAKA","tmx_2015_0",29.23350957
"2456",115,"FKT AMPITABE","tmx_2015_0",29.55322817
"2457",116,"FKT AMBOATROTROKA","tmx_2015_0",28.86483507
"2458",117,"FKT AMBINANIVATOMENA","tmx_2015_0",30.08501316
"2459",118,"FKT AMBODIARA I","tmx_2015_0",29.45334572
"2460",119,"FKT MORAFENO","tmx_2015_0",29.03989862
"2461",120,"FKT BETAMPONA","tmx_2015_0",29.50662544
"2462",121,"FKT ANDRANOMAITSO","tmx_2015_0",29.13448504
"2463",122,"FKT ANTARETRA","tmx_2015_0",29.18318019
"2464",123,"FKT AMBODIROTRA","tmx_2015_0",28.69578651
"2465",124,"FKT ANDONABE","tmx_2015_0",28.89053118
"2466",125,"FKT AMPASIMBE","tmx_2015_0",29.14264029
"2467",126,"FKT ANDRORANGAVOLA","tmx_2015_0",29.10579808
"2468",127,"FKT AMBODIFONTSINA","tmx_2015_0",28.34867478
"2469",128,"FKT AMBALATENINA","tmx_2015_0",28.88133629
"2470",129,"FKT AMBALAFASINA","tmx_2015_0",28.79052676
"2471",130,"FKT AMBOHIMAHAVELONA BETOHO","tmx_2015_0",28.8863315
"2472",131,"FKT NOSIBE SUD","tmx_2015_0",29.05178226
"2473",132,"FKT MANDRIAPOTSY","tmx_2015_0",29.12006544
"2474",133,"FKT AMBALAVAONA","tmx_2015_0",29.14521347
"2475",134,"FKT LAVAKIANJA SUD","tmx_2015_0",29.29155629
"2476",135,"FKT AMBODIARA NORD","tmx_2015_0",28.60104621
"2477",136,"FKT MAHASOA","tmx_2015_0",29.45630866
"2478",137,"FKT AMBODIRORANGA","tmx_2015_0",29.15517384
"2479",138,"FKT AMBOHIMISAFY","tmx_2015_0",29.2712432
"2480",139,"FKT AMBALATABAKA","tmx_2015_0",29.38940149
"2481",140,"FKT ANIVORANO","tmx_2015_0",29.49614826
"2482",141,"FKT AMPASIMPOTSY","tmx_2015_0",28.74286313
"2483",142,"FKT AMBOHIMIARINA","tmx_2015_0",28.16523412
"2484",143,"FKT MATSITSIRANO","tmx_2015_0",27.77795581
"2485",144,"FKT BETAMPO NORD","tmx_2015_0",26.964797
"2486",145,"FKT ANDRORANGAVOLA SUD","tmx_2015_0",27.92722879
"2487",146,"FKT ANALAMPASINA","tmx_2015_0",28.22777979
"2488",147,"FKT ANALAVORY","tmx_2015_0",27.6794796
"2489",148,"FKT AMBARO","tmx_2015_0",27.05619177
"2490",149,"FKT AMBOHIMALAZA","tmx_2015_0",28.36320877
"2491",150,"FKT MANJIRIANA SUD","tmx_2015_0",27.85048696
"2492",151,"FKT MAROSATROKA","tmx_2015_0",28.21710556
"2493",152,"FKT MAROLANANANA","tmx_2015_0",28.44312029
"2494",153,"FKT AMBODIMANGA NORD","tmx_2015_0",28.39611394
"2495",154,"FKT VOHITRARIVO","tmx_2015_0",28.35565383
"2496",155,"FKT SOANIHERENANA NORD","tmx_2015_0",28.34920597
"2497",156,"FKT AMBALAVARY","tmx_2015_0",28.20134513
"2498",157,"FKT FASINTSARA ANDAKANA","tmx_2015_0",28.14231267
"2499",158,"FKT NOSIMBOAHANGY","tmx_2015_0",28.04796129
"2500",159,"FKT AMBALAHERANA","tmx_2015_0",28.1249312
"2501",160,"FKT ANDRORANGAVOLA NORD","tmx_2015_0",28.31642914
"2502",161,"FKT AMBOHIMIRANTY","tmx_2015_0",28.34796725
"2503",162,"FKT MANDROALINA","tmx_2015_0",28.1836758
"2504",163,"FKT MORARANO","tmx_2015_0",28.13753938
"2505",164,"FKT AMBOHIMANGA SUD","tmx_2015_0",28.24828636
"2506",165,"FKT SAHAMARANA","tmx_2015_0",28.22662288
"2507",166,"FKT MASOAROVANA","tmx_2015_0",28.22989944
"2508",167,"FKT AMBILANIBE","tmx_2015_0",28.25800705
"2509",168,"FKT AMBODIARA","tmx_2015_0",28.228595
"2510",169,"FKT AMBODIVOASARY","tmx_2015_0",28.12939416
"2511",170,"FKT AMBATOFANOKONANA","tmx_2015_0",28.07846264
"2512",171,"FKT AMBODIRAFIA","tmx_2015_0",28.30232702
"2513",172,"FKT ANTANJONA","tmx_2015_0",28.48823147
"2514",173,"FKT FALIARIVO","tmx_2015_0",28.42704597
"2515",174,"FKT AMBOHIMIERA","tmx_2015_0",26.35172648
"2516",175,"FKT MAROMANANA","tmx_2015_0",27.20775908
"2517",176,"FKT AMBOLO","tmx_2015_0",27.32281597
"2518",177,"FKT AMBINANITOMAROSANA","tmx_2015_0",27.48846402
"2519",178,"FKT AMBOHIDAZA","tmx_2015_0",25.57063156
"2520",179,"FKT AMPANTSONA","tmx_2015_0",25.07807005
"2521",180,"FKT AMBOHIMILANJA","tmx_2015_0",25.42631145
"2522",181,"FKT AMBOHIMAHAVELONA","tmx_2015_0",27.78819375
"2523",182,"FKT AMBOHIMAHATSINJO","tmx_2015_0",27.30769931
"2524",183,"FKT FIADANANA NORD","tmx_2015_0",28.02342895
"2525",184,"FKT AMBODIMANGA","tmx_2015_0",27.93064918
"2526",185,"FKT FALIARIVO","tmx_2015_0",28.01891971
"2527",186,"FKT ANTARAMBAKANA","tmx_2015_0",27.94424172
"2528",187,"FKT SAHALALONA","tmx_2015_0",28.2266889
"2529",188,"FKT ANDRORANGAVOLA","tmx_2015_0",28.3322476
"2530",189,"FKT VOHIMENA","tmx_2015_0",28.36160348
"2531",190,"FKT MANARINONY","tmx_2015_0",26.95030807
"2532",191,"FKT ANDEMAKA NORD","tmx_2015_0",27.97781388
"2533",192,"FKT TSINJORANO","tmx_2015_0",27.32449341
"2534",193,"FKT SAHASOMANGANA","tmx_2015_0",26.49306393
"2535",194,"FKT MAROFOTSY","tmx_2015_0",27.03462821
"2536",0,"FKT ANTARALAVA","tmx_2015_1",27.92859683
"2537",1,"FKT SANDRASATY","tmx_2015_1",28.0217399
"2538",2,"FKT AMBOHIMITA","tmx_2015_1",28.38492723
"2539",3,"FKT ANALAMARINA","tmx_2015_1",28.2849534
"2540",4,"FKT AMBALAFATAKANA EST","tmx_2015_1",29.58518492
"2541",5,"FKT AMBALAFARY","tmx_2015_1",29.52674004
"2542",6,"FKT MAROFOTOTRA","tmx_2015_1",28.39913133
"2543",7,"FKT AMBOHIMASINA","tmx_2015_1",29.00101378
"2544",8,"FKT BEFARY","tmx_2015_1",29.36301013
"2545",9,"FKT AMBATOHARANANAKELY","tmx_2015_1",29.1803847
"2546",10,"FKT AMBODIRAFIA EST","tmx_2015_1",28.69705504
"2547",11,"FKT AMBATOHARANANA","tmx_2015_1",28.46260265
"2548",12,"FKT SANDRAKELY","tmx_2015_1",28.4426719
"2549",13,"FKT AMBOHINIHAONANA","tmx_2015_1",28.26496579
"2550",14,"FKT AMBODIMANGA EST","tmx_2015_1",28.49386681
"2551",15,"FKT AMBOHITSARA I","tmx_2015_1",28.33418579
"2552",16,"FKT SAHOFIKA","tmx_2015_1",28.47609774
"2553",17,"FKT ANDRORANGAVOLA VATOFOTSY","tmx_2015_1",27.68145763
"2554",18,"FKT TSARATANANA","tmx_2015_1",28.45335199
"2555",19,"FKT AMBODIGOAVY","tmx_2015_1",28.54488748
"2556",20,"FKT AMBODIMANGA OUEST","tmx_2015_1",28.04229405
"2557",21,"FKT VOHITRARIVO","tmx_2015_1",28.26951827
"2558",22,"FKT AMBOHIPO","tmx_2015_1",27.43639918
"2559",23,"FKT RANOMAFANA","tmx_2015_1",25.62238508
"2560",24,"FKT AMBATOLAHY","tmx_2015_1",25.27989712
"2561",25,"FKT TSARAMANDROSO","tmx_2015_1",26.57017181
"2562",26,"FKT VOHIMARINA","tmx_2015_1",27.35091534
"2563",27,"FKT MENARANO","tmx_2015_1",27.0335684
"2564",28,"FKT AMBODIAVIAVY","tmx_2015_1",27.47972031
"2565",29,"FKT AMPASIMPOTSY","tmx_2015_1",27.37054777
"2566",30,"FKT SAHANDRAZANA","tmx_2015_1",27.75167288
"2567",31,"FKT MAROTOKO","tmx_2015_1",29.03180762
"2568",32,"FKT AMBALAVIA","tmx_2015_1",28.92354217
"2569",33,"FKT AMBATOMITRATRAKA","tmx_2015_1",28.8848009
"2570",34,"FKT AMBARIJATSY","tmx_2015_1",29.00519588
"2571",35,"FKT AMBOHIMAHAVELONA","tmx_2015_1",29.13703614
"2572",36,"FKT AMBOATROTROKA","tmx_2015_1",29.16827639
"2573",37,"FKT MANDIAFASINA","tmx_2015_1",29.11653421
"2574",38,"FKT AMBODIARA SUD","tmx_2015_1",29.38062528
"2575",39,"FKT MANAMPANDRANA","tmx_2015_1",29.2598253
"2576",40,"FKT KIANJANOMBY","tmx_2015_1",28.90391607
"2577",41,"FKT MALAZAMASINA SUD","tmx_2015_1",29.01811805
"2578",42,"FKT MALAZAMASINA NORD","tmx_2015_1",26.7450368
"2579",43,"FKT ANTANJOMANGA","tmx_2015_1",27.9280944
"2580",44,"FKT BETAMPONA NORD","tmx_2015_1",28.02739582
"2581",45,"FKT AMBINANINDRANO","tmx_2015_1",28.28652883
"2582",46,"FKT TANAMBAO OUEST","tmx_2015_1",28.12931444
"2583",47,"FKT MANAKANA","tmx_2015_1",27.96956703
"2584",48,"FKT AMPASIMPOTSY","tmx_2015_1",27.98114951
"2585",49,"FKT MAROHARATRA","tmx_2015_1",28.26732598
"2586",50,"FKT SOANIERANA","tmx_2015_1",28.32545643
"2587",51,"FKT MALEMIAMBO","tmx_2015_1",28.02761036
"2588",52,"FKT AMPASIMADINIKAKELY","tmx_2015_1",27.79531676
"2589",53,"FKT AMBALAVOLO","tmx_2015_1",28.70213818
"2590",54,"FKT AMBOHITSARA EST","tmx_2015_1",28.9986062
"2591",55,"FKT ANIVORANO","tmx_2015_1",28.62811458
"2592",56,"FKT MAHATSARA","tmx_2015_1",28.70053446
"2593",57,"FKT SAHOMBY","tmx_2015_1",28.12538677
"2594",58,"FKT AMBODIMANGA","tmx_2015_1",29.03546206
"2595",59,"FKT AMPASIMADINIKA","tmx_2015_1",28.80631337
"2596",60,"FKT SAHAVATANA","tmx_2015_1",27.96531008
"2597",61,"FKT AMBODIVOANGY","tmx_2015_1",26.98650432
"2598",62,"FKT AMBOHINIHAONANA","tmx_2015_1",28.33037174
"2599",63,"FKT KIANJANOMBY","tmx_2015_1",27.83288826
"2600",64,"FKT AMPITAMBE","tmx_2015_1",28.09932709
"2601",65,"FKT MANDRIVANY","tmx_2015_1",27.90876692
"2602",66,"FKT AMBODIPAISO NORD","tmx_2015_1",28.05731295
"2603",67,"FKT AMBODIPAISO SUD","tmx_2015_1",27.99121628
"2604",68,"FKT KELILALINA","tmx_2015_1",27.92149076
"2605",69,"FKT ANDRANOMAINTY","tmx_2015_1",27.95490395
"2606",70,"FKT ANOSY","tmx_2015_1",27.82208378
"2607",71,"FKT FOTSIALANANA","tmx_2015_1",27.9721867
"2608",72,"FKT AMBALADINGANA","tmx_2015_1",27.99974344
"2609",73,"FKT AMBODIARA","tmx_2015_1",28.31048722
"2610",74,"FKT SAHAFITOROKA","tmx_2015_1",28.56099298
"2611",75,"FKT MAROMENA","tmx_2015_1",28.4668044
"2612",76,"FKT ANDRANOFOLAHINA","tmx_2015_1",28.16192154
"2613",77,"FKT AMBORAKA","tmx_2015_1",28.27413226
"2614",78,"FKT IFANADIANA","tmx_2015_1",28.43410028
"2615",79,"FKT ANTAFOTENINA","tmx_2015_1",28.39448228
"2616",80,"FKT AMBODIRAFIA II","tmx_2015_1",28.10875999
"2617",81,"FKT FENOARIVO I","tmx_2015_1",28.37827882
"2618",82,"FKT AMBINANINDRANOTELO","tmx_2015_1",28.18498294
"2619",83,"FKT ANKABOKA","tmx_2015_1",28.11189993
"2620",84,"FKT AMBIABE I","tmx_2015_1",28.34675368
"2621",85,"FKT ANDRANOMAINTSO","tmx_2015_1",27.8494684
"2622",86,"FKT FIADANANA NORD","tmx_2015_1",25.47036545
"2623",87,"FKT MORARANO","tmx_2015_1",25.58993069
"2624",88,"FKT AMPASIMBOLA I","tmx_2015_1",26.89124461
"2625",89,"FKT SAKAVANANA","tmx_2015_1",27.48536893
"2626",90,"FKT AMBODIARA NORD","tmx_2015_1",26.94469734
"2627",91,"FKT AMBINANISERY","tmx_2015_1",27.49540587
"2628",92,"FKT VOLOBE","tmx_2015_1",26.59128635
"2629",93,"FKT ANTENIMBELONA","tmx_2015_1",27.96014065
"2630",94,"FKT AMBOHINIHAONANA","tmx_2015_1",27.94598209
"2631",95,"FKT MAROVORAKA","tmx_2015_1",28.03278351
"2632",96,"FKT TSARATANANA","tmx_2015_1",28.08764656
"2633",97,"FKT TSARARIVOTRA","tmx_2015_1",28.06796065
"2634",98,"FKT BEFOTAKA","tmx_2015_1",28.08180618
"2635",99,"FKT AMBOHITSARA","tmx_2015_1",27.9898294
"2636",100,"FKT FASINTSARA","tmx_2015_1",27.97198637
"2637",101,"FKT AMBATOMANJAKA","tmx_2015_1",28.01320893
"2638",102,"FKT TSARAKIANJA","tmx_2015_1",28.08384322
"2639",103,"FKT SAHAKONDRO","tmx_2015_1",28.03131648
"2640",104,"FKT MANAKANA SUD","tmx_2015_1",27.77612495
"2641",105,"FKT AMBODIARA SUD","tmx_2015_1",27.99935584
"2642",106,"FKT AMPASINAMBO","tmx_2015_1",25.79617098
"2643",107,"FKT AMBODIVOANGY","tmx_2015_1",27.78158611
"2644",108,"FKT AMBALAPAISO","tmx_2015_1",27.59070515
"2645",109,"FKT AMPITOMITA","tmx_2015_1",28.92935217
"2646",110,"FKT ANIVORANO","tmx_2015_1",27.83735912
"2647",111,"FKT KIANJAVATO","tmx_2015_1",28.07185662
"2648",112,"FKT AMBATOVORY","tmx_2015_1",29.07061738
"2649",113,"FKT ANTSINDRA","tmx_2015_1",28.26774823
"2650",114,"FKT BEFOTAKA","tmx_2015_1",29.03832843
"2651",115,"FKT AMPITABE","tmx_2015_1",29.34005883
"2652",116,"FKT AMBOATROTROKA","tmx_2015_1",28.51436294
"2653",117,"FKT AMBINANIVATOMENA","tmx_2015_1",29.84652521
"2654",118,"FKT AMBODIARA I","tmx_2015_1",29.16831837
"2655",119,"FKT MORAFENO","tmx_2015_1",28.7134532
"2656",120,"FKT BETAMPONA","tmx_2015_1",29.20067192
"2657",121,"FKT ANDRANOMAITSO","tmx_2015_1",28.79168248
"2658",122,"FKT ANTARETRA","tmx_2015_1",28.85011098
"2659",123,"FKT AMBODIROTRA","tmx_2015_1",28.33508084
"2660",124,"FKT ANDONABE","tmx_2015_1",28.55011514
"2661",125,"FKT AMPASIMBE","tmx_2015_1",28.80607921
"2662",126,"FKT ANDRORANGAVOLA","tmx_2015_1",28.78676322
"2663",127,"FKT AMBODIFONTSINA","tmx_2015_1",27.97706382
"2664",128,"FKT AMBALATENINA","tmx_2015_1",28.56173552
"2665",129,"FKT AMBALAFASINA","tmx_2015_1",28.47260097
"2666",130,"FKT AMBOHIMAHAVELONA BETOHO","tmx_2015_1",28.59707212
"2667",131,"FKT NOSIBE SUD","tmx_2015_1",28.74226917
"2668",132,"FKT MANDRIAPOTSY","tmx_2015_1",28.81761074
"2669",133,"FKT AMBALAVAONA","tmx_2015_1",28.85068095
"2670",134,"FKT LAVAKIANJA SUD","tmx_2015_1",28.97631801
"2671",135,"FKT AMBODIARA NORD","tmx_2015_1",28.24305856
"2672",136,"FKT MAHASOA","tmx_2015_1",29.1318347
"2673",137,"FKT AMBODIRORANGA","tmx_2015_1",28.87709255
"2674",138,"FKT AMBOHIMISAFY","tmx_2015_1",28.9647654
"2675",139,"FKT AMBALATABAKA","tmx_2015_1",29.05244149
"2676",140,"FKT ANIVORANO","tmx_2015_1",29.18230806
"2677",141,"FKT AMPASIMPOTSY","tmx_2015_1",28.40000409
"2678",142,"FKT AMBOHIMIARINA","tmx_2015_1",28.0217235
"2679",143,"FKT MATSITSIRANO","tmx_2015_1",27.62144559
"2680",144,"FKT BETAMPO NORD","tmx_2015_1",26.87724379
"2681",145,"FKT ANDRORANGAVOLA SUD","tmx_2015_1",27.80624334
"2682",146,"FKT ANALAMPASINA","tmx_2015_1",28.04334272
